Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat,Venue,Date,Results Score,discipline,year,ProfileURL,source
77,28:12.07,,Jack RAYNER,19 DEC 1995,AUS,2,,Melbourne (AUS),13 DEC 2018,1113,men_10000m,2018,https://worldathletics.org/athletes/athlete=14517160,toplist
78,28:12.53,,Kenta MURAYAMA,23 FEB 1993,JPN,1f5,,Machida (JPN),24 NOV 2018,1113,men_10000m,2018,https://worldathletics.org/athletes/athlete=14388862,toplist
79,28:13.07,,Scott FAUBLE,05 NOV 1991,USA,10,,"Palo Alto, CA (USA)",03 MAY 2018,1112,men_10000m,2018,https://worldathletics.org/athletes/athlete=14452474,toplist
80,28:13.38,,Paul GITONGA,20 AUG 1996,KEN,6f12,,Yokohama (JPN),20 OCT 2018,1111,men_10000m,2018,https://worldathletics.org/athletes/athlete=14747115,toplist
81,28:13.49,,Jose Mauricio GONZÁLEZ,14 OCT 1988,COL,1f1,,"San Francisco, CA (USA)",30 MAR 2018,1111,men_10000m,2018,https://worldathletics.org/athletes/athlete=14373524,toplist
82,28:14.49,,Derese WORKNEH,23 JUL 1995,ETH,1f1,,Yokohama (JPN),21 APR 2018,1110,men_10000m,2018,https://worldathletics.org/athletes/athlete=14708837,toplist
83,28:14.56,,Ben CONNOR,17 OCT 1992,GBR,11,,"Palo Alto, CA (USA)",03 MAY 2018,1109,men_10000m,2018,https://worldathletics.org/athletes/athlete=14428085,toplist
84,28:15.27,,Kazuki ONISHI,28 MAR 1987,JPN,2f5,,Machida (JPN),24 NOV 2018,1108,men_10000m,2018,https://worldathletics.org/athletes/athlete=14371680,toplist
85,28:15.41,,Girmaw AMARE,26 OCT 1987,ISR,9f1,,London (GBR),19 MAY 2018,1108,men_10000m,2018,https://worldathletics.org/athletes/athlete=14427580,toplist
86,28:15.72,,Bernard MUIA,26 MAY 1995,KEN,18f7,,Machida (JPN),24 NOV 2018,1108,men_10000m,2018,https://worldathletics.org/athletes/athlete=14481116,toplist
87,28:15.85,,Kazuma TAIRA,05 NOV 1994,JPN,7f8,,Yokohama (JPN),10 NOV 2018,1108,men_10000m,2018,https://worldathletics.org/athletes/athlete=14535008,toplist
88,28:16.35,,Titus MOGUSU,01 DEC 1996,KEN,19f7,,Machida (JPN),24 NOV 2018,1107,men_10000m,2018,https://worldathletics.org/athletes/athlete=14585606,toplist
89,28:16.43,,Vladimir NIKITIN,05 AUG 1992,RUS,1,,Zhukovskiy (RUS),30 JUN 2018,1107,men_10000m,2018,https://worldathletics.org/athletes/athlete=14442497,toplist
90,28:16.63,,Bernard KOECH,,KEN,1f14,,Yokohama (JPN),22 SEP 2018,1106,men_10000m,2018,https://worldathletics.org/athletes/athlete=14692930,toplist
91,28:16.95,,Hideto YAMANAKA,17 MAR 1994,JPN,7f12,,Yokohama (JPN),20 OCT 2018,1106,men_10000m,2018,https://worldathletics.org/athletes/athlete=14577974,toplist
92,28:17.1h,,Eric Kiprono KIPTANUI,19 APR 1990,KEN,1,,Nairobi (KEN),06 JUN 2018,1106,men_10000m,2018,https://worldathletics.org/athletes/athlete=14748422,toplist
93,28:17.24,,Antonio ABADÍA,02 JUL 1990,ESP,1f1,,Braga (POR),07 APR 2018,1105,men_10000m,2018,https://worldathletics.org/athletes/athlete=14167359,toplist
93,28:17.24,,Vincent RONO,10 NOV 1990,KEN,1,,Nairobi (KEN),21 JUN 2018,1105,men_10000m,2018,https://worldathletics.org/athletes/athlete=14209638,toplist
95,28:17.63,,Tsuyoshi UGACHI,27 APR 1987,JPN,6f1,,Fukagawa (JPN),11 JUL 2018,1105,men_10000m,2018,https://worldathletics.org/athletes/athlete=14206599,toplist
96,28:17.68,,Yamato OTSUKA,18 MAR 1996,JPN,3f5,,Machida (JPN),24 NOV 2018,1105,men_10000m,2018,https://worldathletics.org/athletes/athlete=14768178,toplist
97,28:17.81,,Akira AIZAWA,18 JUL 1997,JPN,5f2,,Kobe (JPN),21 APR 2018,1105,men_10000m,2018,https://worldathletics.org/athletes/athlete=14675312,toplist
98,28:17.88,,Paul Kipngetich TANUI,22 DEC 1990,KEN,6f2,,Osaka (JPN),22 SEP 2018,1104,men_10000m,2018,https://worldathletics.org/athletes/athlete=14366690,toplist
99,28:18.22,,Charles NDUNGU,20 FEB 1996,KEN,7f1,,Fukagawa (JPN),11 JUL 2018,1104,men_10000m,2018,https://worldathletics.org/athletes/athlete=14562700,toplist
100,28:18.39,,Hiroyuki YAMAMOTO,30 APR 1986,JPN,8f1,,Fukagawa (JPN),11 JUL 2018,1104,men_10000m,2018,https://worldathletics.org/athletes/athlete=14206843,toplist
1,26:48.36,,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1245,men_10000m,2019,https://worldathletics.org/athletes/athlete=14645612,toplist
2,26:48.95,,Hagos GEBRHIWET,11 MAY 1994,ETH,1,,Hengelo (NED),17 JUL 2019,1244,men_10000m,2019,https://worldathletics.org/athletes/athlete=14477352,toplist
3,26:49.34,,Yomif KEJELCHA,01 AUG 1997,ETH,2,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1243,men_10000m,2019,https://worldathletics.org/athletes/athlete=14594967,toplist
4,26:49.46,,Selemon BAREGA,20 JAN 2000,ETH,2,,Hengelo (NED),17 JUL 2019,1243,men_10000m,2019,https://worldathletics.org/athletes/athlete=14751317,toplist
5,26:53.15,,Andamlak BELIHU,20 NOV 1998,ETH,4,,Hengelo (NED),17 JUL 2019,1237,men_10000m,2019,https://worldathletics.org/athletes/athlete=14800831,toplist
6,26:54.39,,Jemal MEKONEN,11 SEP 1996,ETH,5,,Hengelo (NED),17 JUL 2019,1235,men_10000m,2019,https://worldathletics.org/athletes/athlete=14757695,toplist
7,26:56.46,,Abadi HADIS,06 NOV 1997,ETH,6,,Hengelo (NED),17 JUL 2019,1232,men_10000m,2019,https://worldathletics.org/athletes/athlete=14751318,toplist
8,26:59.35,,Mohammed AHMED,05 JAN 1991,CAN,4,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1227,men_10000m,2019,https://worldathletics.org/athletes/athlete=14330105,toplist
9,27:00.73,,Berehanu TSEGU,30 SEP 1999,ETH,7,,Hengelo (NED),17 JUL 2019,1225,men_10000m,2019,https://worldathletics.org/athletes/athlete=14862278,toplist
10,27:02.26,,Solomon BERIHU,02 OCT 1999,ETH,8,,Hengelo (NED),17 JUL 2019,1223,men_10000m,2019,https://worldathletics.org/athletes/athlete=14756430,toplist
11,27:04.72,,Lopez LOMONG,01 JAN 1985,USA,5,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1219,men_10000m,2019,https://worldathletics.org/athletes/athlete=14244311,toplist
12,27:10.76,,Yemaneberhan CRIPPA,15 OCT 1996,ITA,6,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1209,men_10000m,2019,https://worldathletics.org/athletes/athlete=14513998,toplist
13,27:17.29,,Julien WANDERS,18 MAR 1996,SUI,9,,Hengelo (NED),17 JUL 2019,1199,men_10000m,2019,https://worldathletics.org/athletes/athlete=14527440,toplist
14,27:18.10,,Tamirat TOLA,11 AUG 1991,ETH,10,,Hengelo (NED),17 JUL 2019,1197,men_10000m,2019,https://worldathletics.org/athletes/athlete=14589459,toplist
15,27:22.89,,Abdallah Kibet MANDE,10 MAY 1995,UGA,11,,Hengelo (NED),17 JUL 2019,1190,men_10000m,2019,https://worldathletics.org/athletes/athlete=14577964,toplist
16,27:23.49,,Mogos TUEMAY,24 MAY 1997,ETH,12,,Hengelo (NED),17 JUL 2019,1189,men_10000m,2019,https://worldathletics.org/athletes/athlete=14594963,toplist
17,27:23.80,,Stewart MCSWEYN,01 JUN 1995,AUS,1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",14 DEC 2019,1188,men_10000m,2019,https://worldathletics.org/athletes/athlete=14500488,toplist
18,27:24.09,,Vincent Kiprotich KIBET,19 MAR 1999,KEN,13,,Hengelo (NED),17 JUL 2019,1188,men_10000m,2019,https://worldathletics.org/athletes/athlete=14847918,toplist
19,27:24.74,,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,8,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1187,men_10000m,2019,https://worldathletics.org/athletes/athlete=14459308,toplist
20,27:24.76,,Geoffrey KAMWOROR,22 NOV 1992,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019,1187,men_10000m,2019,https://worldathletics.org/athletes/athlete=14423680,toplist
21,27:24.78,,Sondre Nordstad MOEN,12 JAN 1991,NOR,1f1,,Kristiansand (NOR),31 AUG 2019,1187,men_10000m,2019,https://worldathletics.org/athletes/athlete=14215417,toplist
22,27:26.11,,Benard Kibet KOECH,25 NOV 1999,KEN,1f1,,Fukagawa (JPN),09 JUL 2019,1185,men_10000m,2019,https://worldathletics.org/athletes/athlete=14748373,toplist
23,27:27.68,,Aron KIFLE,20 FEB 1998,ERI,2,,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1182,men_10000m,2019,https://worldathletics.org/athletes/athlete=14693555,toplist
24,27:30.24,,Tesfahun AKALNEW,29 APR 1999,ETH,1,,Nijmegen (NED),15 JUN 2019,1178,men_10000m,2019,https://worldathletics.org/athletes/athlete=14804562,toplist
25,27:30.88,,Haftu TEKLU,21 JAN 2000,ETH,2,,Nijmegen (NED),15 JUN 2019,1177,men_10000m,2019,https://worldathletics.org/athletes/athlete=14757121,toplist
26,27:31.20,,Patrick TIERNAN,11 SEP 1994,AUS,2,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",14 DEC 2019,1177,men_10000m,2019,https://worldathletics.org/athletes/athlete=14433154,toplist
27,27:31.76,,Belay Tilahun BEZABEH,07 JAN 1995,ETH,14,,Hengelo (NED),17 JUL 2019,1176,men_10000m,2019,https://worldathletics.org/athletes/athlete=14751811,toplist
28,27:32.68,,Jonathan Muia NDIKU,18 SEP 1991,KEN,1f2,,Kumagaya (JPN),18 MAY 2019,1174,men_10000m,2019,https://worldathletics.org/athletes/athlete=14209367,toplist
29,27:32.89,,Kirubel ERASSA,17 JUN 1993,USA,3,,Nijmegen (NED),15 JUN 2019,1174,men_10000m,2019,https://worldathletics.org/athletes/athlete=14411421,toplist
30,27:33.21,,Andrew LOROT,02 DEC 1997,KEN,2f2,,Kumagaya (JPN),18 MAY 2019,1173,men_10000m,2019,https://worldathletics.org/athletes/athlete=14689595,toplist
31,27:33.42,,Eric Kiprono KIPTANUI,19 APR 1990,KEN,4,,Nijmegen (NED),15 JUN 2019,1173,men_10000m,2019,https://worldathletics.org/athletes/athlete=14748422,toplist
32,27:34.01,,Leonard KORIR,10 DEC 1986,USA,5,,Nijmegen (NED),15 JUN 2019,1172,men_10000m,2019,https://worldathletics.org/athletes/athlete=14407790,toplist
33,27:34.88,,Alfred BARKACH,02 MAR 1997,KEN,6,,Nijmegen (NED),15 JUN 2019,1171,men_10000m,2019,https://worldathletics.org/athletes/athlete=14689594,toplist
34,27:38.78,,Daniel KIPKEMBOI,05 JUL 1996,KEN,2f1,,Fukagawa (JPN),09 JUL 2019,1165,men_10000m,2019,https://worldathletics.org/athletes/athlete=14590686,toplist
35,27:43.34,,Joseph Mana NDIRANGU,09 SEP 1994,KEN,1f3,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2019,1158,men_10000m,2019,https://worldathletics.org/athletes/athlete=14209370,toplist
36,27:43.89,,Paul CHELIMO,27 OCT 1990,USA,4,,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1157,men_10000m,2019,https://worldathletics.org/athletes/athlete=14454958,toplist
37,27:44.22,,Patrick MATHENGE,02 NOV 1997,KEN,2f3,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2019,1156,men_10000m,2019,https://worldathletics.org/athletes/athlete=14696591,toplist
38,27:44.81,,Alexander MUNYAO,10 SEP 1996,KEN,3f3,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2019,1155,men_10000m,2019,https://worldathletics.org/athletes/athlete=14590685,toplist
39,27:45.59,,James Ndiwa BUNUKA,01 NOV 1997,KEN,4f3,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2019,1154,men_10000m,2019,https://worldathletics.org/athletes/athlete=14590712,toplist
40,27:45.62,,Josphat Ledama KISAISA,25 JUN 1998,KEN,2f1,,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2019,1154,men_10000m,2019,https://worldathletics.org/athletes/athlete=14695603,toplist
41,27:46.21,,Joel MWAURA,20 JAN 1999,KEN,3f1,,"Universiade Commemorative Stadium, Kobe (JPN)",21 APR 2019,1153,men_10000m,2019,https://worldathletics.org/athletes/athlete=14767007,toplist
42,27:46.63,,Evans Keitany KIPTUM,27 NOV 1999,KEN,1f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1153,men_10000m,2019,https://worldathletics.org/athletes/athlete=14477630,toplist
43,27:46.65,,Guye Idemo ADOLA,20 OCT 1990,ETH,15,,Hengelo (NED),17 JUL 2019,1152,men_10000m,2019,https://worldathletics.org/athletes/athlete=14629097,toplist
44,27:47.36,,Enock OMWAMBA,04 APR 1993,KEN,1f2,,"Yanmar Stadium Nagai, Osaka (JPN)",21 SEP 2019,1151,men_10000m,2019,https://worldathletics.org/athletes/athlete=14425915,toplist
45,27:47.66,,Stephen KISSA,01 DEC 1988,UGA,7,,Nijmegen (NED),15 JUN 2019,1151,men_10000m,2019,https://worldathletics.org/athletes/athlete=14677961,toplist
46,27:47.76,,Vincent Kibet YEGON,05 DEC 2000,KEN,2f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1151,men_10000m,2019,https://worldathletics.org/athletes/athlete=14847919,toplist
47,27:47.86,,Richard YATOR,04 JUN 1998,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019,1151,men_10000m,2019,https://worldathletics.org/athletes/athlete=14708970,toplist
48,27:48.15,,Amos KURGAT,07 MAR 1992,KEN,6,,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1150,men_10000m,2019,https://worldathletics.org/athletes/athlete=14764064,toplist
49,27:48.22,,David NGURE,10 AUG 1998,KEN,3f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1150,men_10000m,2019,https://worldathletics.org/athletes/athlete=14643548,toplist
50,27:48.87,,Cleophas Kandie MEYAN,14 AUG 2000,KEN,5f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1149,men_10000m,2019,https://worldathletics.org/athletes/athlete=14695631,toplist
51,27:49.67,,Wesley LEDAMA,02 JUL 1999,KEN,7f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1148,men_10000m,2019,https://worldathletics.org/athletes/athlete=14748398,toplist
52,27:51.89,,Milkesa MENGESHA,16 APR 2000,ETH,16,,Hengelo (NED),17 JUL 2019,1144,men_10000m,2019,https://worldathletics.org/athletes/athlete=14805798,toplist
53,27:51.91,,Razini LEMETEKI,21 DEC 1998,KEN,1f10,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",21 SEP 2019,1144,men_10000m,2019,https://worldathletics.org/athletes/athlete=14900002,toplist
54,27:51.99,,Mogeni Benuel MAGOMA,11 MAR 2001,KEN,8f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1144,men_10000m,2019,https://worldathletics.org/athletes/athlete=14795184,toplist
55,27:52.00,,Vincent Kipkemoi NGETICH,03 JAN 1999,KEN,2f10,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",21 SEP 2019,1144,men_10000m,2019,https://worldathletics.org/athletes/athlete=14813827,toplist
56,27:52.25,,Amanal PETROS,17 MAY 1995,GER,2f1,,London (GBR),06 JUL 2019,1144,men_10000m,2019,https://worldathletics.org/athletes/athlete=14572523,toplist
57,27:52.39,,Ben TRUE,29 DEC 1985,USA,1,,"Palo Alto, CA (USA)",02 MAY 2019,1144,men_10000m,2019,https://worldathletics.org/athletes/athlete=14253490,toplist
58,27:53.32,,Benard KIMELI,10 SEP 1995,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019,1142,men_10000m,2019,https://worldathletics.org/athletes/athlete=14790672,toplist
59,27:53.39,,Ali KAYA,20 APR 1994,TUR,8,,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1142,men_10000m,2019,https://worldathletics.org/athletes/athlete=14573513,toplist
60,27:53.59,,Shadrack Kipngetich KOECH,05 SEP 1997,KEN,1,,Kitale (KEN),03 AUG 2019,1142,men_10000m,2019,https://worldathletics.org/athletes/athlete=14917080,toplist
61,27:53.67,,Yuta SHITARA,18 DEC 1991,JPN,1,,Nobeoka (JPN),04 MAY 2019,1142,men_10000m,2019,https://worldathletics.org/athletes/athlete=14580914,toplist
62,27:54.15,,Harry SUMMERS,19 MAY 1990,AUS,2f1,,Kristiansand (NOR),31 AUG 2019,1141,men_10000m,2019,https://worldathletics.org/athletes/athlete=14335403,toplist
63,27:55.30,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,1,,Nairobi (KEN),22 JUN 2019,1139,men_10000m,2019,https://worldathletics.org/athletes/athlete=14209817,toplist
64,27:55.44,,Muthoni MUIRU,27 MAR 1998,KEN,12f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1139,men_10000m,2019,https://worldathletics.org/athletes/athlete=14754374,toplist
65,27:56.19,,Marc SCOTT,21 DEC 1993,GBR,2,,"Palo Alto, CA (USA)",02 MAY 2019,1138,men_10000m,2019,https://worldathletics.org/athletes/athlete=14497504,toplist
66,27:56.41,,Simon KARIUKI,01 APR 1996,KEN,3f10,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",21 SEP 2019,1137,men_10000m,2019,https://worldathletics.org/athletes/athlete=14703351,toplist
67,27:56.43,,Davis KIPLANGAT,10 JUL 1998,KEN,1f1,,Burjassot (ESP),13 APR 2019,1137,men_10000m,2019,https://worldathletics.org/athletes/athlete=14689592,toplist
68,27:57.14,,Kazuki TAMURA,16 JUL 1995,JPN,2f1,,Abashiri (JPN),22 JUL 2019,1136,men_10000m,2019,https://worldathletics.org/athletes/athlete=14647830,toplist
69,27:57.41,,Suguru OSAKO,23 MAY 1991,JPN,3f1,,Abashiri (JPN),22 JUL 2019,1136,men_10000m,2019,https://worldathletics.org/athletes/athlete=14335060,toplist
70,27:57.60,,Ben CONNOR,17 OCT 1992,GBR,3f1,,London (GBR),06 JUL 2019,1136,men_10000m,2019,https://worldathletics.org/athletes/athlete=14428085,toplist
71,27:57.72,,Mande BUSHENDICH,07 APR 1997,UGA,8,,Nijmegen (NED),15 JUN 2019,1135,men_10000m,2019,https://worldathletics.org/athletes/athlete=14693553,toplist
72,27:57.99,,Diego ESTRADA,19 DEC 1989,USA,4,,"Palo Alto, CA (USA)",02 MAY 2019,1135,men_10000m,2019,https://worldathletics.org/athletes/athlete=14326821,toplist
73,27:58.06,,Paul Kipngetich TANUI,22 DEC 1990,KEN,2,,Nairobi (KEN),22 JUN 2019,1135,men_10000m,2019,https://worldathletics.org/athletes/athlete=14366690,toplist
74,27:58.17,,Selemun KAHSAY,,ETH,18,,Hengelo (NED),17 JUL 2019,1135,men_10000m,2019,https://worldathletics.org/athletes/athlete=14875160,toplist
75,27:58.67,,Reid BUCHANAN,03 FEB 1993,USA,5,,"Palo Alto, CA (USA)",02 MAY 2019,1134,men_10000m,2019,https://worldathletics.org/athletes/athlete=14490854,toplist
76,27:58.84,,Peter LANGAT,20 OCT 1998,KEN,4f1,,Abashiri (JPN),22 JUL 2019,1134,men_10000m,2019,https://worldathletics.org/athletes/athlete=14704907,toplist
77,27:58.97,,Brett ROBINSON,08 MAY 1991,AUS,9,,Nijmegen (NED),15 JUN 2019,1133,men_10000m,2019,https://worldathletics.org/athletes/athlete=14336706,toplist
78,27:59.59,,Jack RAYNER,19 DEC 1995,AUS,10,,Nijmegen (NED),15 JUN 2019,1132,men_10000m,2019,https://worldathletics.org/athletes/athlete=14517160,toplist
79,28:02.89,,Zouhair TALBI,08 APR 1995,MAR,1f1,,"Portland, OR (USA)",08 JUN 2019,1127,men_10000m,2019,https://worldathletics.org/athletes/athlete=14577963,toplist
80,28:03.34,,Lawi LALANG,15 JUN 1991,USA,6,,"Palo Alto, CA (USA)",02 MAY 2019,1127,men_10000m,2019,https://worldathletics.org/athletes/athlete=14455303,toplist
81,28:03.53,,Musio SAIDAMU,12 OCT 2000,KEN,1f7,,Yokohama (JPN),20 APR 2019,1126,men_10000m,2019,https://worldathletics.org/athletes/athlete=14900278,toplist
82,28:03.74,,Vincent Kibor RAIMOI,16 JUL 1996,KEN,4f10,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",21 SEP 2019,1126,men_10000m,2019,https://worldathletics.org/athletes/athlete=14796115,toplist
83,28:03.93,,Tetsuya YOROIZAKA,20 MAR 1990,JPN,5f1,,Abashiri (JPN),22 JUL 2019,1126,men_10000m,2019,https://worldathletics.org/athletes/athlete=14327538,toplist
84,28:04.09,,Soufiane BOUCHIKHI,22 MAR 1990,BEL,4f1,,London (GBR),06 JUL 2019,1126,men_10000m,2019,https://worldathletics.org/athletes/athlete=14329545,toplist
85,28:04.39,,Juan Luis BARRIOS,24 JUN 1983,MEX,7,,"Palo Alto, CA (USA)",02 MAY 2019,1125,men_10000m,2019,https://worldathletics.org/athletes/athlete=14212796,toplist
86,28:04.79,,Kiprono SITONIK,10 NOV 2001,KEN,13f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1124,men_10000m,2019,https://worldathletics.org/athletes/athlete=14798187,toplist
87,28:04.99,,Patrick MWAKA,02 NOV 1992,KEN,14f6,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1124,men_10000m,2019,https://worldathletics.org/athletes/athlete=14432821,toplist
88,28:05.14,,Victor Kipkirui KORIR,14 AUG 2002,KEN,3f1,,Fukagawa (JPN),09 JUL 2019,1124,men_10000m,2019,https://worldathletics.org/athletes/athlete=14798155,toplist
89,28:05.98,,Dominic LANGAT,15 MAY 1995,KEN,3f2,,Kumagaya (JPN),18 MAY 2019,1123,men_10000m,2019,https://worldathletics.org/athletes/athlete=14700585,toplist
90,28:06.51,,Titus WANBUA,14 AUG 1997,KEN,2f4,,Sagamihara (JPN),23 JUN 2019,1122,men_10000m,2019,https://worldathletics.org/athletes/athlete=14764469,toplist
90,28:06.51,,Keijiro MOGI,21 OCT 1995,JPN,1f8,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1122,men_10000m,2019,https://worldathletics.org/athletes/athlete=14572680,toplist
92,28:06.87,,Timothy TOROITICH,10 OCT 1991,UGA,9,,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1121,men_10000m,2019,https://worldathletics.org/athletes/athlete=14413323,toplist
93,28:08.10,,Hiroto INOUE,06 JAN 1993,JPN,4f1,,Fukagawa (JPN),09 JUL 2019,1119,men_10000m,2019,https://worldathletics.org/athletes/athlete=14493782,toplist
94,28:08.34,,Yuki SATO,26 NOV 1986,JPN,6f1,,Abashiri (JPN),22 JUL 2019,1119,men_10000m,2019,https://worldathletics.org/athletes/athlete=14205661,toplist
95,28:08.58,,Vedic KIPKOECH,05 MAR 1996,KEN,6,,"Nyayo National Stadium, Nairobi (KEN)",22 AUG 2019,1119,men_10000m,2019,https://worldathletics.org/athletes/athlete=14590684,toplist
96,28:08.80,,Yusuke OGURA,16 APR 1993,JPN,1f7,,"Hosei University Stadium, Machida (JPN)",23 NOV 2019,1118,men_10000m,2019,https://worldathletics.org/athletes/athlete=14388951,toplist
97,28:08.91,,Wambua TAITASU,14 AUG 1997,KEN,5f10,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",21 SEP 2019,1118,men_10000m,2019,https://worldathletics.org/athletes/athlete=14868772,toplist
98,28:09.21,,Lorenzo DINI,02 OCT 1994,ITA,6f1,,London (GBR),06 JUL 2019,1118,men_10000m,2019,https://worldathletics.org/athletes/athlete=14428352,toplist
99,28:09.88,,Jacob THOMSON,29 NOV 1994,USA,8,,"Palo Alto, CA (USA)",02 MAY 2019,1117,men_10000m,2019,https://worldathletics.org/athletes/athlete=14530988,toplist
100,28:10.16,,Juan Antonio PÉREZ,06 NOV 1988,ESP,7f1,,London (GBR),06 JUL 2019,1116,men_10000m,2019,https://worldathletics.org/athletes/athlete=14426768,toplist
1,26:11.00,,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,,"Estadio de Atletismo del Turia, Valencia (ESP)",07 OCT 2020,1306,men_10000m,2020,https://worldathletics.org/athletes/athlete=14645612,toplist
2,26:58.97,,Nicholas KIPKORIR,29 SEP 1998,KEN,,,"Sportcomplex De Leidse Hout, Leiden (NED)",19 SEP 2020,1228,men_10000m,2020,https://worldathletics.org/athletes/athlete=14708978,toplist
3,27:01.42,,Richard YATOR,04 JUN 1998,KEN,1f3,,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1224,men_10000m,2020,https://worldathletics.org/athletes/athlete=14708970,toplist
4,27:01.95,,Jonathan Muia NDIKU,18 SEP 1991,KEN,2f9,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",14 NOV 2020,1223,men_10000m,2020,https://worldathletics.org/athletes/athlete=14209367,toplist
5,27:02.39,,Benard Kibet KOECH,25 NOV 1999,KEN,2f3,,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1222,men_10000m,2020,https://worldathletics.org/athletes/athlete=14748373,toplist
6,27:02.80,,Bedan KAROKI,21 AUG 1990,KEN,3f3,,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1222,men_10000m,2020,https://worldathletics.org/athletes/athlete=14327782,toplist
7,27:18.75,,Akira AIZAWA,18 JUL 1997,JPN,1f2,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1196,men_10000m,2020,https://worldathletics.org/athletes/athlete=14675312,toplist
8,27:20.34,,Cleophas Kandie MEYAN,14 AUG 2000,KEN,4f3,,"Prefectural Stadium, Kumagaya (JPN)",19 SEP 2020,1194,men_10000m,2020,https://worldathletics.org/athletes/athlete=14695631,toplist
9,27:22.06,,Eric JENKINS,24 NOV 1991,USA,1f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",05 DEC 2020,1191,men_10000m,2020,https://worldathletics.org/athletes/athlete=14406813,toplist
10,27:22.55,,Patrick TIERNAN,11 SEP 1994,AUS,2f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",05 DEC 2020,1190,men_10000m,2020,https://worldathletics.org/athletes/athlete=14433154,toplist
11,27:23.58,,Edward CHESEREK,02 FEB 1994,KEN,3f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",05 DEC 2020,1189,men_10000m,2020,https://worldathletics.org/athletes/athlete=14463987,toplist
12,27:25.73,,Tatsuhiko ITO,23 MAR 1998,JPN,2f2,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1185,men_10000m,2020,https://worldathletics.org/athletes/athlete=14776377,toplist
13,27:26.58,,Sam ATKIN,14 MAR 1993,GBR,4f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",05 DEC 2020,1184,men_10000m,2020,https://worldathletics.org/athletes/athlete=14422240,toplist
14,27:28.92,,Kazuki TAMURA,16 JUL 1995,JPN,3f2,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1180,men_10000m,2020,https://worldathletics.org/athletes/athlete=14647830,toplist
15,27:28.97,,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,3,,"Estadio de Atletismo del Turia, Valencia (ESP)",07 OCT 2020,1180,men_10000m,2020,https://worldathletics.org/athletes/athlete=14459308,toplist
