Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat,Venue,Date,Results Score,discipline,year,ProfileURL,source
15,72.53,,Iryna KLYMETS,04 OCT 1994,UKR,1,,Kyiv (UKR),21 MAY 2017,1134,women_HT,2017,https://worldathletics.org/athletes/athlete=14408893,toplist
16,72.50,,Jillian WEIR,09 FEB 1993,CAN,1,,"Tucson, AZ (USA)",18 MAY 2017,1134,women_HT,2017,https://worldathletics.org/athletes/athlete=14423557,toplist
17,72.37,,Alona SHAMOTINA,27 DEC 1995,UKR,1,,Kyiv (UKR),30 JUN 2017,1131,women_HT,2017,https://worldathletics.org/athletes/athlete=14414096,toplist
18,72.27,,Na LUO,08 OCT 1993,CHN,2,,Tianjin (CHN),06 SEP 2017,1130,women_HT,2017,https://worldathletics.org/athletes/athlete=14430153,toplist
19,72.06,,Amanda BINGSON,20 FEB 1990,USA,2,,"Torrance, CA (USA)",13 APR 2017,1126,women_HT,2017,https://worldathletics.org/athletes/athlete=14365714,toplist
20,71.88,,Kıvılcım SALMAN,27 MAR 1992,TUR,1,,Bursa (TUR),07 JUL 2017,1124,women_HT,2017,https://worldathletics.org/athletes/athlete=14375566,toplist
21,71.73,,Yelizaveta TSAREVA,26 MAR 1993,RUS,1,,Zhukovskiy (RUS),24 JUN 2017,1121,women_HT,2017,https://worldathletics.org/athletes/athlete=14481572,toplist
22,71.68,,Tingting LIU,29 JAN 1990,CHN,3,,Tianjin (CHN),06 SEP 2017,1120,women_HT,2017,https://worldathletics.org/athletes/athlete=14941347,toplist
23,71.58,,Marina NIKIŞENKO,28 JUN 1986,MDA,2,,Chisinau (MDA),26 MAY 2017,1119,women_HT,2017,https://worldathletics.org/athletes/athlete=14290914,toplist
24,71.56,,Jeneva STEVENS,28 OCT 1989,USA,1,,Coeur d'Alene (USA),03 JUN 2017,1118,women_HT,2017,https://worldathletics.org/athletes/athlete=14361804,toplist
25,71.52,,Ida STORM,11 OCT 1991,SWE,2,,Fränkisch-Crumbach (GER),04 JUN 2017,1118,women_HT,2017,https://worldathletics.org/athletes/athlete=14302460,toplist
26,71.40,,Alena KRECHYK,20 JUL 1987,BLR,1,,Minsk (BLR),13 JUN 2017,1116,women_HT,2017,https://worldathletics.org/athletes/athlete=14269800,toplist
27,71.34,,Kateřina ŠAFRÁNKOVÁ,08 JUN 1989,CZE,8,,"Olympic Stadium, London (GBR)",07 AUG 2017,1115,women_HT,2017,https://worldathletics.org/athletes/athlete=14262767,toplist
28,71.27,,Réka GYURÁTZ,31 MAY 1996,HUN,1,,Szombathely (HUN),21 JUN 2017,1114,women_HT,2017,https://worldathletics.org/athletes/athlete=14382890,toplist
29,71.25,,Susen KÜSTER,27 JUL 1994,GER,1,,Halle (GER),21 JUL 2017,1113,women_HT,2017,https://worldathletics.org/athletes/athlete=14401151,toplist
30,71.18,,Iryna NOVOZHYLOVA,07 JAN 1986,UKR,1,,Kyiv (UKR),14 JUN 2017,1112,women_HT,2017,https://worldathletics.org/athletes/athlete=14303970,toplist
31,71.06,,Kathrin KLAAS,06 FEB 1984,GER,2f1,,Las Palmas (ESP),11 MAR 2017,1110,women_HT,2017,https://worldathletics.org/athletes/athlete=14278327,toplist
32,70.35,,Julia RATCLIFFE,14 JUL 1993,NZL,1,,"Princeton, NJ (USA)",16 JUL 2017,1099,women_HT,2017,https://worldathletics.org/athletes/athlete=14293147,toplist
33,70.30,,Carolin PAESLER,16 DEC 1990,GER,1,,Fränkisch-Crumbach (GER),15 JUL 2017,1098,women_HT,2017,https://worldathletics.org/athletes/athlete=14277860,toplist
34,70.26,,Berta CASTELLS,24 JAN 1984,ESP,1,,Manresa (ESP),15 JUL 2017,1097,women_HT,2017,https://worldathletics.org/athletes/athlete=14261855,toplist
35,70.18,,Jennifer DAHLGREN,21 APR 1984,ARG,1,,Buenos Aires (ARG),22 APR 2017,1096,women_HT,2017,https://worldathletics.org/athletes/athlete=14272677,toplist
36,70.01,,Marinda PETERSSON,03 FEB 1995,SWE,4,,Halle (GER),20 MAY 2017,1093,women_HT,2017,https://worldathletics.org/athletes/athlete=14480087,toplist
37,69.60,,Katarzyna FURMANEK,19 FEB 1996,POL,5,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",10 JUN 2017,1087,women_HT,2017,https://worldathletics.org/athletes/athlete=14419896,toplist
38,69.44,,Bianca Florentina GHELBER,01 JUN 1990,ROU,1,,Pitesti (ROU),07 JUL 2017,1084,women_HT,2017,https://worldathletics.org/athletes/athlete=14295835,toplist
39,69.32,,Sofiya PALKINA,09 JUN 1998,RUS,2,,Zhukovskiy (RUS),16 JUN 2017,1082,women_HT,2017,https://worldathletics.org/athletes/athlete=14513668,toplist
40,69.16,,Heavin WARNER,04 MAR 1993,USA,6,,"Sacramento, CA (USA)",25 JUN 2017,1080,women_HT,2017,https://worldathletics.org/athletes/athlete=14515766,toplist
41,69.10,,Nataliya ZOLOTUKHINA,04 JAN 1985,UKR,2,,Kyiv (UKR),30 JUN 2017,1079,women_HT,2017,https://worldathletics.org/athletes/athlete=14304378,toplist
42,68.90,,Nikola LOMNICKÁ,16 SEP 1988,SVK,1,,Szombathely (HUN),19 JUL 2017,1075,women_HT,2017,https://worldathletics.org/athletes/athlete=14301502,toplist
43,68.77,,Brooke ANDERSEN,23 AUG 1995,USA,1,,"Phoenix, AZ (USA)",05 DEC 2017,1073,women_HT,2017,https://worldathletics.org/athletes/athlete=14577492,toplist
44,68.66,,Alexandra HULLEY,24 JUL 1997,AUS,1,,Sydney (AUS),06 AUG 2017,1072,women_HT,2017,https://worldathletics.org/athletes/athlete=14495639,toplist
45,68.55,,Merja KORPELA,15 MAY 1981,FIN,1,,Kaustinen (FIN),01 JUL 2017,1070,women_HT,2017,https://worldathletics.org/athletes/athlete=14259386,toplist
45,68.55,,Tereza KRÁLOVÁ,21 OCT 1989,CZE,1,,Kladno (CZE),15 JUL 2017,1070,women_HT,2017,https://worldathletics.org/athletes/athlete=14262979,toplist
47,68.44,,Laura IGAUNE,10 FEB 1988,LAT,1,,"Durham, NC (USA)",21 APR 2017,1068,women_HT,2017,https://worldathletics.org/athletes/athlete=14289994,toplist
48,68.37,,Britney HENRY,17 OCT 1984,USA,7,,"Sacramento, CA (USA)",25 JUN 2017,1067,women_HT,2017,https://worldathletics.org/athletes/athlete=14312417,toplist
49,68.36,,Jessica RAMSEY,26 JUL 1991,USA,2,,"Tucson, AZ (USA)",18 MAY 2017,1067,women_HT,2017,https://worldathletics.org/athletes/athlete=14439750,toplist
50,68.27,,Krista TERVO,15 NOV 1997,FIN,2,,Kaustinen (FIN),01 JUL 2017,1065,women_HT,2017,https://worldathletics.org/athletes/athlete=14592895,toplist
51,68.24,,Sara FANTINI,16 SEP 1997,ITA,1,,Modena (ITA),02 JUN 2017,1065,women_HT,2017,https://worldathletics.org/athletes/athlete=14593885,toplist
52,68.15,,Tuğçe ŞAHUTOĞLU,01 MAY 1988,TUR,2,,Bursa (TUR),07 JUL 2017,1063,women_HT,2017,https://worldathletics.org/athletes/athlete=14303341,toplist
53,68.01,,Sultana FRIZELL,24 OCT 1984,CAN,4,,"Tucson, AZ (USA)",20 MAY 2017,1061,women_HT,2017,https://worldathletics.org/athletes/athlete=14267981,toplist
54,67.86,,Martina HRAŠNOVÁ,21 MAR 1983,SVK,2,,Banská Bystrica (SVK),01 JUL 2017,1059,women_HT,2017,https://worldathletics.org/athletes/athlete=14301404,toplist
55,67.70,,Alina SAHYUNOVA,02 MAR 1990,BLR,2,,Brest (BLR),01 JUN 2017,1056,women_HT,2017,https://worldathletics.org/athletes/athlete=14269817,toplist
56,67.66,,Alina DURAN,28 MAR 1990,USA,2,,"Princeton, NJ (USA)",16 JUL 2017,1055,women_HT,2017,https://worldathletics.org/athletes/athlete=14477472,toplist
57,67.57,,Iryna SEKACHOVA,21 JUL 1976,UKR,4,,Kyiv (UKR),14 JUN 2017,1054,women_HT,2017,https://worldathletics.org/athletes/athlete=14304134,toplist
58,67.55,,Cintia GERGELICS,16 NOV 1991,HUN,2,,Szombathely (HUN),29 APR 2017,1054,women_HT,2017,https://worldathletics.org/athletes/athlete=14281576,toplist
59,67.45,,Laura REDONDO,03 JUL 1988,ESP,1,,Barcelona (ESP),05 FEB 2017,1052,women_HT,2017,https://worldathletics.org/athletes/athlete=14260658,toplist
60,67.42,,Beatrice Nedberge LLANO,14 DEC 1997,NOR,3,,"Eugene, OR (USA)",08 JUN 2017,1051,women_HT,2017,https://worldathletics.org/athletes/athlete=14481276,toplist
61,67.39,,Anna Maria OREL,11 DEC 1996,EST,1,,Tallinn (EST),23 JUL 2017,1051,women_HT,2017,https://worldathletics.org/athletes/athlete=14547643,toplist
62,67.31,,Anna BULGAKOVA,17 JAN 1988,RUS,2,,"Adler, Sochi (RUS)",07 FEB 2017,1050,women_HT,2017,https://worldathletics.org/athletes/athlete=14297465,toplist
63,67.22,,Camille SAINTE LUCE,18 APR 1996,FRA,1,,Eaubonne (FRA),14 JUN 2017,1048,women_HT,2017,https://worldathletics.org/athletes/athlete=14514508,toplist
64,67.20,,Kateřina SKYPALOVÁ,20 FEB 1999,CZE,1,,Praha (CZE),02 SEP 2017,1048,women_HT,2017,https://worldathletics.org/athletes/athlete=14702053,toplist
65,67.15,,Wang LU,22 DEC 1991,CHN,2,,Jinan (CHN),18 MAY 2017,1047,women_HT,2017,https://worldathletics.org/athletes/athlete=14372180,toplist
66,67.08,,Johanna SALMELA,06 NOV 1990,FIN,4,,Stockholm (SWE),03 SEP 2017,1046,women_HT,2017,https://worldathletics.org/athletes/athlete=14259018,toplist
67,67.02,,Mariana Grasielly MARCELINO,16 JUL 1992,BRA,1,,Sao Bernardo do Campo (BRA),09 JUN 2017,1045,women_HT,2017,https://worldathletics.org/athletes/athlete=14336128,toplist
68,66.97,,Janee' KASSANAVOID,19 JAN 1995,USA,1,,"Austin, TX (USA)",14 APR 2017,1044,women_HT,2017,https://worldathletics.org/athletes/athlete=14628218,toplist
69,66.90,,Lara NIELSEN,19 DEC 1992,AUS,1,,Sydney (AUS),26 FEB 2017,1043,women_HT,2017,https://worldathletics.org/athletes/athlete=14335395,toplist
70,66.80,,Charlene WOITHA,21 AUG 1993,GER,5,,Fränkisch-Crumbach (GER),04 JUN 2017,1041,women_HT,2017,https://worldathletics.org/athletes/athlete=14454035,toplist
71,66.68,,Carly FEHRINGER,09 NOV 1991,USA,1,,"Kearney, NE (USA)",15 APR 2017,1040,women_HT,2017,https://worldathletics.org/athletes/athlete=14449313,toplist
72,66.66,,Freya BLOCK,06 FEB 1995,USA,3,,"Austin, TX (USA)",25 MAY 2017,1039,women_HT,2017,https://worldathletics.org/athletes/athlete=14620240,toplist
73,66.50,,Eli Johana MORENO,15 APR 1985,COL,1,,Medellín (COL),10 JUN 2017,1037,women_HT,2017,https://worldathletics.org/athletes/athlete=14263966,toplist
74,66.46,,Rachel HUNTER,30 AUG 1993,GBR,1,,Loughborough (GBR),26 FEB 2017,1036,women_HT,2017,https://worldathletics.org/athletes/athlete=14416575,toplist
75,66.35,,Trude RAAD,27 APR 1990,NOR,1,,Samsun (TUR),23 JUL 2017,1034,women_HT,2017,https://worldathletics.org/athletes/athlete=14292768,toplist
76,66.31,,Rosa Andreina RODRÍGUEZ,02 JUL 1986,VEN,1,,Santa Marta (COL),24 NOV 2017,1034,women_HT,2017,https://worldathletics.org/athletes/athlete=14325206,toplist
77,66.11,,Anastasiya MASLOVA,16 OCT 1997,BLR,2,,Minsk (BLR),13 JUN 2017,1030,women_HT,2017,https://worldathletics.org/athletes/athlete=14677647,toplist
78,66.06,,Veronika KAŇUCHOVÁ,19 APR 1993,SVK,3,,Banská Bystrica (SVK),01 JUL 2017,1030,women_HT,2017,https://worldathletics.org/athletes/athlete=14380405,toplist
79,65.89,,Lauren STUART,16 NOV 1991,CAN,2f1,,"Tempe, AZ (USA)",07 APR 2017,1027,women_HT,2017,https://worldathletics.org/athletes/athlete=14381256,toplist
80,65.85,,Ayamey D. MEDINA,21 FEB 1998,CUB,1,,La Habana (CUB),25 FEB 2017,1026,women_HT,2017,https://worldathletics.org/athletes/athlete=14637148,toplist
81,65.83,,Ni YAN,07 FEB 1993,CHN,4,,Chengdu (CHN),27 MAR 2017,1026,women_HT,2017,https://worldathletics.org/athletes/athlete=14430157,toplist
81,65.83,,Iliána KOROSÍDOU,14 JAN 1995,GRE,1,,Thessaloniki (GRE),27 MAY 2017,1026,women_HT,2017,https://worldathletics.org/athletes/athlete=14445829,toplist
83,65.82,,Monique GRIFFITHS,10 AUG 1994,USA,1,,"Fullerton, CA (USA)",12 MAY 2017,1026,women_HT,2017,https://worldathletics.org/athletes/athlete=14476887,toplist
84,65.81,,Natalya POSPELOVA,28 JUN 1996,RUS,3,,Zhukovskiy (RUS),28 JUL 2017,1025,women_HT,2017,https://worldathletics.org/athletes/athlete=14515814,toplist
85,65.78,,Viktoriya SADOVA,18 MAR 1993,RUS,3,,"Adler, Sochi (RUS)",25 MAY 2017,1025,women_HT,2017,https://worldathletics.org/athletes/athlete=14299135,toplist
86,65.75,,Sophie GIMMLER,18 MAR 1996,GER,1,,Fränkisch-Crumbach (GER),04 JUN 2017,1025,women_HT,2017,https://worldathletics.org/athletes/athlete=14483232,toplist
87,65.67,,Anastasiya SHKURATOVA,29 DEC 1999,RUS,3,,Zhukovskiy (RUS),24 JUN 2017,1023,women_HT,2017,https://worldathletics.org/athletes/athlete=14780209,toplist
88,65.63,,Mayra GAVIRIA,26 MAY 1997,COL,1,,Bogotá (COL),22 APR 2017,1023,women_HT,2017,https://worldathletics.org/athletes/athlete=14583958,toplist
89,65.39,,LaPorscha WELLS,25 OCT 1994,USA,2,,"Gainesville, FL (USA)",31 MAR 2017,1019,women_HT,2017,https://worldathletics.org/athletes/athlete=14619226,toplist
90,65.32,,Carys PARRY,24 JUL 1981,GBR,1,,Cardiff (GBR),10 JUN 2017,1018,women_HT,2017,https://worldathletics.org/athletes/athlete=14276018,toplist
91,65.27,,Mel HERL,14 FEB 1994,USA,1,,"Bradenton, FL (USA)",25 MAY 2017,1017,women_HT,2017,https://worldathletics.org/athletes/athlete=14537309,toplist
92,65.26,,Stamatia Alexandra SCARVELIS,17 AUG 1995,GRE,1,,"Baton Rouge, LA (USA)",28 APR 2017,1017,women_HT,2017,https://worldathletics.org/athletes/athlete=14476943,toplist
93,65.25,,Sarita Romit SINGH,26 OCT 1989,IND,1,,Patiala (IND),01 JUN 2017,1016,women_HT,2017,https://worldathletics.org/athletes/athlete=14497435,toplist
94,65.21,,Akane WATANABE,13 AUG 1991,JPN,8,,"Todoroki Stadium, Kawasaki (JPN)",21 MAY 2017,1016,women_HT,2017,https://worldathletics.org/athletes/athlete=14369920,toplist
95,65.04,,Laetitia BAMBARA,30 MAR 1984,BUR,1,,Bobigny (FRA),07 JAN 2017,1013,women_HT,2017,https://worldathletics.org/athletes/athlete=14258663,toplist
96,64.98,,Molli DETLOFF,15 JAN 1996,USA,5,,"Austin, TX (USA)",25 MAY 2017,1012,women_HT,2017,https://worldathletics.org/athletes/athlete=14675229,toplist
97,64.97,,Bianca Monica LAZĂR FAZECAS,24 FEB 1993,ROU,2,,Bucureşti (ROU),28 FEB 2017,1012,women_HT,2017,https://worldathletics.org/athletes/athlete=14295711,toplist
98,64.94,,Agata JĘDRZEJCZAK,17 DEC 1995,POL,1,,Zielona Góra (POL),25 MAY 2017,1011,women_HT,2017,https://worldathletics.org/athletes/athlete=14527511,toplist
99,64.91,,Katelyn WEIMERSKIRCH,28 FEB 1994,USA,6,,"Austin, TX (USA)",25 MAY 2017,1011,women_HT,2017,https://worldathletics.org/athletes/athlete=14522868,toplist
100,64.86,,Eleni LARSSON,09 FEB 1993,SWE,3f2,,Las Palmas (ESP),11 MAR 2017,1010,women_HT,2017,https://worldathletics.org/athletes/athlete=14373636,toplist
1,79.59,,Anita WŁODARCZYK,08 AUG 1985,POL,1,,Lublin (POL),22 JUL 2018,1248,women_HT,2018,https://worldathletics.org/athletes/athlete=14294652,toplist
2,78.12,,DeAnna PRICE,08 JUN 1993,USA,1,,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2018,1225,women_HT,2018,https://worldathletics.org/athletes/athlete=14491584,toplist
3,77.78,,Gwen BERRY,29 JUN 1989,USA,1,,"Stadion Śląski, Chorzów (POL)",08 JUN 2018,1219,women_HT,2018,https://worldathletics.org/athletes/athlete=14327736,toplist
4,76.26,,Hanna MALYSHCHYK,04 FEB 1994,BLR,1,,Brest (BLR),27 APR 2018,1194,women_HT,2018,https://worldathletics.org/athletes/athlete=14421738,toplist
5,75.63,,Joanna FIODOROW,04 MAR 1989,POL,1,,Ostroda (POL),22 SEP 2018,1184,women_HT,2018,https://worldathletics.org/athletes/athlete=14293612,toplist
6,75.02,,Na LUO,08 OCT 1993,CHN,1f1,,Halle (GER),26 MAY 2018,1174,women_HT,2018,https://worldathletics.org/athletes/athlete=14430153,toplist
7,74.78,,Alexandra TAVERNIER,13 DEC 1993,FRA,2,,"Olympiastadion, Berlin (GER)",12 AUG 2018,1171,women_HT,2018,https://worldathletics.org/athletes/athlete=14417974,toplist
8,74.53,,Maggie EWEN,23 SEP 1994,USA,1,,"Tempe, AZ (USA)",06 APR 2018,1166,women_HT,2018,https://worldathletics.org/athletes/athlete=14426023,toplist
9,74.20,,Brooke ANDERSEN,23 AUG 1995,USA,1,,"Tucson, AZ (USA)",28 APR 2018,1161,women_HT,2018,https://worldathletics.org/athletes/athlete=14577492,toplist
10,74.02,,Hanna SKYDAN,14 MAY 1992,AZE,2q2,,"Olympiastadion, Berlin (GER)",10 AUG 2018,1158,women_HT,2018,https://worldathletics.org/athletes/athlete=14375556,toplist
11,73.73,,Zheng WANG,14 DEC 1987,CHN,4,,"Mestský Stadion, Ostrava (CZE)",12 JUN 2018,1154,women_HT,2018,https://worldathletics.org/athletes/athlete=14264987,toplist
12,73.48,,Sophie HITCHON,11 JUL 1991,GBR,2,,London (GBR),14 JUL 2018,1149,women_HT,2018,https://worldathletics.org/athletes/athlete=14275327,toplist
13,73.25,,Martina HRAŠNOVÁ,21 MAR 1983,SVK,1,,Banská Bystrica (SVK),02 JUN 2018,1146,women_HT,2018,https://worldathletics.org/athletes/athlete=14301404,toplist
14,73.22,,Yelizaveta TSAREVA,26 MAR 1993,RUS,1,,Zhukovskiy (RUS),30 JUN 2018,1145,women_HT,2018,https://worldathletics.org/athletes/athlete=14481572,toplist
15,72.92,,Janeah STEWART,21 JUL 1996,USA,1,,"Eugene, OR (USA)",07 JUN 2018,1140,women_HT,2018,https://worldathletics.org/athletes/athlete=14678887,toplist
16,72.88,,Malwina KOPRON,16 NOV 1994,POL,5,,"Mestský Stadion, Ostrava (CZE)",12 JUN 2018,1140,women_HT,2018,https://worldathletics.org/athletes/athlete=14418780,toplist
17,72.70,,Zalina PETRIVSKAYA,05 FEB 1988,MDA,1,,Chisinau (MDA),26 MAY 2018,1137,women_HT,2018,https://worldathletics.org/athletes/athlete=14290915,toplist
18,72.63,,Iryna KLYMETS,04 OCT 1994,UKR,1,,"Koncha-Zaspa, Kyiv (UKR)",15 JUN 2018,1136,women_HT,2018,https://worldathletics.org/athletes/athlete=14408893,toplist
19,72.52,,Réka GYURÁTZ,31 MAY 1996,HUN,1,,Szombathely (HUN),26 JUL 2018,1134,women_HT,2018,https://worldathletics.org/athletes/athlete=14382890,toplist
20,72.24,,Tingting LIU,29 JAN 1990,CHN,2f1,,Halle (GER),26 MAY 2018,1129,women_HT,2018,https://worldathletics.org/athletes/athlete=14941347,toplist
21,71.96,,Jillian WEIR,09 FEB 1993,CAN,2,,Toronto (CAN),10 AUG 2018,1125,women_HT,2018,https://worldathletics.org/athletes/athlete=14423557,toplist
22,71.66,,Kıvılcım SALMAN,27 MAR 1992,TUR,1,,Bursa (TUR),08 JUL 2018,1120,women_HT,2018,https://worldathletics.org/athletes/athlete=14375566,toplist
23,71.50,,Kathrin KLAAS,06 FEB 1984,GER,7,,"Olympiastadion, Berlin (GER)",12 AUG 2018,1117,women_HT,2018,https://worldathletics.org/athletes/athlete=14278327,toplist
24,70.98,,Jennifer DAHLGREN,21 APR 1984,ARG,1,,Cochabamba (BOL),05 JUN 2018,1109,women_HT,2018,https://worldathletics.org/athletes/athlete=14272677,toplist
25,70.96,,Bianca Florentina GHELBER,01 JUN 1990,ROU,2,,Cluj-Napoca (ROU),02 JUN 2018,1109,women_HT,2018,https://worldathletics.org/athletes/athlete=14295835,toplist
26,70.93,,Rosa Andreina RODRÍGUEZ,02 JUL 1986,VEN,2,,Cochabamba (BOL),05 JUN 2018,1108,women_HT,2018,https://worldathletics.org/athletes/athlete=14325206,toplist
27,70.92,,Barbara ŠPILER,02 JAN 1992,SLO,1,,Čakovec (CRO),30 SEP 2018,1108,women_HT,2018,https://worldathletics.org/athletes/athlete=14300243,toplist
28,70.62,,Ida STORM,11 OCT 1991,SWE,1f1,,Bottnaryd (SWE),17 JUN 2018,1103,women_HT,2018,https://worldathletics.org/athletes/athlete=14302460,toplist
29,70.41,,Jessica RAMSEY,26 JUL 1991,USA,5,,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2018,1100,women_HT,2018,https://worldathletics.org/athletes/athlete=14439750,toplist
30,70.05,,Jeneva STEVENS,28 OCT 1989,USA,1,,"Oxford, MS (USA)",13 APR 2018,1094,women_HT,2018,https://worldathletics.org/athletes/athlete=14361804,toplist
31,69.98,,Heavin WARNER,04 MAR 1993,USA,2,,"Chicago, IL (USA)",02 JUN 2018,1093,women_HT,2018,https://worldathletics.org/athletes/athlete=14515766,toplist
32,69.94,,Julia RATCLIFFE,14 JUL 1993,NZL,1,,Gold Coast (AUS),10 APR 2018,1092,women_HT,2018,https://worldathletics.org/athletes/athlete=14293147,toplist
33,69.89,,Amanda BINGSON,20 FEB 1990,USA,3,,"National Stadium, Kingston (JAM)",19 MAY 2018,1091,women_HT,2018,https://worldathletics.org/athletes/athlete=14365714,toplist
34,69.86,,Sofiya PALKINA,09 JUN 1998,ANA,1,,Pärnu (EST),19 AUG 2018,1091,women_HT,2018,https://worldathletics.org/athletes/athlete=14513668,toplist
35,69.80,,Marina NIKIŞENKO,28 JUN 1986,MDA,2,,Chisinau (MDA),26 MAY 2018,1090,women_HT,2018,https://worldathletics.org/athletes/athlete=14290914,toplist
36,69.68,,Anna Maria OREL,11 DEC 1996,EST,1,,Oslo (NOR),30 MAY 2018,1088,women_HT,2018,https://worldathletics.org/athletes/athlete=14547643,toplist
37,69.61,,Katarzyna FURMANEK,19 FEB 1996,POL,3,,Ostroda (POL),22 SEP 2018,1087,women_HT,2018,https://worldathletics.org/athletes/athlete=14419896,toplist
38,69.48,,Anastasiya MASLOVA,16 OCT 1997,BLR,2,,Minsk (BLR),20 JUL 2018,1085,women_HT,2018,https://worldathletics.org/athletes/athlete=14677647,toplist
39,69.42,,Krista TERVO,15 NOV 1997,FIN,1,,Jyväskylä (FIN),09 JUN 2018,1084,women_HT,2018,https://worldathletics.org/athletes/athlete=14592895,toplist
40,69.35,,Iryna NOVOZHYLOVA,07 JAN 1986,UKR,2,,Nova Kakhovka (UKR),31 MAR 2018,1083,women_HT,2018,https://worldathletics.org/athletes/athlete=14303970,toplist
41,69.34,,Charlene WOITHA,21 AUG 1993,GER,1f2,,Halle (GER),26 MAY 2018,1083,women_HT,2018,https://worldathletics.org/athletes/athlete=14454035,toplist
42,69.16,,Anamari KOŽUL,20 JAN 1996,CRO,2,,Zenica (BIH),06 JUN 2018,1080,women_HT,2018,https://worldathletics.org/athletes/athlete=14462716,toplist
43,69.10,,Stamatia Alexandra SCARVELIS,17 AUG 1995,GRE,3,,"Eugene, OR (USA)",07 JUN 2018,1079,women_HT,2018,https://worldathletics.org/athletes/athlete=14476943,toplist
43,69.10,,Natalya POLYAKOVA,09 DEC 1990,RUS,1,,Moskva (RUS),22 JUN 2018,1079,women_HT,2018,https://worldathletics.org/athletes/athlete=14408914,toplist
45,69.01,,Kateřina ŠAFRÁNKOVÁ,08 JUN 1989,CZE,1,,Ostrava (CZE),01 JUL 2018,1077,women_HT,2018,https://worldathletics.org/athletes/athlete=14262767,toplist
46,68.93,,Camille SAINTE LUCE,18 APR 1996,FRA,3,,Tarragona (ESP),27 JUN 2018,1076,women_HT,2018,https://worldathletics.org/athletes/athlete=14514508,toplist
47,68.82,,Berta CASTELLS,24 JAN 1984,ESP,1,,Manresa (ESP),17 JUL 2018,1074,women_HT,2018,https://worldathletics.org/athletes/athlete=14261855,toplist
48,68.79,,Inga LINNA,21 FEB 1995,FIN,1,,Helsinki (FIN),29 JUL 2018,1074,women_HT,2018,https://worldathletics.org/athletes/athlete=14463202,toplist
49,68.57,,Audrey CIOFANI,13 MAR 1996,FRA,2,,Albi (FRA),08 JUL 2018,1070,women_HT,2018,https://worldathletics.org/athletes/athlete=14424565,toplist
50,68.38,,Zeliha UZUNBILEK,10 JUN 1991,TUR,1,,Mersin (TUR),13 MAY 2018,1067,women_HT,2018,https://worldathletics.org/athletes/athlete=14378578,toplist
51,68.32,,Anastasiya KALAMOYETS,15 JUL 1994,BLR,2,,Novopolotsk (BLR),23 NOV 2018,1066,women_HT,2018,https://worldathletics.org/athletes/athlete=14427839,toplist
52,68.28,,Soukaina ZAKKOUR,13 OCT 1993,MAR,1,,"Stephen Keshi Stadium, Asaba (NGR)",02 AUG 2018,1065,women_HT,2018,https://worldathletics.org/athletes/athlete=14548949,toplist
53,68.21,,Janee' KASSANAVOID,19 JAN 1995,USA,1,,"Waco, TX (USA)",11 MAY 2018,1064,women_HT,2018,https://worldathletics.org/athletes/athlete=14628218,toplist
54,68.20,,Alexandra HULLEY,24 JUL 1997,AUS,2,,Gold Coast (AUS),10 APR 2018,1064,women_HT,2018,https://worldathletics.org/athletes/athlete=14495639,toplist
55,68.14,,Éva ORBÁN,29 NOV 1984,HUN,1,,Székesfehérvár (HUN),07 JUN 2018,1063,women_HT,2018,https://worldathletics.org/athletes/athlete=14282161,toplist
56,67.96,,Alona SHAMOTINA,27 DEC 1995,UKR,2,,Viimsi (EST),20 MAY 2018,1060,women_HT,2018,https://worldathletics.org/athletes/athlete=14414096,toplist
57,67.75,,Laura IGAUNE,10 FEB 1988,LAT,1,,"Charlottesville, VA (USA)",28 APR 2018,1057,women_HT,2018,https://worldathletics.org/athletes/athlete=14289994,toplist
58,67.63,,Vanessa STERCKENDRIES,15 SEP 1995,BEL,1,,Saint-Mard (BEL),06 OCT 2018,1055,women_HT,2018,https://worldathletics.org/athletes/athlete=14481780,toplist
59,67.61,,Tuğçe ŞAHUTOĞLU,01 MAY 1988,TUR,2,,Mersin (TUR),17 FEB 2018,1055,women_HT,2018,https://worldathletics.org/athletes/athlete=14303341,toplist
60,67.47,,Nikola LOMNICKÁ,16 SEP 1988,SVK,2,,Banská Bystrica (SVK),02 JUN 2018,1052,women_HT,2018,https://worldathletics.org/athletes/athlete=14301502,toplist
61,67.45,,Temilola Olatoke OGUNRINDE,29 FEB 1996,NGR,2,,"Torrance, CA (USA)",19 APR 2018,1052,women_HT,2018,https://worldathletics.org/athletes/athlete=14529364,toplist
62,67.42,,Nicole ZIHLMANN,30 JUL 1986,SUI,2,,Luzern (SUI),09 JUL 2018,1051,women_HT,2018,https://worldathletics.org/athletes/athlete=14301348,toplist
63,67.34,,Marinda PETERSSON,03 FEB 1995,SWE,6f1,,Fränkisch-Crumbach (GER),20 MAY 2018,1050,women_HT,2018,https://worldathletics.org/athletes/athlete=14480087,toplist
64,67.17,,Grete AHLBERG,29 MAY 1998,SWE,1,,Eskilstuna (SWE),26 AUG 2018,1047,women_HT,2018,https://worldathletics.org/athletes/athlete=14599169,toplist
