Rank,Mark,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,wind,age,wind_legal
2866,5.71,Piotr LISEK,1992-08-16,POL,6,"Olympiastadion, Berlin (GER)",2021-09-12,1187,2021,men_PV,Men Pole Vault,,29.1,True
2866,5.71,Rutger KOPPELAAR,1993-05-01,NED,6,"Olympiastadion, Berlin (GER)",2021-09-12,1187,2021,men_PV,Men Pole Vault,,28.4,True
2866,5.71,Matt LUDWIG,1996-07-05,USA,1,"Katschhof, Aachen (GER)",2021-09-22,1187,2021,men_PV,Men Pole Vault,,25.2,True
2866,5.71,Austin MILLER,1994-06-01,USA,1,"Dick Vert Stadium, High Point, NC (USA)",2022-05-14,1187,2022,men_PV,Men Pole Vault,,28.0,True
2866,5.71,KC LIGHTFOOT,1999-11-11,USA,4,"Hayward Field, Eugene, OR (USA)",2022-05-27,1187,2022,men_PV,Men Pole Vault,,22.5,True
2866,5.71,Jacob WOOTEN,1997-04-22,USA,5,"Hayward Field, Eugene, OR (USA)",2022-05-27,1187,2022,men_PV,Men Pole Vault,,25.1,True
2866,5.71,Valentin LAVILLENIE,1991-07-16,FRA,4,"Stadion Śląski, Chorzów (POL)",2022-06-05,1187,2022,men_PV,Men Pole Vault,,30.9,True
2866,5.71,Piotr LISEK,1992-08-16,POL,5,"Stadion Śląski, Chorzów (POL)",2022-06-05,1187,2022,men_PV,Men Pole Vault,,29.8,True
2866,5.71,Simen GUTTORMSEN,2001-01-19,NOR,1f1,"Ullevi Stadium, Göteborg (SWE)",2022-06-19,1187,2022,men_PV,Men Pole Vault,,21.4,True
2866,5.71,Matt LUDWIG,1996-07-05,USA,1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",2022-07-30,1187,2022,men_PV,Men Pole Vault,,26.1,True
2866,5.71,Christopher NILSEN,1998-01-13,USA,2,"Stadion, Jockgrim (GER)",2022-08-23,1187,2022,men_PV,Men Pole Vault,,24.6,True
2866,5.71,Kurtis MARSCHALL,1997-04-25,AUS,3,"Stadion, Jockgrim (GER)",2022-08-23,1187,2022,men_PV,Men Pole Vault,,25.3,True
2866,5.71,Bo Kanda LITA BAEHRE,1999-04-29,GER,3,"Stadion, Jockgrim (GER)",2022-08-23,1187,2022,men_PV,Men Pole Vault,,23.3,True
2866,5.71,Piotr LISEK,1992-08-16,POL,4,"Schloßplatz, St. Wendel (GER)",2022-08-31,1187,2022,men_PV,Men Pole Vault,,30.0,True
2866,5.71,Kurtis MARSCHALL,1997-04-25,AUS,4,"Schloßplatz, St. Wendel (GER)",2022-08-31,1187,2022,men_PV,Men Pole Vault,,25.3,True
2866,5.71,Gillian LADWIG,1998-12-03,GER,6,"Schloßplatz, St. Wendel (GER)",2022-08-31,1187,2022,men_PV,Men Pole Vault,,23.7,True
2866,5.71,Ethan CORMONT,2000-09-29,FRA,7,"Schloßplatz, St. Wendel (GER)",2022-08-31,1187,2022,men_PV,Men Pole Vault,,21.9,True
2866,5.71,Christopher NILSEN,1998-01-13,USA,3,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1187,2022,men_PV,Men Pole Vault,,24.6,True
2866,5.71,Rutger KOPPELAAR,1993-05-01,NED,4,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1187,2022,men_PV,Men Pole Vault,,29.3,True
2866,5.71,Thiago BRAZ,1993-12-16,BRA,5,"Boudewijnstadion, Bruxelles (BEL)",2022-09-02,1187,2022,men_PV,Men Pole Vault,,28.7,True
2866,5.71,Rutger KOPPELAAR,1993-05-01,NED,4,"Olympiastadion, Berlin (GER)",2022-09-04,1187,2022,men_PV,Men Pole Vault,,29.3,True
2866,5.71,Anthony AMMIRATI,2003-07-16,FRA,5,"Olympiastadion, Berlin (GER)",2022-09-04,1187,2022,men_PV,Men Pole Vault,,19.1,True
2866,5.71,Thibaut COLLET,1999-06-17,FRA,1,Chiari (ITA),2022-09-06,1187,2022,men_PV,Men Pole Vault,,23.2,True
2866,5.71,Ernest John OBIENA,1995-11-17,PHI,1,"Lindaplatz, Schaan (LIE)",2022-09-11,1187,2022,men_PV,Men Pole Vault,,26.8,True
2866,5.71,Christopher NILSEN,1998-01-13,USA,2,"Stadio Comunale, Bellinzona (SUI)",2022-09-12,1187,2022,men_PV,Men Pole Vault,,24.7,True
2866,5.71,Renaud LAVILLENIE,1986-09-18,FRA,3,"Stadio Comunale, Bellinzona (SUI)",2022-09-12,1187,2022,men_PV,Men Pole Vault,,36.0,True
2866,5.71,Jacob WOOTEN,1997-04-22,USA,3,"Stadio Comunale, Bellinzona (SUI)",2022-09-12,1187,2022,men_PV,Men Pole Vault,,25.4,True
2866,5.71,Baptiste THIERY,2001-06-29,FRA,3,Toulouse (FRA),2022-09-17,1187,2022,men_PV,Men Pole Vault,,21.2,True
2866,5.71,Bangchao DING,1996-10-11,CHN,1,Xiamen (CHN),2022-10-29,1187,2022,men_PV,Men Pole Vault,,26.0,True
2866,5.71,Hunter GARRETSON,2002-04-01,USA,3,"Mike A. Myers Stadium, Austin, TX (USA)",2023-04-01,1187,2023,men_PV,Men Pole Vault,,21.0,True
2866,5.71,Austin MILLER,1994-06-01,USA,1,"Centennial Olympic Park, Atlanta, GA (USA)",2023-05-06,1187,2023,men_PV,Men Pole Vault,,28.9,True
2866,5.71,Jacob WOOTEN,1997-04-22,USA,2,"Centennial Olympic Park, Atlanta, GA (USA)",2023-05-06,1187,2023,men_PV,Men Pole Vault,,26.0,True
2866,5.71,Sam KENDRICKS,1992-09-07,USA,3,"Centennial Olympic Park, Atlanta, GA (USA)",2023-05-06,1187,2023,men_PV,Men Pole Vault,,30.7,True
2866,5.71,Piotr LISEK,1992-08-16,POL,1,"Centrum Animacji Kultury, Duszniki (POL)",2023-05-13,1187,2023,men_PV,Men Pole Vault,,30.7,True
2866,5.71,Ben BROEDERS,1995-06-21,BEL,2,"Centrum Animacji Kultury, Duszniki (POL)",2023-05-13,1187,2023,men_PV,Men Pole Vault,,27.9,True
2866,5.71,Emmanouil KARALIS,1999-10-20,GRE,3,Białystok (POL),2023-05-21,1187,2023,men_PV,Men Pole Vault,,23.6,True
2866,5.71,Ersu ŞAŞMA,1999-09-30,TUR,4,Białystok (POL),2023-05-21,1187,2023,men_PV,Men Pole Vault,,23.6,True
2866,5.71,Claudio Michel STECCHI,1991-11-23,ITA,5,Białystok (POL),2023-05-21,1187,2023,men_PV,Men Pole Vault,,31.5,True
2866,5.71,Matt LUDWIG,1996-07-05,USA,6,Białystok (POL),2023-05-21,1187,2023,men_PV,Men Pole Vault,,26.9,True
2866,5.71,Jie YAO,1990-09-21,CHN,1,Taizhou (CHN),2023-05-26,1187,2023,men_PV,Men Pole Vault,,32.7,True
2866,5.71,Christopher NILSEN,1998-01-13,USA,3,"Drake Stadium, Los Angeles, CA (USA)",2023-05-27,1187,2023,men_PV,Men Pole Vault,,25.4,True
2866,5.71,Sondre GUTTORMSEN,1999-06-01,NOR,4,"Drake Stadium, Los Angeles, CA (USA)",2023-05-27,1187,2023,men_PV,Men Pole Vault,,24.0,True
2866,5.71,Jacob WOOTEN,1997-04-22,USA,5,"Drake Stadium, Los Angeles, CA (USA)",2023-05-27,1187,2023,men_PV,Men Pole Vault,,26.1,True
2866,5.71,KC LIGHTFOOT,1999-11-11,USA,5,"Drake Stadium, Los Angeles, CA (USA)",2023-05-27,1187,2023,men_PV,Men Pole Vault,,23.5,True
2866,5.71,Jacob WOOTEN,1997-04-22,USA,4,"FBK Stadium, Hengelo (NED)",2023-06-04,1187,2023,men_PV,Men Pole Vault,,26.1,True
2866,5.71,Clayton FRITSCH,1998-12-29,USA,1,"Maria-Theresien-Straße, Innsbruck (AUT)",2023-06-07,1187,2023,men_PV,Men Pole Vault,,24.4,True
2866,5.71,Matvei VOLKOV,2004-03-13,BLR,1,"Slavy Square, Tver (RUS)",2023-06-12,1187,2023,men_PV,Men Pole Vault,,19.2,True
2866,5.71,Timur MORGUNOV,1996-10-12,RUS,2,"Slavy Square, Tver (RUS)",2023-06-12,1187,2023,men_PV,Men Pole Vault,,26.7,True
2866,5.71,Kurtis MARSCHALL,1997-04-25,AUS,2,"Paavo Nurmen Stadion, Turku (FIN)",2023-06-13,1187,2023,men_PV,Men Pole Vault,,26.1,True
2866,5.71,Sam KENDRICKS,1992-09-07,USA,4,"Bislett Stadion, Oslo (NOR)",2023-06-15,1187,2023,men_PV,Men Pole Vault,,30.8,True
2866,5.71,Ben BROEDERS,1995-06-21,BEL,5,"Bislett Stadion, Oslo (NOR)",2023-06-15,1187,2023,men_PV,Men Pole Vault,,28.0,True
2866,5.71,Sondre GUTTORMSEN,1999-06-01,NOR,6,"Bislett Stadion, Oslo (NOR)",2023-06-15,1187,2023,men_PV,Men Pole Vault,,24.0,True
2866,5.71,Clayton FRITSCH,1998-12-29,USA,3,Olympia (GRE),2023-06-18,1187,2023,men_PV,Men Pole Vault,,24.5,True
2866,5.71,Jacob WOOTEN,1997-04-22,USA,4,Olympia (GRE),2023-06-18,1187,2023,men_PV,Men Pole Vault,,26.2,True
2866,5.71,Claudio Michel STECCHI,1991-11-23,ITA,5,Olympia (GRE),2023-06-18,1187,2023,men_PV,Men Pole Vault,,31.6,True
2866,5.71,Baptiste THIERY,2001-06-29,FRA,1,"Skwer Kuracyjny, Sopot (POL)",2023-06-23,1187,2023,men_PV,Men Pole Vault,,22.0,True
2866,5.71,Zach MCWHORTER,1999-01-07,USA,2,"Skwer Kuracyjny, Sopot (POL)",2023-06-23,1187,2023,men_PV,Men Pole Vault,,24.5,True
2866,5.71,Clayton SIMMS,2002-10-08,USA,1,"John McDonnell Field, Fayetteville, AR (USA)",2023-06-23,1187,2023,men_PV,Men Pole Vault,,20.7,True
3183,5.7,Hussein Assem AL HIZAM,1998-01-04,KSA,2,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-26,1184,2021,men_PV,Men Pole Vault,,23.2,True
3183,5.7,Zach MCWHORTER,1999-01-07,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-26,1184,2021,men_PV,Men Pole Vault,,22.2,True
3183,5.7,Zachery BRADFORD,1999-11-29,USA,4,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-26,1184,2021,men_PV,Men Pole Vault,,21.3,True
3183,5.7,Kurtis MARSCHALL,1997-04-25,AUS,1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2021-03-27,1184,2021,men_PV,Men Pole Vault,,23.9,True
3183,5.7,Andrew IRWIN,1993-01-23,USA,1,"Coleman Sports Complex, Little Rock, AR (USA)",2021-04-10,1184,2021,men_PV,Men Pole Vault,,28.2,True
3183,5.7,Matt LUDWIG,1996-07-05,USA,1,"Park West Ath. Complex, San Antonio, TX (USA)",2021-04-17,1184,2021,men_PV,Men Pole Vault,,24.8,True
3183,5.7,Matt LUDWIG,1996-07-05,USA,3,"Drake Stadium, Des Moines, IA (USA)",2021-04-24,1184,2021,men_PV,Men Pole Vault,,24.8,True
3183,5.7,Nate RICHARTZ,1994-11-02,USA,2,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1184,2021,men_PV,Men Pole Vault,,26.5,True
3183,5.7,Matt LUDWIG,1996-07-05,USA,3,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1184,2021,men_PV,Men Pole Vault,,24.8,True
3183,5.7,Keaton DANIEL,,USA,1,"Cushing Stadium, College Station, TX (USA)",2021-05-15,1184,2021,men_PV,Men Pole Vault,,,True
3183,5.7,Bo Kanda LITA BAEHRE,1999-04-29,GER,1,"Bungertstadion, Rehlingen (GER)",2021-05-23,1184,2021,men_PV,Men Pole Vault,,22.1,True
3183,5.7,Rutger KOPPELAAR,1993-05-01,NED,2,"Bungertstadion, Rehlingen (GER)",2021-05-23,1184,2021,men_PV,Men Pole Vault,,28.1,True
3183,5.7,Emmanouil KARALIS,1999-10-20,GRE,1,"Grigoris Lambrakis Stadium, Kallithea, Athina (GRE)",2021-05-26,1184,2021,men_PV,Men Pole Vault,,21.6,True
3183,5.7,Ernest John OBIENA,1995-11-17,PHI,1,"Slottsskogsvallen, Göteborg (SWE)",2021-06-02,1184,2021,men_PV,Men Pole Vault,,25.5,True
3183,5.7,Bo Kanda LITA BAEHRE,1999-04-29,GER,2,"Eintracht-Stadion, Braunschweig (GER)",2021-06-05,1184,2021,men_PV,Men Pole Vault,,22.1,True
3183,5.7,Nate RICHARTZ,1994-11-02,USA,1,"CVEATC, Chula Vista, CA (USA)",2021-06-06,1184,2021,men_PV,Men Pole Vault,,26.6,True
3183,5.7,Branson ELLIS,2000-07-19,USA,1,"Hayward Field, Eugene, OR (USA)",2021-06-09,1184,2021,men_PV,Men Pole Vault,,20.9,True
3183,5.7,Oleg ZERNIKEL,1995-04-16,GER,2,"Ernwiesenstadion, Mössingen (GER)",2021-06-11,1184,2021,men_PV,Men Pole Vault,,26.2,True
3183,5.7,Kurtis MARSCHALL,1997-04-25,AUS,1,"Performance Centre, Gold Coast (AUS)",2021-06-12,1184,2021,men_PV,Men Pole Vault,,24.1,True
3183,5.7,Menno VLOON,1994-05-11,NED,1,"Sportcomplex De Leidse Hout, Leiden (NED)",2021-06-12,1184,2021,men_PV,Men Pole Vault,,27.1,True
3183,5.7,Rutger KOPPELAAR,1993-05-01,NED,1,"Estadio Vallehermoso, Madrid (ESP)",2021-06-19,1184,2021,men_PV,Men Pole Vault,,28.1,True
3183,5.7,Bo Kanda LITA BAEHRE,1999-04-29,GER,3,"Westpfalzstadion, Zweibrücken (GER)",2021-06-19,1184,2021,men_PV,Men Pole Vault,,22.1,True
3183,5.7,Ben BROEDERS,1995-06-21,BEL,4,"Westpfalzstadion, Zweibrücken (GER)",2021-06-19,1184,2021,men_PV,Men Pole Vault,,26.0,True
3183,5.7,Robert SOBERA,1991-01-19,POL,3,"Stadion Śląski, Chorzów (POL)",2021-06-20,1184,2021,men_PV,Men Pole Vault,,30.4,True
3183,5.7,Piotr LISEK,1992-08-16,POL,4,"Stadion Śląski, Chorzów (POL)",2021-06-20,1184,2021,men_PV,Men Pole Vault,,28.8,True
3183,5.7,Branson ELLIS,2000-07-19,USA,8,"Hayward Field, Eugene, OR (USA)",2021-06-21,1184,2021,men_PV,Men Pole Vault,,20.9,True
3183,5.7,Keaton DANIEL,,USA,8,"Hayward Field, Eugene, OR (USA)",2021-06-21,1184,2021,men_PV,Men Pole Vault,,,True
3183,5.7,Kyle PATER,1994-12-24,USA,10,"Hayward Field, Eugene, OR (USA)",2021-06-21,1184,2021,men_PV,Men Pole Vault,,26.5,True
3183,5.7,Carson Cody WATERS,1996-06-05,USA,11,"Hayward Field, Eugene, OR (USA)",2021-06-21,1184,2021,men_PV,Men Pole Vault,,25.0,True
3183,5.7,Jie YAO,1990-09-21,CHN,1f1,Chongqing (CHN),2021-06-24,1184,2021,men_PV,Men Pole Vault,,30.8,True
3183,5.7,Rutger KOPPELAAR,1993-05-01,NED,1,"Atletiekbaan Breda, Breda (NED)",2021-06-25,1184,2021,men_PV,Men Pole Vault,,28.2,True
3183,5.7,Robert SOBERA,1991-01-19,POL,2,"Golęcin Stadion, Poznan (POL)",2021-06-25,1184,2021,men_PV,Men Pole Vault,,30.4,True
3183,5.7,Paweł WOJCIECHOWSKI,1989-06-06,POL,3,"Golęcin Stadion, Poznan (POL)",2021-06-25,1184,2021,men_PV,Men Pole Vault,,32.1,True
3183,5.7,Kosei TAKEKAWA,1997-12-16,JPN,1,"Yanmar Stadium Nagai, Osaka (JPN)",2021-06-26,1184,2021,men_PV,Men Pole Vault,,23.5,True
3183,5.7,Harry COPPELL,1996-07-11,GBR,1,"Sportcity Regional Arena, Manchester (GBR)",2021-06-27,1184,2021,men_PV,Men Pole Vault,,25.0,True
3183,5.7,Ethan CORMONT,2000-09-29,FRA,1,"Stade Josette et Roger Mikulak, Angers (FRA)",2021-06-27,1184,2021,men_PV,Men Pole Vault,,20.7,True
3183,5.7,Renaud LAVILLENIE,1986-09-18,FRA,2,"Stade Josette et Roger Mikulak, Angers (FRA)",2021-06-27,1184,2021,men_PV,Men Pole Vault,,34.8,True
3183,5.7,Emmanouil KARALIS,1999-10-20,GRE,1,"Atletski stadion, Smederevo (SRB)",2021-06-27,1184,2021,men_PV,Men Pole Vault,,21.7,True
3183,5.7,Mikko PAAVOLA,1998-01-16,FIN,1,"Someron urheilukenttä, Somero (FIN)",2021-07-03,1184,2021,men_PV,Men Pole Vault,,23.5,True
3183,5.7,Nate RICHARTZ,1994-11-02,USA,1,"CVEATC, Chula Vista, CA (USA)",2021-07-18,1184,2021,men_PV,Men Pole Vault,,26.7,True
3183,5.7,Renaud LAVILLENIE,1986-09-18,FRA,8,"National Stadium, Tokyo (JPN)",2021-08-03,1184,2021,men_PV,Men Pole Vault,,34.9,True
3183,5.7,Oleg ZERNIKEL,1995-04-16,GER,9,"National Stadium, Tokyo (JPN)",2021-08-03,1184,2021,men_PV,Men Pole Vault,,26.3,True
3183,5.7,Ersu ŞAŞMA,1999-09-30,TUR,10,"National Stadium, Tokyo (JPN)",2021-08-03,1184,2021,men_PV,Men Pole Vault,,21.8,True
3183,5.7,Ernest John OBIENA,1995-11-17,PHI,11,"National Stadium, Tokyo (JPN)",2021-08-03,1184,2021,men_PV,Men Pole Vault,,25.7,True
3183,5.7,Bo Kanda LITA BAEHRE,1999-04-29,GER,11,"National Stadium, Tokyo (JPN)",2021-08-03,1184,2021,men_PV,Men Pole Vault,,22.3,True
3183,5.7,Kurtis MARSCHALL,1997-04-25,AUS,4,"Stadion Śląski, Chorzów (POL)",2021-09-05,1184,2021,men_PV,Men Pole Vault,,24.4,True
3183,5.7,Piotr LISEK,1992-08-16,POL,5,"Stadion Śląski, Chorzów (POL)",2021-09-05,1184,2021,men_PV,Men Pole Vault,,29.1,True
3183,5.7,Sam KENDRICKS,1992-09-07,USA,6,"Stadion Śląski, Chorzów (POL)",2021-09-05,1184,2021,men_PV,Men Pole Vault,,29.0,True
3183,5.7,Austin MILLER,1994-06-01,USA,1,Phuket (THA),2021-12-04,1184,2021,men_PV,Men Pole Vault,,27.5,True
3183,5.7,Cole WALSH,1995-06-14,USA,3,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-16,1184,2022,men_PV,Men Pole Vault,,26.8,True
3183,5.7,Zach MCWHORTER,1999-01-07,USA,4,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-16,1184,2022,men_PV,Men Pole Vault,,23.3,True
3183,5.7,Seito YAMAMOTO,1992-03-11,JPN,1,"Municipal Mizuho Stadium, Nagoya (JPN)",2022-04-16,1184,2022,men_PV,Men Pole Vault,,30.1,True
3183,5.7,Nate RICHARTZ,1994-11-02,USA,1,"Sun Angel Stadium, Tempe, AZ (USA)",2022-04-23,1184,2022,men_PV,Men Pole Vault,,27.5,True
3183,5.7,Oleg ZERNIKEL,1995-04-16,GER,2,"Stadion Manfort, Leverkusen (GER)",2022-05-14,1184,2022,men_PV,Men Pole Vault,,27.1,True
3183,5.7,Luke WINDER,1995-08-02,USA,2,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2022-05-21,1184,2022,men_PV,Men Pole Vault,,26.8,True
3183,5.7,Nate RICHARTZ,1994-11-02,USA,3,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2022-05-21,1184,2022,men_PV,Men Pole Vault,,27.5,True
3183,5.7,Olen Tray OATES,1995-03-14,USA,4,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2022-05-21,1184,2022,men_PV,Men Pole Vault,,27.2,True
3183,5.7,Kurtis MARSCHALL,1997-04-25,AUS,1,"WA Sports Centre, Perth (AUS)",2022-05-21,1184,2022,men_PV,Men Pole Vault,,25.1,True
3183,5.7,Thibaut COLLET,1999-06-17,FRA,1,"Stade Bachelard, Grenoble (FRA)",2022-05-22,1184,2022,men_PV,Men Pole Vault,,22.9,True
3183,5.7,Oleg ZERNIKEL,1995-04-16,GER,1,"Paul-Greifzu-Stadion, Dessau (GER)",2022-05-25,1184,2022,men_PV,Men Pole Vault,,27.1,True
3183,5.7,Bo Kanda LITA BAEHRE,1999-04-29,GER,2,"Paul-Greifzu-Stadion, Dessau (GER)",2022-05-25,1184,2022,men_PV,Men Pole Vault,,23.1,True
3183,5.7,Rutger KOPPELAAR,1993-05-01,NED,1,"Altstadtmarkt, Recklinghausen (GER)",2022-05-27,1184,2022,men_PV,Men Pole Vault,,29.1,True
3183,5.7,Bokai HUANG,1996-09-26,CHN,2,L'Aquila (ITA),2022-05-29,1184,2022,men_PV,Men Pole Vault,,25.7,True
3183,5.7,Jacob WOOTEN,1997-04-22,USA,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2022-06-03,1184,2022,men_PV,Men Pole Vault,,25.1,True
3183,5.7,Valentin LAVILLENIE,1991-07-16,FRA,3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2022-06-03,1184,2022,men_PV,Men Pole Vault,,30.9,True
3183,5.7,Piotr LISEK,1992-08-16,POL,4,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2022-06-03,1184,2022,men_PV,Men Pole Vault,,29.8,True
3183,5.7,Matt LUDWIG,1996-07-05,USA,1,"Bungertstadion, Rehlingen (GER)",2022-06-05,1184,2022,men_PV,Men Pole Vault,,25.9,True
3183,5.7,Oleg ZERNIKEL,1995-04-16,GER,2,"Bungertstadion, Rehlingen (GER)",2022-06-05,1184,2022,men_PV,Men Pole Vault,,27.1,True
3183,5.7,Bo Kanda LITA BAEHRE,1999-04-29,GER,3,"Bungertstadion, Rehlingen (GER)",2022-06-05,1184,2022,men_PV,Men Pole Vault,,23.1,True
3183,5.7,Rutger KOPPELAAR,1993-05-01,NED,2,"FBK Stadium, Hengelo (NED)",2022-06-06,1184,2022,men_PV,Men Pole Vault,,29.1,True
3183,5.7,Clayton FRITSCH,1998-12-29,USA,2,"Hayward Field, Eugene, OR (USA)",2022-06-08,1184,2022,men_PV,Men Pole Vault,,23.4,True
3183,5.7,Matt LUDWIG,1996-07-05,USA,1,"x-bionic sphere, Šamorín (SVK)",2022-06-09,1184,2022,men_PV,Men Pole Vault,,25.9,True
3183,5.7,Austin MILLER,1994-06-01,USA,2,"x-bionic sphere, Šamorín (SVK)",2022-06-09,1184,2022,men_PV,Men Pole Vault,,28.0,True
3183,5.7,Bokai HUANG,1996-09-26,CHN,3,"x-bionic sphere, Šamorín (SVK)",2022-06-09,1184,2022,men_PV,Men Pole Vault,,25.7,True
3183,5.7,Nate RICHARTZ,1994-11-02,USA,3,"x-bionic sphere, Šamorín (SVK)",2022-06-09,1184,2022,men_PV,Men Pole Vault,,27.6,True
3183,5.7,Bokai HUANG,1996-09-26,CHN,1,"Maria-Theresien-Straße, Innsbruck (AUT)",2022-06-11,1184,2022,men_PV,Men Pole Vault,,25.7,True
3183,5.7,Matt LUDWIG,1996-07-05,USA,2,"Maria-Theresien-Straße, Innsbruck (AUT)",2022-06-11,1184,2022,men_PV,Men Pole Vault,,25.9,True
3183,5.7,Oleg ZERNIKEL,1995-04-16,GER,1,"Westpfalzstadion, Zweibrücken (GER)",2022-06-11,1184,2022,men_PV,Men Pole Vault,,27.2,True
3183,5.7,Bo Kanda LITA BAEHRE,1999-04-29,GER,3,"Gymnasium am Stefansberg, Merzig (GER)",2022-06-11,1184,2022,men_PV,Men Pole Vault,,23.1,True
3183,5.7,Kurtis MARSCHALL,1997-04-25,AUS,1,Olympia (GRE),2022-06-12,1184,2022,men_PV,Men Pole Vault,,25.1,True
3183,5.7,Thibaut COLLET,1999-06-17,FRA,2,Olympia (GRE),2022-06-12,1184,2022,men_PV,Men Pole Vault,,23.0,True
3183,5.7,Rutger KOPPELAAR,1993-05-01,NED,1,"Estadio Vallehermoso, Madrid (ESP)",2022-06-18,1184,2022,men_PV,Men Pole Vault,,29.1,True
3183,5.7,Christopher NILSEN,1998-01-13,USA,1,"Hayward Field, Eugene, OR (USA)",2022-06-25,1184,2022,men_PV,Men Pole Vault,,24.4,True
3183,5.7,Luke WINDER,1995-08-02,USA,2,"Hayward Field, Eugene, OR (USA)",2022-06-25,1184,2022,men_PV,Men Pole Vault,,26.9,True
3183,5.7,Oleg ZERNIKEL,1995-04-16,GER,2,"Olympiastadion, Berlin (GER)",2022-06-25,1184,2022,men_PV,Men Pole Vault,,27.2,True
3183,5.7,Torben BLECH,1995-02-12,GER,3,"Olympiastadion, Berlin (GER)",2022-06-25,1184,2022,men_PV,Men Pole Vault,,27.4,True
3183,5.7,Gillian LADWIG,1998-12-03,GER,4,"Olympiastadion, Berlin (GER)",2022-06-25,1184,2022,men_PV,Men Pole Vault,,23.6,True
3183,5.7,Anthony AMMIRATI,2003-07-16,FRA,3,"Stade Helitas, Caen (FRA)",2022-06-26,1184,2022,men_PV,Men Pole Vault,,18.9,True
3183,5.7,Rutger KOPPELAAR,1993-05-01,NED,1,"Theodor-Heuss Platz, Landau (GER)",2022-07-07,1184,2022,men_PV,Men Pole Vault,,29.2,True
3183,5.7,Piotr LISEK,1992-08-16,POL,2,"Theodor-Heuss Platz, Landau (GER)",2022-07-07,1184,2022,men_PV,Men Pole Vault,,29.9,True
3183,5.7,Baptiste THIERY,2001-06-29,FRA,1,"Stadium Municipal, Albi (FRA)",2022-07-10,1184,2022,men_PV,Men Pole Vault,,21.0,True
3183,5.7,Sondre GUTTORMSEN,1999-06-01,NOR,10,"Hayward Field, Eugene, OR (USA)",2022-07-24,1184,2022,men_PV,Men Pole Vault,,23.1,True
3183,5.7,Ben BROEDERS,1995-06-21,BEL,11,"Hayward Field, Eugene, OR (USA)",2022-07-24,1184,2022,men_PV,Men Pole Vault,,27.1,True
3183,5.7,Piotr LISEK,1992-08-16,POL,2,Sopot (POL),2022-08-03,1184,2022,men_PV,Men Pole Vault,,30.0,True
3183,5.7,Timur MORGUNOV,1996-10-12,ANA,1,"Olympic Stadium, Cheboksary (RUS)",2022-08-04,1184,2022,men_PV,Men Pole Vault,,25.8,True
3183,5.7,Jie YAO,1990-09-21,CHN,1,"Sichuan Xipu Training Base, Chengdu (CHN)",2022-08-05,1184,2022,men_PV,Men Pole Vault,,31.9,True
3183,5.7,Kurtis MARSCHALL,1997-04-25,AUS,1,"Alexander Stadium, Birmingham (GBR)",2022-08-06,1184,2022,men_PV,Men Pole Vault,,25.3,True
3183,5.7,Renaud LAVILLENIE,1986-09-18,FRA,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",2022-08-08,1184,2022,men_PV,Men Pole Vault,,35.9,True
3183,5.7,Ben BROEDERS,1995-06-21,BEL,5,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-25,1184,2022,men_PV,Men Pole Vault,,27.2,True
3183,5.7,Kurtis MARSCHALL,1997-04-25,AUS,1,"WA Sports Centre, Perth (AUS)",2023-03-10,1184,2023,men_PV,Men Pole Vault,,25.9,True
3183,5.7,Zachery BRADFORD,1999-11-29,USA,1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2023-03-25,1184,2023,men_PV,Men Pole Vault,,23.3,True
3183,5.7,Jie YAO,1990-09-21,CHN,1,"Olympic Sports Center, Huzhou (CHN)",2023-05-09,1184,2023,men_PV,Men Pole Vault,,32.6,True
3183,5.7,Piotr LISEK,1992-08-16,POL,1,"Altstadtmarkt, Recklinghausen (GER)",2023-05-26,1184,2023,men_PV,Men Pole Vault,,30.8,True
3183,5.7,Cole WALSH,1995-06-14,USA,2,"Vanderbilt Track, Nashville, TN (USA)",2023-06-02,1184,2023,men_PV,Men Pole Vault,,28.0,True
