Rank,Mark,wind,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,age,wind_legal
7066,20.51,-0.1,David DUNLAP,2000-08-06,USA,5sf3,"Hayward Field, Eugene, OR (USA)",2022-06-08,1141,2022,men_200m,Men 200m,21.8,True
7066,20.51,0.6,Shaun MASWANGANYI,2001-02-01,RSA,6,"Hayward Field, Eugene, OR (USA)",2022-06-10,1141,2022,men_200m,Men 200m,21.4,True
7066,20.51,0.1,Seunghwan KO,1997-11-14,KOR,1,Jeongseon (KOR),2022-06-24,1141,2022,men_200m,Men 200m,24.6,True
7066,20.51,2.0,Connor WASHINGTON,,USA,4,"Hayward Field, Eugene, OR (USA)",2022-06-25,1141,2022,men_200m,Men 200m,,True
7066,20.51,0.4,Alaba Olukunle AKINTOLA,2001-09-14,NGR,1,"Samuel Ogbemudia Stadium, Benin City (NGR)",2022-06-26,1141,2022,men_200m,Men 200m,20.8,True
7066,20.51,0.9,Robin VANDERBEMDEN,1994-02-10,BEL,1f1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2022-07-03,1141,2022,men_200m,Men 200m,28.4,True
7066,20.51,0.1,Joseph Paul AMOAH,1997-01-12,GHA,2sf3,"Alexander Stadium, Birmingham (GBR)",2022-08-05,1141,2022,men_200m,Men 200m,25.6,True
7066,20.51,0.8,Gediminas TRUSKAUSKAS,1998-01-02,LTU,2f2,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2022-08-24,1141,2022,men_200m,Men 200m,24.6,True
7066,20.51,0.6,José GONZÁLEZ,1995-05-14,DOM,3f1,"La Vicentina, Quito (ECU)",2023-03-05,1141,2023,men_200m,Men 200m,27.8,True
7066,20.51,1.3,Ryan WILLIE,2002-06-24,USA,2f2,"Percy Beard Track, Gainesville, FL (USA)",2023-03-31,1141,2023,men_200m,Men 200m,20.8,True
7066,20.51,-1.1,José GONZÁLEZ,1995-05-14,DOM,1f2,"Estadio Olimpico Juan Pablo Duarte, Santo Domingo (DOM)",2023-04-29,1147,2023,men_200m,Men 200m,28.0,True
7066,20.51,1.7,Emmanuel BYNUM,2000-10-01,USA,2h1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-11,1141,2023,men_200m,Men 200m,22.6,True
7066,20.51,1.3,Demar FRANCIS,2001-01-25,JAM,2pr4,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-24,1141,2023,men_200m,Men 200m,22.3,True
7066,20.51,-0.3,Phemelo MATLHABE,1997-05-31,RSA,1,"Wildcat Track, Marion, IN (USA)",2023-05-26,1142,2023,men_200m,Men 200m,26.0,True
7066,20.51,0.3,Joshua HARTMANN,1999-06-09,GER,2f3,"Putbosstadion, Oordegem (BEL)",2023-05-27,1141,2023,men_200m,Men 200m,24.0,True
7066,20.51,0.0,Joseph FAHNBULLEH,2001-09-11,LBR,6,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,1141,2023,men_200m,Men 200m,21.7,True
7066,20.51,0.6,Cameron ROSE,,USA,8sf2,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1141,2023,men_200m,Men 200m,,True
7364,20.52,1.5,Eric HARRISON JR.,1999-02-18,TTO,1f1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-04-03,1139,2021,men_200m,Men 200m,22.1,True
7364,20.52,1.5,Benjamin AZAMATI,1998-01-14,GHA,2f1,"West Texas A&M University Track & Soccer Complex, Canyon, TX (USA)",2021-04-03,1139,2021,men_200m,Men 200m,23.2,True
7364,20.52,1.7,Trevor BASSITT,1998-02-26,USA,1f1,"Tiffin University Paradiso Athletic Fields, Cleveland, OH (USA)",2021-04-09,1139,2021,men_200m,Men 200m,23.1,True
7364,20.52,1.3,Shota IIZUKA,1991-06-25,JPN,1sf1,"Kusanagi Athletic Stadium, Shizuoka (JPN)",2021-04-10,1139,2021,men_200m,Men 200m,29.8,True
7364,20.52,-0.5,Shota IIZUKA,1991-06-25,JPN,1f1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2021-05-03,1142,2021,men_200m,Men 200m,29.9,True
7364,20.52,1.1,Gavin SCHURR,,USA,1f3,"Clarence F. Robison Track, Provo, UT (USA)",2021-05-14,1139,2021,men_200m,Men 200m,,True
7364,20.52,-0.5,Tsebo MATSOSO,1999-05-27,RSA,1,"UJ Stadium, Johannesburg (RSA)",2021-05-15,1142,2021,men_200m,Men 200m,22.0,True
7364,20.52,1.2,Josephus LYLES,1998-07-22,USA,7f1,"Bregyó Athletic Center, Székesfehérvár (HUN)",2021-07-06,1139,2021,men_200m,Men 200m,23.0,True
7364,20.52,0.1,José GONZÁLEZ,1995-05-14,DOM,1f3,"Sportanlage Altkönigblick, Königstein (GER)",2021-07-21,1139,2021,men_200m,Men 200m,26.2,True
7364,20.52,0.9,Jereem RICHARDS,1994-01-13,TTO,1h2,"National Stadium, Tokyo (JPN)",2021-08-03,1139,2021,men_200m,Men 200m,27.6,True
7364,20.52,0.2,Eseosa Fostine DESALU,1994-02-19,ITA,4,"Stadion Śląski, Chorzów (POL)",2021-09-05,1139,2021,men_200m,Men 200m,27.5,True
7364,20.52,2.0,Mouhamadou FALL,1992-02-25,FRA,6,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-09-18,1139,2021,men_200m,Men 200m,29.6,True
7364,20.52,-0.7,Anderson MARQUINEZ,2001-01-06,ECU,1,Guayaquil (ECU),2021-10-17,1143,2021,men_200m,Men 200m,20.8,True
7364,20.52,1.0,Amlan BORGOHAIN,1998-04-25,IND,1,"CH Muhammed Koya Stadium, Thenhipalam (IND)",2022-04-06,1139,2022,men_200m,Men 200m,23.9,True
7364,20.52,0.2,Justin ROBINSON,2002-03-30,USA,2f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2022-04-30,1139,2022,men_200m,Men 200m,20.1,True
7364,20.52,0.9,Benjamin AZAMATI,1998-01-14,GHA,1,"Javelina Stadium, Kingsville, TX (USA)",2022-05-07,1139,2022,men_200m,Men 200m,24.3,True
7364,20.52,1.0,Dorian CAMEL,1999-03-03,USA,1pr2,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-25,1139,2022,men_200m,Men 200m,23.2,True
7364,20.52,0.8,Hachim MAAROUFOU,1997-02-13,COM,1,"Stade De Lattre De Tassigny, Aubagne (FRA)",2022-05-26,1139,2022,men_200m,Men 200m,25.3,True
7364,20.52,0.0,Demarius SMITH,,USA,5h3,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-27,1139,2022,men_200m,Men 200m,,True
7364,20.52,-0.4,Felix SVENSSON,1997-08-09,SUI,1,"Stadion Wankdorf, Bern (SUI)",2022-06-14,1141,2022,men_200m,Men 200m,24.8,True
7364,20.52,0.6,Eseosa Fostine DESALU,1994-02-19,ITA,5,"Stade Charléty, Paris (FRA)",2022-06-18,1139,2022,men_200m,Men 200m,28.3,True
7364,20.52,0.8,Mario HESLOP,1999-10-17,JAM,1h1,"National Stadium, Kingston (JAM)",2022-06-25,1139,2022,men_200m,Men 200m,22.7,True
7364,20.52,1.2,Koki UEYAMA,1999-05-15,JPN,1,"Athletic Stadium, Tottori (JPN)",2022-06-25,1139,2022,men_200m,Men 200m,23.1,True
7364,20.52,-0.3,Owen ANSAH,2000-11-28,GER,4h7,"Hayward Field, Eugene, OR (USA)",2022-07-18,1140,2022,men_200m,Men 200m,21.6,True
7364,20.52,1.1,Joe FERGUSON,2000-05-03,GBR,7sf2,"Hayward Field, Eugene, OR (USA)",2022-07-19,1139,2022,men_200m,Men 200m,22.2,True
7364,20.52,0.8,Kyree KING,1994-07-09,USA,5,"Bregyó Athletic Center, Székesfehérvár (HUN)",2022-08-08,1139,2022,men_200m,Men 200m,28.1,True
7364,20.52,-0.3,Charles DOBSON,1999-10-20,GBR,3f1,"Stadion Allmend, Luzern (SUI)",2022-08-30,1140,2022,men_200m,Men 200m,22.9,True
7364,20.52,1.5,Vernon NORWOOD,1992-04-10,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-03-25,1139,2023,men_200m,Men 200m,31.0,True
7364,20.52,0.3,Tsebo MATSOSO,1999-05-27,RSA,2,"McArthur Stadium, Potchefstroom (RSA)",2023-04-01,1139,2023,men_200m,Men 200m,23.8,True
7364,20.52,0.6,Matthew BOLING,2000-06-20,USA,5,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1139,2023,men_200m,Men 200m,22.9,True
7364,20.52,1.6,John RUTLEDGE,,USA,1h3,"John Jacobs Track Complex, Norman, OK (USA)",2023-05-13,1139,2023,men_200m,Men 200m,,True
7364,20.52,2.0,Connor WASHINGTON,,USA,1pr5,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-24,1139,2023,men_200m,Men 200m,,True
7364,20.52,0.7,Kyree KING,1994-07-09,USA,5,"Drake Stadium, Los Angeles, CA (USA)",2023-05-27,1139,2023,men_200m,Men 200m,28.9,True
7364,20.52,0.4,Towa UZAWA,2002-11-25,JPN,1h1,"Yanmar Stadium Nagai, Osaka (JPN)",2023-06-01,1139,2023,men_200m,Men 200m,20.5,True
7364,20.52,1.2,Clarence MUNYAI,1998-02-20,RSA,1,"Campo Scuola Moreno Martini, Lucca (ITA)",2023-06-04,1139,2023,men_200m,Men 200m,25.3,True
7364,20.52,1.0,Kamden JACKSON,,USA,5sf1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1139,2023,men_200m,Men 200m,,True
7364,20.52,-0.9,Tsebo MATSOSO,1999-05-27,RSA,1f1,"DP de Villiers Stadium, Sasolburg (RSA)",2023-06-10,1144,2023,men_200m,Men 200m,24.0,True
7364,20.52,1.1,Hachim MAAROUFOU,1997-02-13,COM,1f1,"Stade Philippides, Montpellier (FRA)",2023-06-11,1139,2023,men_200m,Men 200m,26.3,True
7364,20.52,-0.1,Shuoyuan LIU,2002-06-18,CHN,1h2,"Olympic Center, Shenyang (CHN)",2023-06-28,1139,2023,men_200m,Men 200m,21.0,True
7633,20.53,0.5,Elija GODWIN,1999-07-01,USA,1,"Spec Towns Track, Athens, GA (USA)",2021-04-09,1138,2021,men_200m,Men 200m,21.8,True
7633,20.53,0.8,Denzell FEAGIN,,USA,1,"Texan Track & Field Complex, Levelland, TX (USA)",2021-05-13,1138,2021,men_200m,Men 200m,,True
7633,20.53,-0.1,Clarence MUNYAI,1998-02-20,RSA,1f4,"Bestmed Tuks Stadium, Pretoria (RSA)",2021-05-22,1138,2021,men_200m,Men 200m,23.2,True
7633,20.53,1.4,Jorge VIDES,1992-11-24,BRA,1sf1,"COTP Stadium, São Paulo (BRA)",2021-06-13,1138,2021,men_200m,Men 200m,28.6,True
7633,20.53,0.3,Gediminas TRUSKAUSKAS,1998-01-02,LTU,1f1,"Mestský Stadion Sletište, Kladno (CZE)",2021-06-15,1138,2021,men_200m,Men 200m,23.4,True
7633,20.53,0.0,Jeffrey JOHN,1992-06-06,FRA,1f1,"Stade des Maradas, Cergy-Pontoise (FRA)",2021-06-16,1138,2021,men_200m,Men 200m,29.0,True
7633,20.53,0.4,LaShawn MERRITT,1986-06-27,USA,3h4,"Hayward Field, Eugene, OR (USA)",2021-06-25,1138,2021,men_200m,Men 200m,35.0,True
7633,20.53,1.1,Antonio WATSON,2001-09-11,JAM,3sf2,"National Stadium, Kingston (JAM)",2021-06-25,1138,2021,men_200m,Men 200m,19.8,True
7633,20.53,2.0,Tomáš NĚMEJC,2000-02-24,CZE,2,"Stadion Mládeže, Zlín (CZE)",2021-06-27,1138,2021,men_200m,Men 200m,21.3,True
7633,20.53,-0.7,Serhiy SMELYK,1987-04-19,UKR,4h5,"National Stadium, Tokyo (JPN)",2021-08-03,1142,2021,men_200m,Men 200m,34.3,True
7633,20.53,0.4,Leon REID,1994-07-26,IRL,5h7,"National Stadium, Tokyo (JPN)",2021-08-03,1138,2021,men_200m,Men 200m,27.0,True
7633,20.53,0.4,Tazana Mikkel KAMANGA-DYRBAK,2002-01-12,DEN,1h4,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-08-20,1138,2021,men_200m,Men 200m,19.6,True
7633,20.53,-1.2,Bryan LEVELL,2003-12-23,JAM,1,"National Stadium, Kingston (JAM)",2022-03-13,1145,2022,men_200m,Men 200m,18.2,True
7633,20.53,0.8,Zachary SHINNICK,1999-02-08,USA,1f1,"USC Cromwell Field at Loker Track Stadium, Los Angeles, CA (USA)",2022-03-19,1138,2022,men_200m,Men 200m,23.1,True
7633,20.53,-0.9,Aidan MURPHY,2003-10-14,AUS,1f1,"SOPAC, Sydney (AUS)",2022-04-02,1143,2022,men_200m,Men 200m,18.5,True
7633,20.53,0.4,Anthony EAST,,USA,2f1,"Walter P. Ledet Track Complex, Natchitoches, LA (USA)",2022-04-23,1138,2022,men_200m,Men 200m,,True
7633,20.53,1.5,Che NWABUKO,2004-06-07,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",2022-05-12,1138,2022,men_200m,Men 200m,17.9,True
7633,20.53,1.4,Demarius SMITH,,USA,2h3,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2022-05-14,1138,2022,men_200m,Men 200m,,True
7633,20.53,1.5,Edward SUMLER,,USA,3pr1,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-25,1138,2022,men_200m,Men 200m,,True
7633,20.53,1.0,De’montray CALLIS,,USA,2pr4,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-25,1138,2022,men_200m,Men 200m,,True
7633,20.53,0.9,Shaun MASWANGANYI,2001-02-01,RSA,2h1,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-27,1138,2022,men_200m,Men 200m,21.3,True
7633,20.53,1.1,Elijah MORROW,1995-10-30,USA,5h1,"Hayward Field, Eugene, OR (USA)",2022-06-25,1138,2022,men_200m,Men 200m,26.7,True
7633,20.53,1.7,David DUNLAP,2000-08-06,USA,7sf2,"Hayward Field, Eugene, OR (USA)",2022-06-26,1138,2022,men_200m,Men 200m,21.9,True
7633,20.53,0.1,Simon HANSEN,1998-06-30,DEN,1,"Skovdalen Stadion, Aalborg (DEN)",2022-06-26,1138,2022,men_200m,Men 200m,24.0,True
7633,20.53,0.6,Ian KERR,1996-05-01,BAH,4,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-21,1138,2022,men_200m,Men 200m,26.3,True
7633,20.53,1.8,Trevor STEWART,1997-05-20,USA,2f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",2023-03-18,1138,2023,men_200m,Men 200m,25.8,True
7633,20.53,-1.1,Shota IIZUKA,1991-06-25,JPN,1f1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",2023-03-25,1144,2023,men_200m,Men 200m,31.7,True
7633,20.53,1.0,Trevor BASSITT,1998-02-26,USA,2f1,"Percy Beard Track, Gainesville, FL (USA)",2023-03-31,1138,2023,men_200m,Men 200m,25.1,True
7633,20.53,0.3,Letlhogonolo MOLEYANE,2003-02-07,RSA,3,"McArthur Stadium, Potchefstroom (RSA)",2023-04-01,1138,2023,men_200m,Men 200m,20.1,True
7633,20.53,1.4,Eckhart POTGIETER,2002-06-13,RSA,2,"McArthur Stadium, Potchefstroom (RSA)",2023-04-26,1138,2023,men_200m,Men 200m,20.9,True
7633,20.53,1.8,Kamden JACKSON,,USA,1h4,"John Jacobs Track Complex, Norman, OK (USA)",2023-05-13,1138,2023,men_200m,Men 200m,,True
7633,20.53,0.3,Rasheed DWYER,1989-01-29,JAM,3,"National Stadium, Kingston (JAM)",2023-06-03,1138,2023,men_200m,Men 200m,34.3,True
7633,20.53,-1.0,Ján VOLKO,1996-11-02,SVK,1f1,"Stadion Śląski, Chorzów (POL)",2023-06-22,1144,2023,men_200m,Men 200m,26.6,True
7633,20.53,-0.2,Seunghwan KO,1997-11-14,KOR,1,"Jeongseon Sports Complex, Jeongseon (KOR)",2023-06-25,1139,2023,men_200m,Men 200m,25.6,True
7633,20.53,0.1,Shuoyuan LIU,2002-06-18,CHN,2,"Olympic Center, Shenyang (CHN)",2023-06-29,1138,2023,men_200m,Men 200m,21.0,True
7942,20.54,0.8,Alexander OGANDO,2000-05-03,DOM,2f1,"Estadio Luguelín Santos, Bayaguana (DOM)",2021-03-27,1136,2021,men_200m,Men 200m,20.9,True
7942,20.54,1.1,Terryon CONWELL,1998-07-25,USA,2f2,"Percy Beard Track, Gainesville, FL (USA)",2021-04-02,1136,2021,men_200m,Men 200m,22.7,True
7942,20.54,-2.0,Zhenye XIE,1993-08-17,CHN,1,Shaoxing (CHN),2021-04-09,1148,2021,men_200m,Men 200m,27.6,True
7942,20.54,-1.8,Yancarlos MARTÍNEZ,1992-08-08,DOM,1f1,"Polideportivo Municipal, Andújar (ESP)",2021-05-22,1146,2021,men_200m,Men 200m,28.8,True
7942,20.54,-0.7,Rasheed DWYER,1989-01-29,JAM,2f1,"National Stadium, Kingston (JAM)",2021-06-05,1140,2021,men_200m,Men 200m,32.3,True
7942,20.54,-0.6,Ramil GULIYEV,1990-05-29,TUR,2h3,"National Stadium, Tokyo (JPN)",2021-08-03,1139,2021,men_200m,Men 200m,31.2,True
7942,20.54,0.2,Leon REID,1994-07-26,IRL,7sf3,"National Stadium, Tokyo (JPN)",2021-08-03,1136,2021,men_200m,Men 200m,27.0,True
7942,20.54,0.1,Christophe LEMAITRE,1990-06-11,FRA,1f2,"Stade Jules Ladoumegue, La Roche-sur-Yon (FRA)",2021-09-03,1136,2021,men_200m,Men 200m,31.2,True
7942,20.54,1.7,Shainer RENGIFO MONTOYA,2002-04-08,CUB,1,"Estadio Panamericano, La Habana (CUB)",2022-03-19,1136,2022,men_200m,Men 200m,19.9,True
7942,20.54,1.3,Kahmari MONTGOMERY,1997-08-16,USA,2f1,"Tom Tellez Track, Houston, TX (USA)",2022-05-06,1136,2022,men_200m,Men 200m,24.7,True
7942,20.54,-1.9,Alexander OGANDO,2000-05-03,DOM,1f2,"Estadio Luguelín Santos, Bayaguana (DOM)",2022-05-14,1147,2022,men_200m,Men 200m,22.0,True
7942,20.54,0.3,Tarsis Gracious OROGOT,2002-11-24,UGA,6,"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-14,1136,2022,men_200m,Men 200m,19.5,True
7942,20.54,1.9,Cameron JACKSON,,USA,1,"Cajuns Track and Soccer Facility, University of Louisiana, Lafayette, LA (USA)",2022-05-14,1136,2022,men_200m,Men 200m,,True
7942,20.54,0.0,Aldrich BAILEY JR,1994-02-06,USA,1f1,"Houston, TX (USA)",2022-05-26,1136,2022,men_200m,Men 200m,28.3,True
7942,20.54,0.9,Lawrence JOHNSON,,USA,3h1,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-27,1136,2022,men_200m,Men 200m,,True
7942,20.54,2.0,Eseosa Fostine DESALU,1994-02-19,ITA,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2022-06-05,1136,2022,men_200m,Men 200m,28.3,True
7942,20.54,0.4,Wanya MCCOY,2003-03-29,BAH,4sf2,"Hayward Field, Eugene, OR (USA)",2022-06-08,1136,2022,men_200m,Men 200m,19.2,True
7942,20.54,0.6,Robert GREGORY,2001-12-12,USA,7,"Hayward Field, Eugene, OR (USA)",2022-06-10,1136,2022,men_200m,Men 200m,20.5,True
7942,20.54,1.1,Shota IIZUKA,1991-06-25,JPN,1f2,"Chuo University Stadium, Hachioji (JPN)",2022-06-19,1136,2022,men_200m,Men 200m,31.0,True
7942,20.54,1.7,Soraoat DABBANG,2002-11-18,THA,2,"Central Stadium, Almaty (KAZ)",2022-06-26,1136,2022,men_200m,Men 200m,19.6,True
7942,20.54,1.5,Diego Aldo PETTOROSSI,1997-01-13,ITA,1,"Stadio Guidobaldi, Rieti (ITA)",2022-06-26,1136,2022,men_200m,Men 200m,25.4,True
7942,20.54,-0.3,Eric HARRISON JR.,1999-02-18,TTO,5h7,"Hayward Field, Eugene, OR (USA)",2022-07-18,1137,2022,men_200m,Men 200m,23.4,True
7942,20.54,1.6,Towa UZAWA,2002-11-25,JPN,1,"Takebishi Stadium, Kyoto (JPN)",2022-09-11,1136,2022,men_200m,Men 200m,19.8,True
7942,20.54,0.8,Aidan MURPHY,2003-10-14,AUS,1h1,"SA Athletic Stadium, Adelaide (AUS)",2023-03-05,1136,2023,men_200m,Men 200m,19.4,True
7942,20.54,1.8,Demar FRANCIS,2001-01-25,JAM,2f7,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2023-03-24,1136,2023,men_200m,Men 200m,22.2,True
7942,20.54,1.2,Gratt REED,2000-06-30,USA,1f6,"Percy Beard Track, Gainesville, FL (USA)",2023-04-14,1136,2023,men_200m,Men 200m,22.8,True
7942,20.54,0.0,Eckhart POTGIETER,2002-06-13,RSA,1,"Germiston Stadium, Johannesburg (RSA)",2023-04-19,1136,2023,men_200m,Men 200m,20.8,True
7942,20.54,0.7,Delan EDWIN,1996-07-22,LCA,1h4,"Memorial Stadium, Commerce, TX (USA)",2023-05-04,1136,2023,men_200m,Men 200m,26.8,True
7942,20.54,0.2,Erik CARDOSO,2000-03-03,BRA,1,"CNDA, Bragança Paulista (BRA)",2023-05-07,1136,2023,men_200m,Men 200m,23.2,True
7942,20.54,-0.6,Jelani WATKINS,,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-05-13,1139,2023,men_200m,Men 200m,,True
7942,20.54,1.2,Yancarlos MARTÍNEZ,1992-08-08,DOM,2,"Sollentunavallen, Sollentuna (SWE)",2023-06-11,1136,2023,men_200m,Men 200m,30.8,True
8277,20.55,1.5,Marcellus MOORE,2002-06-30,USA,2f1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-04-03,1135,2021,men_200m,Men 200m,18.8,True
8277,20.55,1.3,Christopher BORZOR,,USA,1f1,"Hutsell-Rosen Track, Auburn, AL (USA)",2021-04-17,1135,2021,men_200m,Men 200m,,True
8277,20.55,0.7,LaShawn MERRITT,1986-06-27,USA,1f3,"National Training Center, Clermont, FL (USA)",2021-05-02,1135,2021,men_200m,Men 200m,34.8,True
8277,20.55,1.0,Marcus PARKER,1997-10-09,USA,3,"Paul Derr TF Facility, Raleigh, NC (USA)",2021-05-15,1135,2021,men_200m,Men 200m,23.6,True
8277,20.55,0.2,Davonte BURNETT,2000-02-27,USA,1,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",2021-05-16,1135,2021,men_200m,Men 200m,21.2,True
8277,20.55,0.1,Romario WILLIAMS,1995-11-17,JAM,3f1,"National Stadium, Kingston (JAM)",2021-05-22,1135,2021,men_200m,Men 200m,25.5,True
8277,20.55,1.7,Shaun MASWANGANYI,2001-02-01,RSA,1pr6,"Cushing Stadium, College Station, TX (USA)",2021-05-26,1135,2021,men_200m,Men 200m,20.3,True
8277,20.55,0.9,Robert GREGORY,2001-12-12,USA,4h2,"Cushing Stadium, College Station, TX (USA)",2021-05-29,1135,2021,men_200m,Men 200m,19.5,True
8277,20.55,-0.4,Davonte BURNETT,2000-02-27,USA,6,"Hayward Field, Eugene, OR (USA)",2021-06-11,1137,2021,men_200m,Men 200m,21.3,True
8277,20.55,0.0,Adama JAMMEH,1993-06-10,GAM,2f1,"Stade des Maradas, Cergy-Pontoise (FRA)",2021-06-16,1135,2021,men_200m,Men 200m,28.0,True
8277,20.55,1.1,Marcus PARKER,1997-10-09,USA,6sf2,"Hayward Field, Eugene, OR (USA)",2021-06-26,1135,2021,men_200m,Men 200m,23.7,True
8277,20.55,0.6,Erriyon KNIGHTON,2004-01-29,USA,1h4,"National Stadium, Tokyo (JPN)",2021-08-03,1135,2021,men_200m,Men 200m,17.5,True
8277,20.55,-0.8,Zhenye XIE,1993-08-17,CHN,1h2,Xi'an (CHN),2021-09-22,1139,2021,men_200m,Men 200m,28.1,True
8277,20.55,0.0,Cameron ROSE,,USA,1f3,"Percy Beard Track, Gainesville, FL (USA)",2022-04-01,1135,2022,men_200m,Men 200m,,True
8277,20.55,0.5,Trayvon BROMELL,1995-07-10,USA,1f9,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2022-04-22,1135,2022,men_200m,Men 200m,26.8,True
8277,20.55,-1.7,Sinesipho DAMBILE,2002-03-02,RSA,1,"Green Point Stadium, Cape Town (RSA)",2022-04-23,1145,2022,men_200m,Men 200m,20.1,True
8277,20.55,1.6,Daniel DUNCAN,2002-04-29,USA,1f7,"UVA Lanningan Field, Charlottesville, VA (USA)",2022-04-23,1135,2022,men_200m,Men 200m,20.0,True
8277,20.55,0.1,Dedrick VANOVER,,USA,1f4,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2022-04-30,1135,2022,men_200m,Men 200m,,True
8277,20.55,1.3,Yuki KOIKE,1995-05-13,JPN,1h1,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2022-05-03,1135,2022,men_200m,Men 200m,27.0,True
8277,20.55,-0.6,Ryota SUZUKI,1999-06-25,JPN,3h3,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2022-05-03,1138,2022,men_200m,Men 200m,22.9,True
8277,20.55,-0.3,Reece PRESCOD,1996-02-29,GBR,1,"Tsirio Stadium, Limassol (CYP)",2022-05-10,1136,2022,men_200m,Men 200m,26.2,True
8277,20.55,-0.2,Lance LANG,,USA,1h2,"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-12,1136,2022,men_200m,Men 200m,,True
8277,20.55,1.5,John RUTLEDGE,,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",2022-05-12,1135,2022,men_200m,Men 200m,,True
8277,20.55,0.3,Zachary SHINNICK,1999-02-08,USA,1pr6,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-25,1135,2022,men_200m,Men 200m,23.3,True
8277,20.55,1.0,Wanya MCCOY,2003-03-29,BAH,2pr2,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-25,1135,2022,men_200m,Men 200m,19.2,True
8277,20.55,1.3,Brendon RODNEY,1992-04-09,CAN,1f1,"Golęcin Stadion, Poznan (POL)",2022-05-27,1135,2022,men_200m,Men 200m,30.1,True
8277,20.55,-2.5,Tarsis Gracious OROGOT,2002-11-24,UGA,3h1,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-27,1150,2022,men_200m,Men 200m,19.5,True
8277,20.55,1.0,JP VAUGHT,2000-04-06,USA,1,"Spire Institute Outdoor Complex, Geneva, OH (USA)",2022-05-28,1135,2022,men_200m,Men 200m,22.1,True
8277,20.55,1.8,Aleksandr NIKOLAYEV,1999-05-06,RUS,1,"Slava Metreveli Stadium, Sochi (RUS)",2022-05-29,1135,2022,men_200m,Men 200m,23.1,True
8277,20.55,0.1,Mario HESLOP,1999-10-17,JAM,3,"Vanderbilt Track, Nashville, TN (USA)",2022-06-05,1135,2022,men_200m,Men 200m,22.6,True
8277,20.55,-0.4,Méba Mickaël ZEZE,1994-05-19,FRA,2,"Stadion Wankdorf, Bern (SUI)",2022-06-14,1137,2022,men_200m,Men 200m,28.1,True
8277,20.55,-0.4,Taymir BURNET,1992-10-01,NED,3,"Stadion Wankdorf, Bern (SUI)",2022-06-14,1137,2022,men_200m,Men 200m,29.7,True
8277,20.55,0.9,Diego Aldo PETTOROSSI,1997-01-13,ITA,1h1,"Stade Complexe Olympique, Oran (ALG)",2022-07-02,1135,2022,men_200m,Men 200m,25.5,True
8277,20.55,0.1,Blessing Akwasi AFRIFAH,2003-10-26,ISR,1f3,"Michael-Hoffmann-Stadion, Mannheim (GER)",2022-07-03,1135,2022,men_200m,Men 200m,18.7,True
8277,20.55,-1.0,Benjamin RICHARDSON,2003-12-19,RSA,4,"Pascual Guerrero Stadium, Cali (COL)",2022-08-04,1141,2022,men_200m,Men 200m,18.6,True
