Rank,Mark,wind,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,age,wind_legal
9824,10.19,1.8,Joseph ODURO MANU,1996-07-26,GHA,1h3,"Norfolk St. William ""Dick"" Price Stadium, Norfolk, VA (USA)",2022-05-13,1142,2022,men_100m,Men 100m,25.8,True
9824,10.19,0.4,Cole BECK,1999-03-05,USA,1h2,"Morris Williams T&F Stadium, Durham, NC (USA)",2022-05-13,1142,2022,men_100m,Men 100m,23.2,True
9824,10.19,0.3,Jo'Vaughn MARTIN,,USA,1h4,"Morris Williams T&F Stadium, Durham, NC (USA)",2022-05-13,1142,2022,men_100m,Men 100m,,True
9824,10.19,1.2,Alaba Olukunle AKINTOLA,2001-09-14,NGR,1h3,"Park West Ath. Complex, San Antonio, TX (USA)",2022-05-14,1142,2022,men_100m,Men 100m,20.7,True
9824,10.19,0.2,Arthur CISSÉ,1996-12-29,CIV,1,Montgeron (FRA),2022-05-15,1142,2022,men_100m,Men 100m,25.4,True
9824,10.19,1.3,Lorenzo PATTA,2000-05-23,ITA,3h2,"Centro Sportivo Fontanassa, Savona (ITA)",2022-05-18,1142,2022,men_100m,Men 100m,22.0,True
9824,10.19,-0.2,Hiroki YANAGITA,2003-07-25,JPN,1,"National Stadium, Tokyo (JPN)",2022-05-20,1143,2022,men_100m,Men 100m,18.8,True
9824,10.19,-0.5,Jeremiah AZU,2001-05-15,GBR,1,"Alexander Stadium, Birmingham (GBR)",2022-05-21,1145,2022,men_100m,Men 100m,21.0,True
9824,10.19,0.1,Brandon CARNES,1995-03-06,USA,1f1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2022-05-21,1142,2022,men_100m,Men 100m,27.2,True
9824,10.19,1.2,Dedrick VANOVER,,USA,2pr1,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-25,1142,2022,men_100m,Men 100m,,True
9824,10.19,0.9,Rodrigo DO NASCIMENTO,1994-09-26,BRA,1f4,"COTP Stadium, São Paulo (BRA)",2022-05-28,1142,2022,men_100m,Men 100m,27.7,True
9824,10.19,-0.3,Raymond EKEVWO,1999-03-23,NGR,3,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",2022-06-03,1143,2022,men_100m,Men 100m,23.2,True
9824,10.19,0.4,Ebrahima CAMARA,1996-09-18,GAM,1f1,Troyes (FRA),2022-06-04,1142,2022,men_100m,Men 100m,25.7,True
9824,10.19,1.2,Jake DORAN,2000-07-18,AUS,1,"Aquatic and Recreation Centre, Mackay (AUS)",2022-06-07,1142,2022,men_100m,Men 100m,21.9,True
9824,10.19,1.1,Emmanuel ESEME,1993-08-17,CMR,1sf2,"Cote d'Or National Sports Complex, St Pierre (MRI)",2022-06-08,1142,2022,men_100m,Men 100m,28.8,True
9824,10.19,1.2,Courtney LINDSEY,1998-11-18,USA,5sf2,"Hayward Field, Eugene, OR (USA)",2022-06-08,1142,2022,men_100m,Men 100m,23.6,True
9824,10.19,0.9,Illas GARCIA,,USA,1h2,"Alumni Stadium, Guelph (CAN)",2022-06-08,1142,2022,men_100m,Men 100m,,True
9824,10.19,0.6,Micah WILLIAMS,2001-11-12,USA,7,"Hayward Field, Eugene, OR (USA)",2022-06-10,1142,2022,men_100m,Men 100m,20.6,True
9824,10.19,1.1,Hiroki YANAGITA,2003-07-25,JPN,3,"Yanmar Stadium Nagai, Osaka (JPN)",2022-06-10,1142,2022,men_100m,Men 100m,18.9,True
9824,10.19,1.1,Yuki KOIKE,1995-05-13,JPN,4,"Yanmar Stadium Nagai, Osaka (JPN)",2022-06-10,1142,2022,men_100m,Men 100m,27.1,True
9824,10.19,0.8,Reynier MENA,1996-11-21,CUB,2f1,"Estadio Universitario, Lisboa (POR)",2022-06-10,1142,2022,men_100m,Men 100m,25.5,True
9824,10.19,1.5,Abdullah Abkar MOHAMMED,1997-01-01,KSA,4,"Centre sportif Bout-du-Monde, Genève (SUI)",2022-06-11,1142,2022,men_100m,Men 100m,25.4,True
9824,10.19,0.2,Reynier MENA,1996-11-21,CUB,4f1,"Estadio Vallehermoso, Madrid (ESP)",2022-06-18,1142,2022,men_100m,Men 100m,25.6,True
9824,10.19,1.5,Christopher BELCHER,1994-01-29,USA,4h2,"Hayward Field, Eugene, OR (USA)",2022-06-23,1142,2022,men_100m,Men 100m,28.4,True
9824,10.19,0.8,Mario HESLOP,1999-10-17,JAM,2h4,"National Stadium, Kingston (JAM)",2022-06-23,1142,2022,men_100m,Men 100m,22.7,True
9824,10.19,-0.1,Jerome BLAKE,1995-08-18,CAN,2,"McLeod Stadium, Langley (CAN)",2022-06-25,1142,2022,men_100m,Men 100m,26.9,True
9824,10.19,1.5,Malachi MURRAY,2000-03-18,CAN,2h3,"McLeod Stadium, Langley (CAN)",2022-06-25,1142,2022,men_100m,Men 100m,22.3,True
9824,10.19,0.0,Mouhamadou FALL,1992-02-25,FRA,1,"Stade Helitas, Caen (FRA)",2022-06-25,1142,2022,men_100m,Men 100m,30.3,True
9824,10.19,0.6,Jerod ELCOCK,1998-07-30,TTO,3f1,"Hasely Crawford Stadium, Port-of-Spain (TTO)",2022-06-25,1142,2022,men_100m,Men 100m,23.9,True
9824,10.19,1.4,Yuki KOIKE,1995-05-13,JPN,1h6,"Athletic Stadium, Tottori (JPN)",2022-06-26,1142,2022,men_100m,Men 100m,27.1,True
9824,10.19,-0.5,Jimmy VICAUT,1992-02-27,FRA,3,"Olympiastadion, Stockholm (SWE)",2022-06-30,1145,2022,men_100m,Men 100m,30.3,True
9824,10.19,1.7,Danila TEN,2001-05-24,RUS,1h2,"Stadium Desna, Bryansk (RUS)",2022-07-01,1142,2022,men_100m,Men 100m,21.1,True
9824,10.19,0.9,Benjamin RICHARDSON,2003-12-19,RSA,1f1,"Michael-Hoffmann-Stadion, Mannheim (GER)",2022-07-02,1142,2022,men_100m,Men 100m,18.5,True
9824,10.19,0.6,Yupun ABEYKOON,1994-12-31,SRI,5h3,"Hayward Field, Eugene, OR (USA)",2022-07-15,1142,2022,men_100m,Men 100m,27.5,True
9824,10.19,0.5,Gift LEOTLELA,1998-05-12,RSA,5h6,"Hayward Field, Eugene, OR (USA)",2022-07-15,1142,2022,men_100m,Men 100m,24.2,True
9824,10.19,0.3,Rodrigo DO NASCIMENTO,1994-09-26,BRA,7sf1,"Hayward Field, Eugene, OR (USA)",2022-07-16,1142,2022,men_100m,Men 100m,27.8,True
9824,10.19,0.1,Ackeem BLAKE,2002-01-21,JAM,4sf2,"Hayward Field, Eugene, OR (USA)",2022-07-16,1142,2022,men_100m,Men 100m,20.5,True
9824,10.19,0.4,Benjamin AZAMATI,1998-01-14,GHA,1h7,"Alexander Stadium, Birmingham (GBR)",2022-08-02,1142,2022,men_100m,Men 100m,24.5,True
9824,10.19,-0.4,Muhd Azeem FAHMI,2004-04-29,MAS,2sf3,"Pascual Guerrero Stadium, Cali (COL)",2022-08-02,1144,2022,men_100m,Men 100m,18.3,True
9824,10.19,1.8,Emmanuel MATADI,1991-04-15,LBR,1h1,"Centro Sportivo Saletti, Nembro (ITA)",2022-08-02,1142,2022,men_100m,Men 100m,31.3,True
9824,10.19,-0.9,Jeremiah AZU,2001-05-15,GBR,5,"Alexander Stadium, Birmingham (GBR)",2022-08-03,1147,2022,men_100m,Men 100m,21.2,True
9824,10.19,0.1,Israel OLATUNDE,2002-05-29,IRL,1h3,"Olympiastadion, München (GER)",2022-08-15,1142,2022,men_100m,Men 100m,20.2,True
9824,10.19,0.0,Lucas ANSAH-PEPRAH,2000-01-16,GER,4sf1,"Olympiastadion, München (GER)",2022-08-16,1142,2022,men_100m,Men 100m,22.6,True
9824,10.19,1.6,Reynier MENA,1996-11-21,CUB,1f1,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2022-08-24,1142,2022,men_100m,Men 100m,25.8,True
9824,10.19,-0.7,Arthur CISSÉ,1996-12-29,CIV,4,"Stadion Manfort, Leverkusen (GER)",2022-08-28,1146,2022,men_100m,Men 100m,25.7,True
9824,10.19,1.4,Lucas ANSAH-PEPRAH,2000-01-16,GER,3h2,"Stadion Manfort, Leverkusen (GER)",2022-08-28,1142,2022,men_100m,Men 100m,22.6,True
9824,10.19,1.8,Chris ROYSTER,1992-01-24,USA,1sr15,"Dagenham Arena, London (GBR)",2022-08-29,1142,2022,men_100m,Men 100m,30.6,True
9824,10.19,0.0,Ferdinand OMANYALA,1996-01-02,KEN,3,"Sports Park Mladost, Zagreb (CRO)",2022-09-11,1142,2022,men_100m,Men 100m,26.7,True
9824,10.19,1.7,Bouwahjgie NKRUMIE,2004-02-16,JAM,1h4,"National Stadium, Kingston (JAM)",2023-03-10,1142,2023,men_100m,Men 100m,19.1,True
9824,10.19,1.6,Austin KRESLEY,2001-12-30,USA,3,"Mike A. Myers Stadium, Austin, TX (USA)",2023-04-01,1142,2023,men_100m,Men 100m,21.3,True
9824,10.19,1.6,Sterling WARNER-SAVAGE,2000-01-07,USA,4,"Mike A. Myers Stadium, Austin, TX (USA)",2023-04-01,1142,2023,men_100m,Men 100m,23.2,True
9824,10.19,1.5,Renan CORREA,2004-03-15,BRA,1sf1,"Pista de Atletismo do CNTA, Cascavel (BRA)",2023-04-07,1142,2023,men_100m,Men 100m,19.1,True
9824,10.19,0.2,Dondra SWINT,,USA,2f2,"Percy Beard Track, Gainesville, FL (USA)",2023-04-15,1142,2023,men_100m,Men 100m,,True
9823,10.19,1.7,Naoki INOUE,2003-09-16,JPN,1f1,"Lemon Gas Stadium, Hiratsuka (JPN)",2023-04-22,1142,2023,men_100m,Men 100m,19.6,True
9823,10.19,1.6,Duan ASEMOTA,1996-08-29,CAN,3f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-22,1142,2023,men_100m,Men 100m,26.6,True
9823,10.19,0.8,Austin KRESLEY,2001-12-30,USA,3f1,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",2023-04-29,1142,2023,men_100m,Men 100m,21.3,True
9823,10.19,1.3,Kennedy LIGHTNER,,USA,1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",2023-04-29,1142,2023,men_100m,Men 100m,,True
9823,10.19,-0.2,Joseph Paul AMOAH,1997-01-12,GHA,2f2,"Grand Bahama Sports Complex, Freeport (BAH)",2023-05-13,1143,2023,men_100m,Men 100m,26.3,True
9823,10.19,1.3,Dorian CAMEL,1999-03-03,USA,3,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1142,2023,men_100m,Men 100m,24.2,True
9823,10.19,1.1,Taylor BANKS,2000-10-10,USA,6,"Paul Derr TF Facility, Raleigh, NC (USA)",2023-05-13,1142,2023,men_100m,Men 100m,22.6,True
9823,10.19,-0.7,Rodrigo DO NASCIMENTO,1994-09-26,BRA,1h1,"COTP Stadium, São Paulo (BRA)",2023-05-19,1146,2023,men_100m,Men 100m,28.6,True
9823,10.19,-0.5,Renan CORREA,2004-03-15,BRA,1h3,Bogotá (COL),2023-05-19,1145,2023,men_100m,Men 100m,19.2,True
9823,10.19,0.4,Hiroki YANAGITA,2003-07-25,JPN,7,"International Stadium, Yokohama (JPN)",2023-05-21,1142,2023,men_100m,Men 100m,19.8,True
9823,10.19,1.5,Ryota SUZUKI,1999-06-25,JPN,5h1,"International Stadium, Yokohama (JPN)",2023-05-21,1142,2023,men_100m,Men 100m,23.9,True
9823,10.19,1.7,Taju HONGO,1999-03-07,JPN,3h2,"International Stadium, Yokohama (JPN)",2023-05-21,1142,2023,men_100m,Men 100m,24.2,True
9823,10.19,1.7,Jake DORAN,2000-07-18,AUS,4h2,"International Stadium, Yokohama (JPN)",2023-05-21,1142,2023,men_100m,Men 100m,22.8,True
9823,10.19,1.7,Naoki INOUE,2003-09-16,JPN,5h2,"International Stadium, Yokohama (JPN)",2023-05-21,1142,2023,men_100m,Men 100m,19.7,True
9823,10.19,2.0,Nasser Mahmoud MOHAMMED,2002-03-25,KSA,1,"Stadion Radés, Radés (TUN)",2023-05-21,1142,2023,men_100m,Men 100m,21.2,True
9823,10.19,1.9,Antonio LAIDLER,,USA,6pr2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2023-05-24,1142,2023,men_100m,Men 100m,,True
9823,10.19,0.1,Dario MATAU,2002-02-19,RSA,1h3,"CSU - Neta and Eddie DeRose Thunderbowl, Pueblo, CO (USA)",2023-05-25,1142,2023,men_100m,Men 100m,21.3,True
9823,10.19,1.6,Arthur CISSÉ,1996-12-29,CIV,1h1,"Stade Omnisports Schlossberg, Forbach (FRA)",2023-05-28,1142,2023,men_100m,Men 100m,26.4,True
9823,10.19,0.3,Robin GANTER,2001-01-03,GER,1h2,"Universitätsstadion Am Biopark, Regensburg (GER)",2023-06-03,1142,2023,men_100m,Men 100m,22.4,True
9823,10.19,0.2,Hiroki YANAGITA,2003-07-25,JPN,1h2,"Yanmar Stadium Nagai, Osaka (JPN)",2023-06-03,1142,2023,men_100m,Men 100m,19.9,True
9823,10.19,1.7,Ronal LONGA,2004-06-30,COL,1f1,"Helmántico, Salamanca (ESP)",2023-06-03,1142,2023,men_100m,Men 100m,18.9,True
9823,10.19,-0.1,Brandon CARNES,1995-03-06,USA,2h2,"Vanderbilt Track, Nashville, TN (USA)",2023-06-03,1142,2023,men_100m,Men 100m,28.2,True
9823,10.19,0.0,Hiroki YANAGITA,2003-07-25,JPN,1sf1,"Yanmar Stadium Nagai, Osaka (JPN)",2023-06-04,1142,2023,men_100m,Men 100m,19.9,True
9823,10.19,0.3,Reynier MENA,1996-11-21,CUB,2,"Stadion Juliska, Praha (CZE)",2023-06-05,1142,2023,men_100m,Men 100m,26.5,True
9823,10.19,0.3,Emmanuel ESEME,1993-08-17,CMR,2,"Stadion Juliska, Praha (CZE)",2023-06-05,1142,2023,men_100m,Men 100m,29.8,True
9823,10.19,1.3,Louie HINCHLIFFE,2002-07-18,GBR,7sf1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-07,1142,2023,men_100m,Men 100m,20.9,True
9823,10.19,0.1,Benjamin AZAMATI,1998-01-14,GHA,5,"Paavo Nurmen Stadion, Turku (FIN)",2023-06-13,1142,2023,men_100m,Men 100m,25.4,True
9823,10.19,-0.9,Nigel ELLIS,1997-08-08,JAM,3f1,"National Stadium, Kingston (JAM)",2023-06-17,1147,2023,men_100m,Men 100m,25.9,True
9823,10.19,0.3,Chris ROYSTER,1992-01-24,USA,1h3,"Marietta HS, Marietta, GA (USA)",2023-06-17,1142,2023,men_100m,Men 100m,31.4,True
9823,10.19,0.0,Harlyn PÉREZ,1995-06-02,CUB,1,"Altamira estadioa, Ordizia (ESP)",2023-06-24,1142,2023,men_100m,Men 100m,28.1,True
10731,10.2,0.2,Rohan BROWNING,1997-12-31,AUS,1,"Olympic Stadium, Sydney (AUS)",2021-03-06,1138,2021,men_100m,Men 100m,23.2,True
10731,10.2,1.5,Xavier NAIRNE,2000-10-02,JAM,1f3,"Aztrack Sports Deck, San Diego, CA (USA)",2021-03-27,1138,2021,men_100m,Men 100m,20.5,True
10731,10.2,-3.0,Gift LEOTLELA,1998-05-12,RSA,2,"Bestmed Tuks Stadium, Pretoria (RSA)",2021-03-27,1156,2021,men_100m,Men 100m,22.9,True
10731,10.2,0.3,Christopher VALDEZ,1994-11-01,DOM,f2,Ibagué (COL),2021-04-23,1138,2021,men_100m,Men 100m,26.5,True
10731,10.2,1.8,Denzell FEAGIN,,USA,1,"Cowley Sport Complex, Arkansas City, KS (USA)",2021-04-30,1138,2021,men_100m,Men 100m,,True
10731,10.2,1.1,Courtney LINDSEY,1998-11-18,USA,1f1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2021-05-01,1138,2021,men_100m,Men 100m,22.5,True
10731,10.2,1.9,Brendon RODNEY,1992-04-09,CAN,4f5,"GC Foster College, Spanish Town (JAM)",2021-05-08,1138,2021,men_100m,Men 100m,29.1,True
10731,10.2,1.8,Bralon ROBINSON,,USA,2,"PVAMU Track Stadium, Prairie View, TX (USA)",2021-05-08,1138,2021,men_100m,Men 100m,,True
10731,10.2,1.6,Dondra SWINT,,USA,3,"Paul Derr TF Facility, Raleigh, NC (USA)",2021-05-15,1138,2021,men_100m,Men 100m,,True
10731,10.2,0.7,Diogo ANTUNES,1992-11-02,POR,1f4,"Estádio 1o de Maio, Lisboa (POR)",2021-05-15,1138,2021,men_100m,Men 100m,28.5,True
10731,10.2,1.9,Demarius SMITH,,USA,1h3,"RV Christian Track, Manhattan, KS (USA)",2021-05-15,1138,2021,men_100m,Men 100m,,True
10731,10.2,2.0,Jordan BOOKER,,USA,1h3,"USF Track Complex, Tampa, FL (USA)",2021-05-15,1138,2021,men_100m,Men 100m,,True
10731,10.2,0.5,Joseph Paul AMOAH,1997-01-12,GHA,1,"Irwin Belk Track, Greensboro, NC (USA)",2021-05-16,1138,2021,men_100m,Men 100m,24.3,True
10731,10.2,1.3,Lance LANG,,USA,2pr1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-26,1138,2021,men_100m,Men 100m,,True
10731,10.2,1.6,Andrew ROBERTSON,1990-12-17,GBR,1f2,"Elena Venizelou National Stadium, Chania (GRE)",2021-05-30,1138,2021,men_100m,Men 100m,30.5,True
10731,10.2,0.2,Josephus LYLES,1998-07-22,USA,5f1,"National Training Center, Clermont, FL (USA)",2021-05-30,1138,2021,men_100m,Men 100m,22.9,True
10731,10.2,-0.1,Jerome BLAKE,1995-08-18,CAN,2h3,"National Training Center, Clermont, FL (USA)",2021-05-30,1138,2021,men_100m,Men 100m,25.8,True
10731,10.2,1.3,Chris ROYSTER,1992-01-24,USA,6,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-31,1138,2021,men_100m,Men 100m,29.3,True
10731,10.2,0.2,Amaury GOLITIN,1997-01-28,FRA,4,"Stade des Grands Pêchers, Montreuil (FRA)",2021-06-01,1138,2021,men_100m,Men 100m,24.3,True
10731,10.2,-0.7,Alonso EDWARD,1989-12-08,PAN,2,"Grosics Gyula Stadion, Tatabánya (HUN)",2021-06-05,1142,2021,men_100m,Men 100m,31.5,True
10731,10.2,0.4,Lucas ANSAH-PEPRAH,2000-01-16,GER,2,"Eintracht-Stadion, Braunschweig (GER)",2021-06-05,1138,2021,men_100m,Men 100m,21.4,True
10731,10.2,1.0,Godson Oke OGHENEBRUME,2003-05-27,NGR,2sf2,"Yabatech Sport Complex, Lagos (NGR)",2021-06-17,1138,2021,men_100m,Men 100m,18.1,True
10731,10.2,-0.3,Cravon GILLESPIE,1996-07-31,USA,3h1,"Hayward Field, Eugene, OR (USA)",2021-06-19,1139,2021,men_100m,Men 100m,24.9,True
10731,10.2,1.0,Senoj-Jay GIVANS,1993-12-30,JAM,2h3,"National Stadium, Kingston (JAM)",2021-06-24,1138,2021,men_100m,Men 100m,27.5,True
10731,10.2,-0.4,Benjamin RICHARDSON,2003-12-19,RSA,1,"McArthur Stadium, Potchefstroom (RSA)",2021-06-26,1140,2021,men_100m,Men 100m,17.5,True
10731,10.2,-1.4,Rohan BROWNING,1997-12-31,AUS,1,"Barlow Park, Cairns (AUS)",2021-07-11,1146,2021,men_100m,Men 100m,23.5,True
10731,10.2,0.5,Andrew ROBERTSON,1990-12-17,GBR,1,"Bedford Athletic Stadium, Bedford (GBR)",2021-07-17,1138,2021,men_100m,Men 100m,30.6,True
10731,10.2,0.5,Eugene AMO-DADZIE,1992-06-22,GBR,2,"Bedford Athletic Stadium, Bedford (GBR)",2021-07-17,1138,2021,men_100m,Men 100m,29.1,True
10731,10.2,0.8,Kojo MUSAH,1996-04-15,DEN,4h7,"National Stadium, Tokyo (JPN)",2021-07-31,1138,2021,men_100m,Men 100m,25.3,True
10731,10.2,-0.2,Reece PRESCOD,1996-02-29,GBR,1,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",2021-08-15,1139,2021,men_100m,Men 100m,25.5,True
10731,10.2,1.2,Romell GLAVE,1999-11-11,JAM,1h3,"Cardiff Athletic Stadium, Cardiff (GBR)",2021-08-15,1138,2021,men_100m,Men 100m,21.8,True
10731,10.2,0.0,Julian FORTE,1993-01-07,JAM,3f1,"Lantos Mihály Sportközpont, Budapest (HUN)",2021-08-24,1138,2021,men_100m,Men 100m,28.6,True
10731,10.2,0.0,Nigel ELLIS,1997-08-08,JAM,4f1,"Lantos Mihály Sportközpont, Budapest (HUN)",2021-08-24,1138,2021,men_100m,Men 100m,24.0,True
10731,10.2,0.6,William REAIS,1999-05-04,SUI,1,"Sport Arena, Nottwil (SUI)",2021-09-04,1138,2021,men_100m,Men 100m,22.3,True
10731,10.2,0.8,Julian FORTE,1993-01-07,JAM,5,"Sports Park Mladost, Zagreb (CRO)",2021-09-14,1138,2021,men_100m,Men 100m,28.7,True
10731,10.2,1.2,Michael RODGERS,1985-04-24,USA,6,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2021-09-18,1138,2021,men_100m,Men 100m,36.4,True
10731,10.2,0.2,Emmanuel ESEME,1993-08-17,CMR,1h5,"Stade omnisports Ahmadou Ahidjo, Yaoundé (CMR)",2022-02-12,1138,2022,men_100m,Men 100m,28.5,True
10731,10.2,1.2,Taishi ENDO,1997-09-03,JPN,1f27,"Athletic Park Athletics Stadium, Okinawa (JPN)",2022-03-06,1138,2022,men_100m,Men 100m,24.5,True
10731,10.2,1.0,Da'marcus FLEMING,2001-12-21,USA,1f3,"Sun Angel Stadium, Tempe, AZ (USA)",2022-03-19,1138,2022,men_100m,Men 100m,20.2,True
10731,10.2,1.0,Kalen WALKER,,USA,1f3,"Sun Angel Stadium, Tempe, AZ (USA)",2022-03-19,1138,2022,men_100m,Men 100m,,True
10731,10.2,1.6,Rodrigo DO NASCIMENTO,1994-09-26,BRA,1f5,São Paulo (BRA),2022-04-02,1138,2022,men_100m,Men 100m,27.5,True
10731,10.2,0.2,Clarence MUNYAI,1998-02-20,RSA,2,"McArthur Stadium, Potchefstroom (RSA)",2022-04-06,1138,2022,men_100m,Men 100m,24.1,True
10731,10.2,-0.1,Christopher BELCHER,1994-01-29,USA,4f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-16,1138,2022,men_100m,Men 100m,28.2,True
10731,10.2,0.9,Amir WILLIS,2000-09-09,USA,4f2,"Percy Beard Track, Gainesville, FL (USA)",2022-04-16,1138,2022,men_100m,Men 100m,21.6,True
10731,10.2,-0.8,Seye OGUNLEWE,1991-08-30,NGR,1f1,"Gateway Stadium, Ilaro (NGR)",2022-04-21,1142,2022,men_100m,Men 100m,30.6,True
10731,10.2,1.3,Jaylen MITCHELL,,USA,1,"UVA Lanningan Field, Charlottesville, VA (USA)",2022-04-22,1138,2022,men_100m,Men 100m,,True
10731,10.2,1.3,Kadrian GOLDSON,1997-11-08,JAM,3f3,"National Stadium, Kingston (JAM)",2022-04-23,1138,2022,men_100m,Men 100m,24.5,True
10731,10.2,1.3,Oshane BAILEY,1989-09-08,JAM,4f3,"National Stadium, Kingston (JAM)",2022-04-23,1138,2022,men_100m,Men 100m,32.6,True
10731,10.2,1.8,Devon ALLEN,1994-12-12,USA,1f1,"U.S. Naval Academy, Annapolis, MD (USA)",2022-04-23,1138,2022,men_100m,Men 100m,27.4,True
10731,10.2,0.8,Rodrigo DO NASCIMENTO,1994-09-26,BRA,2,São Paulo (BRA),2022-04-27,1138,2022,men_100m,Men 100m,27.6,True
10731,10.2,1.9,Udodi Chudi ONWUZURIKE,2003-01-29,NGR,1,"Cobb Track and Angell Field, Palo Alto, CA (USA)",2022-04-30,1138,2022,men_100m,Men 100m,19.2,True
10731,10.2,1.2,Robert GREGORY,2001-12-12,USA,1f5,"Cushing Stadium, College Station, TX (USA)",2022-04-30,1138,2022,men_100m,Men 100m,20.4,True
10731,10.2,-1.1,Kyree KING,1994-07-09,USA,2h1,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,1144,2022,men_100m,Men 100m,27.8,True
10731,10.2,1.9,Anthony WOODS,,USA,1,"George Finnie Stadium, Berea, OH (USA)",2022-05-13,1138,2022,men_100m,Men 100m,,True
10731,10.2,0.3,Joseph ODURO MANU,1996-07-26,GHA,1,"Norfolk St. William ""Dick"" Price Stadium, Norfolk, VA (USA)",2022-05-14,1138,2022,men_100m,Men 100m,25.8,True
10731,10.2,0.6,Dante BROWN,2000-06-15,USA,6,"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-14,1138,2022,men_100m,Men 100m,21.9,True
10731,10.2,1.0,Courtney LINDSEY,1998-11-18,USA,3h3,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",2022-05-14,1138,2022,men_100m,Men 100m,23.5,True
10731,10.2,-0.2,Jerome BLAKE,1995-08-18,CAN,3,"Alexander Stadium, Birmingham (GBR)",2022-05-21,1139,2022,men_100m,Men 100m,26.8,True
10731,10.2,0.2,Emanuel ARCHIBALD,1994-09-09,GUY,3,"National Stadium, Kingston (JAM)",2022-05-21,1138,2022,men_100m,Men 100m,27.7,True
10731,10.2,0.7,Tinotenda MATIYENGA,1999-07-09,ZIM,4h2,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-27,1138,2022,men_100m,Men 100m,22.9,True
10731,10.2,0.7,Emmanuel YEBOAH,1997-08-10,GHA,4h2,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-27,1138,2022,men_100m,Men 100m,24.8,True
10731,10.2,0.1,Brendon RODNEY,1992-04-09,CAN,3f2,"Mestský Stadion, Ostrava (CZE)",2022-05-31,1138,2022,men_100m,Men 100m,30.1,True
10731,10.2,0.6,Da'marcus FLEMING,2001-12-21,USA,8,"Hayward Field, Eugene, OR (USA)",2022-06-10,1138,2022,men_100m,Men 100m,20.5,True
10731,10.2,0.5,Dominik KOPEĆ,1995-03-05,POL,1,"Stadion Lekkoatletyczny, Suwalki (POL)",2022-06-10,1138,2022,men_100m,Men 100m,27.3,True
10731,10.2,1.1,Kevin KRANZ,1998-06-20,GER,1f1,"Enwag-Stadion, Wetzlar (GER)",2022-06-11,1138,2022,men_100m,Men 100m,24.0,True
10731,10.2,0.6,Emile ERASMUS,1992-04-03,RSA,1h2,"Østerbro Stadion, København (DEN)",2022-06-16,1138,2022,men_100m,Men 100m,30.2,True
10731,10.2,0.7,Sandrey DAVISON,2003-01-25,JAM,1,"National Stadium, Kingston (JAM)",2022-06-24,1138,2022,men_100m,Men 100m,19.4,True
10731,10.2,0.0,Méba Mickaël ZEZE,1994-05-19,FRA,2,"Stade Helitas, Caen (FRA)",2022-06-25,1138,2022,men_100m,Men 100m,28.1,True
10731,10.2,0.3,Markus FUCHS,1995-11-14,AUT,1,"Sportzentrum Niederösterreich, St. Pölten (AUT)",2022-06-25,1138,2022,men_100m,Men 100m,26.6,True
10731,10.2,0.0,Usheoritse ITSEKIRI,1998-01-31,NGR,1sf2,"Samuel Ogbemudia Stadium, Benin City (NGR)",2022-06-25,1138,2022,men_100m,Men 100m,24.4,True
10731,10.2,0.1,Bruno DEDE,1999-10-07,JPN,1f1,"Athletic Stadium, Tottori (JPN)",2022-06-26,1138,2022,men_100m,Men 100m,22.7,True
10731,10.2,1.1,Bruno DEDE,1999-10-07,JPN,2h5,"Athletic Stadium, Tottori (JPN)",2022-06-26,1138,2022,men_100m,Men 100m,22.7,True
10731,10.2,0.9,Bradley Botshelo NKOANA,2005-01-29,RSA,2f1,"Michael-Hoffmann-Stadion, Mannheim (GER)",2022-07-02,1138,2022,men_100m,Men 100m,17.4,True
10731,10.2,1.2,Ojie EDOBURUN,1996-06-02,GBR,2f2,"Sportcentrum Wembley, Kortrijk (BEL)",2022-07-09,1138,2022,men_100m,Men 100m,26.1,True
