Rank,Mark,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,wind,age,wind_legal
2570,54.98,Melissa GONZALEZ,1994-06-24,COL,2,"Icahn Stadium, New York, NY (USA)",2022-06-12,1173,2022,women_400h,Women 400m Hurdles,,28.0,True
2570,54.98,Ayomide FOLORUNSO,1996-10-17,ITA,3sf3,"Olympiastadion, München (GER)",2022-08-18,1173,2022,women_400h,Women 400m Hurdles,,25.8,True
2600,54.99,Zurian HECHAVARRÍA,1995-08-10,CUB,5h5,"National Stadium, Tokyo (JPN)",2021-07-31,1173,2021,women_400h,Women 400m Hurdles,,26.0,True
2600,54.99,Line KLOSTER,1990-02-27,NOR,2f1,"Putbosstadion, Oordegem (BEL)",2022-05-28,1173,2022,women_400h,Women 400m Hurdles,,32.2,True
2600,54.99,Zenéy VAN DER WALT,2000-05-22,RSA,1,"Olympiastadion, Stockholm (SWE)",2022-06-30,1173,2022,women_400h,Women 400m Hurdles,,22.1,True
2600,54.99,Rushell CLAYTON,1992-10-18,JAM,4h5,"Hayward Field, Eugene, OR (USA)",2022-07-19,1173,2022,women_400h,Women 400m Hurdles,,29.7,True
2629,55.0,Shiann SALMON,1999-03-31,JAM,4,"National Stadium, Kingston (JAM)",2021-06-25,1173,2021,women_400h,Women 400m Hurdles,,22.2,True
2629,55.0,Emma ZAPLETALOVÁ,2000-03-24,SVK,6h5,"National Stadium, Tokyo (JPN)",2021-07-31,1173,2021,women_400h,Women 400m Hurdles,,21.4,True
2655,55.01,Dalilah MUHAMMAD,1990-02-07,USA,1f1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-31,1172,2021,women_400h,Women 400m Hurdles,,31.3,True
2655,55.01,Leah NUGENT,1992-11-23,JAM,6,"Olympiastadion, Stockholm (SWE)",2021-07-04,1172,2021,women_400h,Women 400m Hurdles,,28.6,True
2655,55.01,Ayomide FOLORUNSO,1996-10-17,ITA,7,"Stade Louis II, Monaco (MON)",2022-08-10,1172,2022,women_400h,Women 400m Hurdles,,25.8,True
2684,55.02,Gianna WOODRUFF,1993-11-18,PAN,1,"Drake Stadium, Des Moines, IA (USA)",2021-04-24,1172,2021,women_400h,Women 400m Hurdles,,27.4,True
2684,55.02,Sara GALLEGO,2000-10-11,ESP,1,"Estadio Vallehermoso, Madrid (ESP)",2022-06-18,1172,2022,women_400h,Women 400m Hurdles,,21.7,True
2684,55.02,Masai RUSSELL,2000-06-17,USA,2sf1,"Hayward Field, Eugene, OR (USA)",2022-06-24,1172,2022,women_400h,Women 400m Hurdles,,22.0,True
2714,55.03,Amalie IUEL,1994-04-17,NOR,1,"Øverlands Minde, Stjørdal (NOR)",2022-06-24,1172,2022,women_400h,Women 400m Hurdles,,28.2,True
2735,55.04,Amalie IUEL,1994-04-17,NOR,4,"Bislett Stadion, Oslo (NOR)",2021-07-01,1171,2021,women_400h,Women 400m Hurdles,,27.2,True
2735,55.04,Janieve RUSSELL,1993-11-14,JAM,1h2,"National Stadium, Kingston (JAM)",2022-06-23,1171,2022,women_400h,Women 400m Hurdles,,28.6,True
2735,55.04,Janieve RUSSELL,1993-11-14,JAM,3,"Sports Park Mladost, Zagreb (CRO)",2022-09-11,1171,2022,women_400h,Women 400m Hurdles,,28.8,True
2764,55.05,Cara Nnenya HAILEY,1994-02-23,USA,2h1,"Hayward Field, Eugene, OR (USA)",2021-06-25,1171,2021,women_400h,Women 400m Hurdles,,27.3,True
2764,55.05,Zenéy VAN DER WALT,2000-05-22,RSA,2h3,"Hayward Field, Eugene, OR (USA)",2022-07-19,1171,2022,women_400h,Women 400m Hurdles,,22.2,True
2764,55.05,Sarah CARLI,1994-09-05,AUS,2,"Parc des Sports C. Ehrmann, Nice (FRA)",2023-06-17,1171,2023,women_400h,Women 400m Hurdles,,28.8,True
2790,55.06,Cara Nnenya HAILEY,1994-02-23,USA,6,"Letzigrund, Zürich (SUI)",2021-09-09,1171,2021,women_400h,Women 400m Hurdles,,27.5,True
2790,55.06,Lina NIELSEN,1996-03-13,GBR,5,"Bislett Stadion, Oslo (NOR)",2022-06-16,1171,2022,women_400h,Women 400m Hurdles,,26.3,True
2790,55.06,Anna RYZHYKOVA,1989-11-24,UKR,7,"Letzigrund, Zürich (SUI)",2022-09-08,1171,2022,women_400h,Women 400m Hurdles,,32.8,True
2790,55.06,Anna COCKRELL,1997-08-28,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-22,1171,2023,women_400h,Women 400m Hurdles,,25.6,True
2790,55.06,Cassandra TATE,1990-09-11,USA,2,"National Sports Centre, Devonshire (BER)",2023-05-21,1171,2023,women_400h,Women 400m Hurdles,,32.7,True
2841,55.08,Jessie KNIGHT,1994-06-15,GBR,1,"Manchester Regional Arena, Manchester (GBR)",2022-06-26,1170,2022,women_400h,Women 400m Hurdles,,28.0,True
2869,55.09,Anna RYZHYKOVA,1989-11-24,UKR,2,"Mestský Stadion, Ostrava (CZE)",2021-05-19,1170,2021,women_400h,Women 400m Hurdles,,31.5,True
2869,55.09,Anna COCKRELL,1997-08-28,USA,3,"Drake Stadium, Des Moines, IA (USA)",2022-04-30,1170,2022,women_400h,Women 400m Hurdles,,24.7,True
2869,55.09,Sara GALLEGO,2000-10-11,ESP,3h1,"Hayward Field, Eugene, OR (USA)",2022-07-19,1170,2022,women_400h,Women 400m Hurdles,,21.8,True
2869,55.09,Gianna WOODRUFF,1993-11-18,PAN,3,"Stadio Colbachini, Padova (ITA)",2022-09-04,1170,2022,women_400h,Women 400m Hurdles,,28.8,True
2909,55.1,Viktoriya TKACHUK,1994-11-08,UKR,1,"Stadion Juliska, Praha (CZE)",2021-06-07,1170,2021,women_400h,Women 400m Hurdles,,26.6,True
2909,55.1,Anna COCKRELL,1997-08-28,USA,3sf2,"Hayward Field, Eugene, OR (USA)",2021-06-26,1170,2021,women_400h,Women 400m Hurdles,,23.8,True
2909,55.1,Zenéy VAN DER WALT,2000-05-22,RSA,2h2,"Alexander Stadium, Birmingham (GBR)",2022-08-04,1170,2022,women_400h,Women 400m Hurdles,,22.2,True
2909,55.1,Shiann SALMON,1999-03-31,JAM,1,"National Stadium, Kingston (JAM)",2023-06-03,1170,2023,women_400h,Women 400m Hurdles,,24.2,True
2940,55.11,Ronda WHYTE,1990-11-06,JAM,1,"Irvine, CA (USA)",2021-05-15,1169,2021,women_400h,Women 400m Hurdles,,30.5,True
2940,55.11,Jessie KNIGHT,1994-06-15,GBR,5,"Alexander Stadium, Birmingham (GBR)",2022-08-06,1169,2022,women_400h,Women 400m Hurdles,,28.1,True
2940,55.11,Ronda WHYTE,1990-11-06,JAM,1f1,"Marietta HS, Marietta, GA (USA)",2023-06-17,1169,2023,women_400h,Women 400m Hurdles,,32.6,True
2968,55.12,Lea SPRUNGER,1990-03-05,SUI,4sf3,"National Stadium, Tokyo (JPN)",2021-08-02,1169,2021,women_400h,Women 400m Hurdles,,31.4,True
2968,55.12,Gianna WOODRUFF,1993-11-18,PAN,3,"Stadio Quercia, Rovereto (ITA)",2022-08-30,1169,2022,women_400h,Women 400m Hurdles,,28.8,True
2968,55.12,Andrenette KNIGHT,1996-11-19,JAM,3,"Grand Bahama Sports Complex, Freeport (BAH)",2023-05-13,1169,2023,women_400h,Women 400m Hurdles,,26.5,True
2968,55.12,Ayomide FOLORUNSO,1996-10-17,ITA,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",2023-06-30,1169,2023,women_400h,Women 400m Hurdles,,26.7,True
3002,55.13,Amalie IUEL,1994-04-17,NOR,5,"Stadion Śląski, Chorzów (POL)",2021-09-05,1169,2021,women_400h,Women 400m Hurdles,,27.4,True
3002,55.13,Viivi LEHIKOINEN,1999-08-27,FIN,2f1,"Paavo Nurmen Stadion, Turku (FIN)",2022-06-14,1169,2022,women_400h,Women 400m Hurdles,,22.8,True
3002,55.13,Melissa GONZALEZ,1994-06-24,COL,7sf3,"Hayward Field, Eugene, OR (USA)",2022-07-20,1169,2022,women_400h,Women 400m Hurdles,,28.1,True
3002,55.13,Eleonora MARCHIANDO,1997-09-27,ITA,5f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2023-06-10,1169,2023,women_400h,Women 400m Hurdles,,25.7,True
3002,55.13,Jessie KNIGHT,1994-06-15,GBR,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",2023-06-30,1169,2023,women_400h,Women 400m Hurdles,,29.0,True
3031,55.14,Line KLOSTER,1990-02-27,NOR,3,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2021-08-14,1168,2021,women_400h,Women 400m Hurdles,,31.5,True
3031,55.14,Gianna WOODRUFF,1993-11-18,PAN,4,"Sports Park Mladost, Zagreb (CRO)",2022-09-11,1168,2022,women_400h,Women 400m Hurdles,,28.8,True
3068,55.15,Chayenne DA SILVA,2000-02-05,BRA,1f1,"COTP Stadium, São Paulo (BRA)",2021-06-25,1168,2021,women_400h,Women 400m Hurdles,,21.4,True
3068,55.15,Deshae WISE,,USA,1,"John McDonnell Field, Fayetteville, AR (USA)",2023-06-23,1168,2023,women_400h,Women 400m Hurdles,,,True
3094,55.16,Wenda NEL,1988-07-30,RSA,1,"McArthur Stadium, Potchefstroom (RSA)",2021-05-06,1168,2021,women_400h,Women 400m Hurdles,,32.8,True
3094,55.16,Lea SPRUNGER,1990-03-05,SUI,1,"Stadion Hard, Langenthal (SUI)",2021-06-26,1168,2021,women_400h,Women 400m Hurdles,,31.3,True
3094,55.16,Eleonora MARCHIANDO,1997-09-27,ITA,1,"Stadio Quercia, Rovereto (ITA)",2021-06-27,1168,2021,women_400h,Women 400m Hurdles,,23.7,True
3094,55.16,Cara Nnenya HAILEY,1994-02-23,USA,5,"International Stadium, Gateshead (GBR)",2021-07-13,1168,2021,women_400h,Women 400m Hurdles,,27.4,True
3094,55.16,Cara Nnenya HAILEY,1994-02-23,USA,6,"Hayward Field, Eugene, OR (USA)",2021-08-21,1168,2021,women_400h,Women 400m Hurdles,,27.5,True
3094,55.16,Cara Nnenya HAILEY,1994-02-23,USA,1,"Lantos Mihály Sportközpont, Budapest (HUN)",2021-08-24,1168,2021,women_400h,Women 400m Hurdles,,27.5,True
3094,55.16,Sara GALLEGO,2000-10-11,ESP,1sf1,"Olympiastadion, München (GER)",2022-08-18,1168,2022,women_400h,Women 400m Hurdles,,21.9,True
3135,55.17,Nikoleta JÍCHOVÁ,2000-08-29,CZE,2,"Mestský Stadion, Ostrava (CZE)",2023-06-27,1167,2023,women_400h,Women 400m Hurdles,,22.8,True
3160,55.18,Viktoriya TKACHUK,1994-11-08,UKR,6,"Bislett Stadion, Oslo (NOR)",2022-06-16,1167,2022,women_400h,Women 400m Hurdles,,27.6,True
3160,55.18,Zenéy VAN DER WALT,2000-05-22,RSA,1f1,"Stade Louis II, Monaco (MON)",2022-06-25,1167,2022,women_400h,Women 400m Hurdles,,22.1,True
3196,55.19,Ashley SPENCER,1993-06-08,USA,3sf1,"Hayward Field, Eugene, OR (USA)",2022-06-24,1167,2022,women_400h,Women 400m Hurdles,,29.0,True
3196,55.19,Viivi LEHIKOINEN,1999-08-27,FIN,4f1,"Stadion Śląski, Chorzów (POL)",2023-06-24,1167,2023,women_400h,Women 400m Hurdles,,23.8,True
3219,55.2,Wenda NEL,1988-07-30,RSA,4,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1166,2021,women_400h,Women 400m Hurdles,,32.9,True
3219,55.2,Carolina KRAFZIK,1995-03-27,GER,7,"Olympiastadion, Stockholm (SWE)",2021-07-04,1166,2021,women_400h,Women 400m Hurdles,,26.3,True
3219,55.2,Sara GALLEGO,2000-10-11,ESP,2,"Kadrioru staadion, Tallinn (EST)",2021-07-10,1166,2021,women_400h,Women 400m Hurdles,,20.7,True
3261,55.21,Shae ANDERSON,1999-04-07,USA,2,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",2021-05-16,1166,2021,women_400h,Women 400m Hurdles,,22.1,True
3261,55.21,Sara Slott PETERSEN,1987-04-09,DEN,5,"Stadio Luigi Ridolfi, Firenze (ITA)",2021-06-10,1166,2021,women_400h,Women 400m Hurdles,,34.2,True
3261,55.21,Zurian HECHAVARRÍA,1995-08-10,CUB,4sf2,"National Stadium, Tokyo (JPN)",2021-08-02,1166,2021,women_400h,Women 400m Hurdles,,26.0,True
3261,55.21,Gianna WOODRUFF,1993-11-18,PAN,3h3,"Hayward Field, Eugene, OR (USA)",2022-07-19,1166,2022,women_400h,Women 400m Hurdles,,28.7,True
3261,55.21,Masai RUSSELL,2000-06-17,USA,2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-13,1166,2023,women_400h,Women 400m Hurdles,,22.9,True
3261,55.21,Cassandra TATE,1990-09-11,USA,5,"Paavo Nurmen Stadion, Turku (FIN)",2023-06-13,1166,2023,women_400h,Women 400m Hurdles,,32.8,True
3286,55.22,Shamier LITTLE,1995-03-20,USA,1h2,"Hayward Field, Eugene, OR (USA)",2021-06-25,1166,2021,women_400h,Women 400m Hurdles,,26.3,True
3323,55.23,Hanne CLAES,1991-08-04,BEL,1f1,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",2022-08-06,1166,2022,women_400h,Women 400m Hurdles,,31.0,True
3361,55.24,Cassandra TATE,1990-09-11,USA,3sf1,"Hayward Field, Eugene, OR (USA)",2021-06-26,1165,2021,women_400h,Women 400m Hurdles,,30.8,True
3392,55.25,Anna RYZHYKOVA,1989-11-24,UKR,1f2,"Avangard Stadium, Lutsk (UKR)",2021-05-17,1165,2021,women_400h,Women 400m Hurdles,,31.5,True
3392,55.25,Wenda NEL,1988-07-30,RSA,3,"FBK Stadium, Hengelo (NED)",2021-06-06,1165,2021,women_400h,Women 400m Hurdles,,32.9,True
3392,55.25,Ashley SPENCER,1993-06-08,USA,4sf2,"Hayward Field, Eugene, OR (USA)",2021-06-26,1165,2021,women_400h,Women 400m Hurdles,,28.0,True
3392,55.25,Yasmin GIGER,1999-11-06,SUI,3,"Kadrioru staadion, Tallinn (EST)",2021-07-10,1165,2021,women_400h,Women 400m Hurdles,,21.7,True
3392,55.25,Viktoriya TKACHUK,1994-11-08,UKR,2,"Alexander Stadium, Birmingham (GBR)",2022-05-21,1165,2022,women_400h,Women 400m Hurdles,,27.5,True
3392,55.25,Anna HALL,2001-03-23,USA,1h3,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-25,1165,2022,women_400h,Women 400m Hurdles,,21.2,True
3392,55.25,Grace CLAXTON,1993-08-19,PUR,2,"Estadio Vallehermoso, Madrid (ESP)",2022-06-18,1165,2022,women_400h,Women 400m Hurdles,,28.8,True
3392,55.25,Janieve RUSSELL,1993-11-14,JAM,2,"Stadion Allmend, Luzern (SUI)",2022-08-30,1165,2022,women_400h,Women 400m Hurdles,,28.8,True
3443,55.26,Cara Nnenya HAILEY,1994-02-23,USA,4,"Stadio Comunale, Bellinzona (SUI)",2021-09-14,1165,2021,women_400h,Women 400m Hurdles,,27.6,True
3471,55.27,Lina NIELSEN,1996-03-13,GBR,1f1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-04-29,1164,2021,women_400h,Women 400m Hurdles,,25.1,True
3471,55.27,Lea SPRUNGER,1990-03-05,SUI,8,"Olympiastadion, Stockholm (SWE)",2021-07-04,1164,2021,women_400h,Women 400m Hurdles,,31.3,True
3471,55.27,Viktoriya TKACHUK,1994-11-08,UKR,4h2,"Hayward Field, Eugene, OR (USA)",2022-07-19,1164,2022,women_400h,Women 400m Hurdles,,27.7,True
3508,55.28,Lina NIELSEN,1996-03-13,GBR,4f2,"Estadio Francisco Montaner, Ponce (PUR)",2022-05-12,1164,2022,women_400h,Women 400m Hurdles,,26.2,True
3508,55.28,Shiann SALMON,1999-03-31,JAM,3,"Icahn Stadium, New York, NY (USA)",2022-06-12,1164,2022,women_400h,Women 400m Hurdles,,23.2,True
3508,55.28,Sara GALLEGO,2000-10-11,ESP,1h2,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2022-06-24,1164,2022,women_400h,Women 400m Hurdles,,21.7,True
3508,55.28,Zenéy VAN DER WALT,2000-05-22,RSA,1,"Germiston Stadium, Johannesburg (RSA)",2023-04-19,1164,2023,women_400h,Women 400m Hurdles,,22.9,True
3508,55.28,Noura ENNADI,1999-04-05,MAR,1,"Sollentunavallen, Sollentuna (SWE)",2023-06-11,1164,2023,women_400h,Women 400m Hurdles,,24.2,True
3508,55.28,Anna HALL,2001-03-23,USA,5,"Bislett Stadion, Oslo (NOR)",2023-06-15,1164,2023,women_400h,Women 400m Hurdles,,22.2,True
3561,55.29,Emma ZAPLETALOVÁ,2000-03-24,SVK,4,"FBK Stadium, Hengelo (NED)",2021-06-06,1164,2021,women_400h,Women 400m Hurdles,,21.2,True
3561,55.29,Ayomide FOLORUNSO,1996-10-17,ITA,1,"Centro Sportivo Fontanassa, Savona (ITA)",2022-05-18,1164,2022,women_400h,Women 400m Hurdles,,25.6,True
3561,55.29,Carolina KRAFZIK,1995-03-27,GER,2sf1,"Olympiastadion, München (GER)",2022-08-18,1164,2022,women_400h,Women 400m Hurdles,,27.4,True
3561,55.29,Viktoriya TKACHUK,1994-11-08,UKR,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-26,1164,2022,women_400h,Women 400m Hurdles,,27.8,True
3602,55.3,Paulien COUCKUYT,1997-05-19,BEL,1,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",2022-06-26,1163,2022,women_400h,Women 400m Hurdles,,25.1,True
3602,55.3,Taylon BIELDT,1998-11-04,RSA,2,"Olympiastadion, Stockholm (SWE)",2022-06-30,1163,2022,women_400h,Women 400m Hurdles,,23.7,True
3602,55.3,Shiann SALMON,1999-03-31,JAM,1h1,"Alexander Stadium, Birmingham (GBR)",2022-08-04,1163,2022,women_400h,Women 400m Hurdles,,23.3,True
3642,55.31,Hanne CLAES,1991-08-04,BEL,4sf3,"Olympiastadion, München (GER)",2022-08-18,1163,2022,women_400h,Women 400m Hurdles,,31.0,True
3642,55.31,Hanne CLAES,1991-08-04,BEL,4,"Stadio Quercia, Rovereto (ITA)",2022-08-30,1163,2022,women_400h,Women 400m Hurdles,,31.1,True
3677,55.32,Melissa GONZALEZ,1994-06-24,COL,2h1,"National Stadium, Tokyo (JPN)",2021-07-31,1163,2021,women_400h,Women 400m Hurdles,,27.1,True
3677,55.32,Britton WILSON,2000-11-13,USA,1sf2,"Hayward Field, Eugene, OR (USA)",2022-06-24,1163,2022,women_400h,Women 400m Hurdles,,21.6,True
3677,55.32,Lina NIELSEN,1996-03-13,GBR,2,"Manchester Regional Arena, Manchester (GBR)",2022-06-26,1163,2022,women_400h,Women 400m Hurdles,,26.3,True
3677,55.32,Gianna WOODRUFF,1993-11-18,PAN,1,Valledupar (COL),2022-07-04,1163,2022,women_400h,Women 400m Hurdles,,28.6,True
3677,55.32,Amalie IUEL,1994-04-17,NOR,5,"Olympiastadion, München (GER)",2022-08-19,1163,2022,women_400h,Women 400m Hurdles,,28.3,True
3720,55.33,Zurian HECHAVARRÍA,1995-08-10,CUB,1f2,"Stadion De Veen, Heusden-Zolder (BEL)",2021-07-03,1162,2021,women_400h,Women 400m Hurdles,,25.9,True
3720,55.33,Viivi LEHIKOINEN,1999-08-27,FIN,1,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",2022-06-18,1162,2022,women_400h,Women 400m Hurdles,,22.8,True
3720,55.33,Zenéy VAN DER WALT,2000-05-22,RSA,1f2,"Tingvalla IP, Karlstad (SWE)",2022-07-03,1162,2022,women_400h,Women 400m Hurdles,,22.1,True
3720,55.33,Hanne CLAES,1991-08-04,BEL,1f2,"Netestadion, Lier (BEL)",2022-07-30,1162,2022,women_400h,Women 400m Hurdles,,31.0,True
3720,55.33,Cassandra TATE,1990-09-11,USA,2,"Sollentunavallen, Sollentuna (SWE)",2023-06-11,1162,2023,women_400h,Women 400m Hurdles,,32.7,True
3761,55.34,Leah NUGENT,1992-11-23,JAM,2,"Nashville, TN (USA)",2021-06-06,1162,2021,women_400h,Women 400m Hurdles,,28.5,True
3761,55.34,Ayomide FOLORUNSO,1996-10-17,ITA,7,"Stadio Luigi Ridolfi, Firenze (ITA)",2023-06-02,1162,2023,women_400h,Women 400m Hurdles,,26.6,True
3792,55.35,Lea SPRUNGER,1990-03-05,SUI,1h3,"Stadion Hard, Langenthal (SUI)",2021-06-25,1162,2021,women_400h,Women 400m Hurdles,,31.3,True
3792,55.35,Anna HALL,2001-03-23,USA,1f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-01,1162,2022,women_400h,Women 400m Hurdles,,21.0,True
3792,55.35,Shiann SALMON,1999-03-31,JAM,1,"National Sports Centre, Devonshire (BER)",2022-04-09,1162,2022,women_400h,Women 400m Hurdles,,23.0,True
3792,55.35,Viivi LEHIKOINEN,1999-08-27,FIN,2f1,"Putbosstadion, Oordegem (BEL)",2023-05-27,1162,2023,women_400h,Women 400m Hurdles,,23.7,True
3792,55.35,Carolina KRAFZIK,1995-03-27,GER,1f1,"Stadion Schützenmatte, Basel (SUI)",2023-05-29,1162,2023,women_400h,Women 400m Hurdles,,28.2,True
3792,55.35,Taylon BIELDT,1998-11-04,RSA,3,"Mestský Stadion, Ostrava (CZE)",2023-06-27,1162,2023,women_400h,Women 400m Hurdles,,24.6,True
3835,55.36,Zenéy VAN DER WALT,2000-05-22,RSA,1,"Bestmed Tuks Stadium, Pretoria (RSA)",2022-03-11,1161,2022,women_400h,Women 400m Hurdles,,21.8,True
3835,55.36,Anna HALL,2001-03-23,USA,2,"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-14,1161,2022,women_400h,Women 400m Hurdles,,21.1,True
3835,55.36,Masai RUSSELL,2000-06-17,USA,1h2,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2022-05-25,1161,2022,women_400h,Women 400m Hurdles,,21.9,True
3835,55.36,Paulien COUCKUYT,1997-05-19,BEL,2,"Centre sportif Bout-du-Monde, Genève (SUI)",2022-06-11,1161,2022,women_400h,Women 400m Hurdles,,25.1,True
3835,55.36,Savannah SUTHERLAND,2003-08-07,CAN,2f1,"Percy Beard Track, Gainesville, FL (USA)",2023-03-31,1161,2023,women_400h,Women 400m Hurdles,,19.6,True
3835,55.36,Viktoriya TKACHUK,1994-11-08,UKR,6,"Bislett Stadion, Oslo (NOR)",2023-06-15,1161,2023,women_400h,Women 400m Hurdles,,28.6,True
3835,55.36,Lina NIELSEN,1996-03-13,GBR,5f1,"Stadion Śląski, Chorzów (POL)",2023-06-24,1161,2023,women_400h,Women 400m Hurdles,,27.3,True
3878,55.37,Gianna WOODRUFF,1993-11-18,PAN,1f2,"Fort Worth, TX (USA)",2021-05-18,1161,2021,women_400h,Women 400m Hurdles,,27.5,True
3878,55.37,Paulien COUCKUYT,1997-05-19,BEL,2f1,"Putbosstadion, Oordegem (BEL)",2021-05-29,1161,2021,women_400h,Women 400m Hurdles,,24.0,True
3878,55.37,Leah NUGENT,1992-11-23,JAM,5,"Bislett Stadion, Oslo (NOR)",2021-07-01,1161,2021,women_400h,Women 400m Hurdles,,28.6,True
3878,55.37,Anna COCKRELL,1997-08-28,USA,3h1,"National Stadium, Tokyo (JPN)",2021-07-31,1161,2021,women_400h,Women 400m Hurdles,,23.9,True
3878,55.37,Anna RYZHYKOVA,1989-11-24,UKR,3,"Alexander Stadium, Birmingham (GBR)",2022-05-21,1161,2022,women_400h,Women 400m Hurdles,,32.5,True
3878,55.37,Viktoriya TKACHUK,1994-11-08,UKR,7,"Stadio Olimpico, Roma (ITA)",2022-06-09,1161,2022,women_400h,Women 400m Hurdles,,27.6,True
3924,55.38,Jessie KNIGHT,1994-06-15,GBR,6,"Stadion Śląski, Chorzów (POL)",2021-09-05,1161,2021,women_400h,Women 400m Hurdles,,27.2,True
3963,55.39,Lea SPRUNGER,1990-03-05,SUI,6,"International Stadium, Gateshead (GBR)",2021-07-13,1161,2021,women_400h,Women 400m Hurdles,,31.4,True
3963,55.39,Shannon MEISBERGER,1999-07-27,USA,5,"Hayward Field, Eugene, OR (USA)",2022-06-25,1161,2022,women_400h,Women 400m Hurdles,,22.9,True
3963,55.39,Jessie KNIGHT,1994-06-15,GBR,7sf2,"Hayward Field, Eugene, OR (USA)",2022-07-20,1161,2022,women_400h,Women 400m Hurdles,,28.1,True
3963,55.39,Jessie KNIGHT,1994-06-15,GBR,4sf2,"Olympiastadion, München (GER)",2022-08-18,1161,2022,women_400h,Women 400m Hurdles,,28.2,True
3963,55.39,Masai RUSSELL,2000-06-17,USA,3f1,"Percy Beard Track, Gainesville, FL (USA)",2023-04-14,1161,2023,women_400h,Women 400m Hurdles,,22.8,True
3984,55.4,Lina NIELSEN,1996-03-13,GBR,4,"Alexander Stadium, Birmingham (GBR)",2022-05-21,1160,2022,women_400h,Women 400m Hurdles,,26.2,True
3984,55.4,Rebecca SARTORI,1997-05-22,ITA,1,"Stadio Zecchini, Grosseto (ITA)",2022-06-16,1160,2022,women_400h,Women 400m Hurdles,,25.1,True
3984,55.4,Ayomide FOLORUNSO,1996-10-17,ITA,4,"Stadio Colbachini, Padova (ITA)",2022-09-04,1160,2022,women_400h,Women 400m Hurdles,,25.9,True
4033,55.41,Masai RUSSELL,2000-06-17,USA,2f1,"Percy Beard Track, Gainesville, FL (USA)",2022-04-01,1160,2022,women_400h,Women 400m Hurdles,,21.8,True
4033,55.41,Britton WILSON,2000-11-13,USA,1,"John McDonnell Field, Fayetteville, AR (USA)",2022-05-06,1160,2022,women_400h,Women 400m Hurdles,,21.5,True
4033,55.41,Viivi LEHIKOINEN,1999-08-27,FIN,3,"Stadion Allmend, Luzern (SUI)",2022-08-30,1160,2022,women_400h,Women 400m Hurdles,,23.0,True
4033,55.41,Janieve RUSSELL,1993-11-14,JAM,4,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2023-05-28,1160,2023,women_400h,Women 400m Hurdles,,29.5,True
4033,55.41,Anna RYZHYKOVA,1989-11-24,UKR,5,"Stade Olympique de la Pontaise, Lausanne (SUI)",2023-06-30,1160,2023,women_400h,Women 400m Hurdles,,33.6,True
4076,55.42,Viivi LEHIKOINEN,1999-08-27,FIN,4,"Kadrioru staadion, Tallinn (EST)",2021-07-10,1160,2021,women_400h,Women 400m Hurdles,,21.9,True
4076,55.42,Paulien COUCKUYT,1997-05-19,BEL,4h1,"Hayward Field, Eugene, OR (USA)",2022-07-19,1160,2022,women_400h,Women 400m Hurdles,,25.2,True
4076,55.42,Paulien COUCKUYT,1997-05-19,BEL,5sf1,"Hayward Field, Eugene, OR (USA)",2022-07-20,1160,2022,women_400h,Women 400m Hurdles,,25.2,True
4112,55.43,Carolina KRAFZIK,1995-03-27,GER,1h2,"Eintracht-Stadion, Braunschweig (GER)",2021-06-05,1159,2021,women_400h,Women 400m Hurdles,,26.2,True
4112,55.43,Gianna WOODRUFF,1993-11-18,PAN,5,"Alexander Stadium, Birmingham (GBR)",2022-05-21,1159,2022,women_400h,Women 400m Hurdles,,28.5,True
4112,55.43,Rebecca SARTORI,1997-05-22,ITA,2,"Stadio Guidobaldi, Rieti (ITA)",2022-06-26,1159,2022,women_400h,Women 400m Hurdles,,25.1,True
4112,55.43,Noura ENNADI,1999-04-05,MAR,1f2,"Sportzentrum Niederösterreich, St. Pölten (AUT)",2023-06-08,1159,2023,women_400h,Women 400m Hurdles,,24.2,True
4153,55.44,Viktoriya TKACHUK,1994-11-08,UKR,1f2,"Stadio Narciso Soldan, Conegliano (ITA)",2021-06-02,1159,2021,women_400h,Women 400m Hurdles,,26.6,True
