Rank,Mark,wind,athlete_name,dob,country,pos,venue,date,results_score,year,discipline_key,discipline_label,age,wind_legal
10229,11.3,-0.9,Jayla KIRKLAND,1999-02-13,USA,1sf2,"Hayward Field, Eugene, OR (USA)",2021-06-10,1140,2021,women_100m,Women 100m,22.3,True
10229,11.3,1.1,Shockoria WALLACE,1993-08-09,JAM,5sf2,"National Stadium, Kingston (JAM)",2021-06-25,1135,2021,women_100m,Women 100m,27.9,True
10229,11.3,0.6,Anthonique STRACHAN,1993-08-22,BAH,2,"The Bahamas National Stadium, Nassau (BAH)",2021-06-25,1135,2021,women_100m,Women 100m,27.8,True
10229,11.3,1.6,Anthonique STRACHAN,1993-08-22,BAH,1h1,"The Bahamas National Stadium, Nassau (BAH)",2021-06-25,1135,2021,women_100m,Women 100m,27.8,True
10229,11.3,-0.1,Cynthia LEDUC,1997-02-16,FRA,2,"Stade Josette et Roger Mikulak, Angers (FRA)",2021-06-26,1135,2021,women_100m,Women 100m,24.4,True
10229,11.3,1.0,Orlann OMBISSA-DZANGUE,1991-05-26,FRA,1h3,"Stade Josette et Roger Mikulak, Angers (FRA)",2021-06-26,1135,2021,women_100m,Women 100m,30.1,True
10229,11.3,-0.5,Sophia JUNK,1999-03-01,GER,1,"Stadion Oberwerth, Koblenz (GER)",2021-06-26,1138,2021,women_100m,Women 100m,22.3,True
10229,11.3,2.0,Yasmin KWADWO,1990-11-09,GER,3h1,"Stadion Manfort, Leverkusen (GER)",2021-06-27,1135,2021,women_100m,Women 100m,30.6,True
10229,11.3,2.0,Ángela Gabriela TENORIO,1996-01-27,ECU,4h1,"Stadion Manfort, Leverkusen (GER)",2021-06-27,1135,2021,women_100m,Women 100m,25.4,True
10229,11.3,0.4,Klaudia ADAMEK,1999-03-22,POL,1h3,"Kadrioru staadion, Tallinn (EST)",2021-07-08,1135,2021,women_100m,Women 100m,22.3,True
10229,11.3,1.1,Hana BASIC,1996-01-22,AUS,1sr1,"Stadio Communale, Mendrisio (SUI)",2021-07-17,1135,2021,women_100m,Women 100m,25.5,True
10229,11.3,-0.2,Asha PHILIP,1990-10-25,GBR,8sf2,"National Stadium, Tokyo (JPN)",2021-07-31,1136,2021,women_100m,Women 100m,30.8,True
10229,11.3,-1.2,Kiara PARKER,1996-10-28,USA,1,"Christian Brothers HS, Memphis, TN (USA)",2021-08-15,1142,2021,women_100m,Women 100m,24.8,True
10229,11.3,0.5,Alexandra BURGHARDT,1994-04-28,GER,6f1,"Stadio Comunale, Bellinzona (SUI)",2021-09-14,1135,2021,women_100m,Women 100m,27.4,True
10229,11.3,0.5,Anna KIEŁBASIŃSKA,1990-06-26,POL,7f1,"Stadio Comunale, Bellinzona (SUI)",2021-09-14,1135,2021,women_100m,Women 100m,31.2,True
10229,11.3,-0.7,Manqi GE,1997-10-13,CHN,1h2,Xi'an (CHN),2021-09-20,1139,2021,women_100m,Women 100m,23.9,True
10229,11.3,0.6,Tia CLAYTON,2004-08-17,JAM,2,"National Stadium, Kingston (JAM)",2022-04-16,1135,2022,women_100m,Women 100m,17.7,True
10229,11.3,1.7,Kynnedy FLANNEL,2000-07-12,USA,7,"Hilmer Lodge Stadium, Walnut, CA (USA)",2022-04-16,1135,2022,women_100m,Women 100m,21.8,True
10229,11.3,1.0,Ana Claudia LEMOS,1988-11-06,BRA,3,"COTP Stadium, São Paulo (BRA)",2022-05-01,1135,2022,women_100m,Women 100m,33.5,True
10229,11.3,1.3,Lynna IRBY,1998-12-06,USA,5f1,"National Training Center, Clermont, FL (USA)",2022-05-01,1135,2022,women_100m,Women 100m,23.4,True
10229,11.3,-1.5,Brittany BROWN,1995-04-18,USA,2f2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2022-05-21,1144,2022,women_100m,Women 100m,27.1,True
10229,11.3,-0.4,Kayla WHITE,1996-09-24,USA,1f3,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2022-05-21,1137,2022,women_100m,Women 100m,25.7,True
10229,11.3,0.3,Rebekka HAASE,1993-01-02,GER,1h1,"Enwag-Stadion, Wetzlar (GER)",2022-06-11,1135,2022,women_100m,Women 100m,29.4,True
10229,11.3,0.8,Yunisleydis DE LA C. GARCÍA,1999-08-11,CUB,1f2,"Estadio Panamericano, La Habana (CUB)",2022-06-18,1135,2022,women_100m,Women 100m,22.9,True
10229,11.3,1.1,Jonielle SMITH,1996-01-30,JAM,4h2,"National Stadium, Kingston (JAM)",2022-06-23,1135,2022,women_100m,Women 100m,26.4,True
10229,11.3,1.5,Kasheika CAMERON,1998-10-22,JAM,3h3,"National Stadium, Kingston (JAM)",2022-06-23,1135,2022,women_100m,Women 100m,23.7,True
10229,11.3,-0.1,Shawnti JACKSON,2005-05-02,USA,1h3,"Hayward Field, Eugene, OR (USA)",2022-06-24,1135,2022,women_100m,Women 100m,17.1,True
10229,11.3,1.5,Ashleigh NELSON,1991-02-20,GBR,2h4,"Manchester Regional Arena, Manchester (GBR)",2022-06-24,1135,2022,women_100m,Women 100m,31.3,True
10229,11.3,0.8,Zoë SEDNEY,2001-12-15,NED,2sf1,"Sportpark Orderbos, Apeldoorn (NED)",2022-06-24,1135,2022,women_100m,Women 100m,20.5,True
10229,11.3,0.4,Zaynab DOSSO,1999-09-12,ITA,1,"Stadio Guidobaldi, Rieti (ITA)",2022-06-25,1135,2022,women_100m,Women 100m,22.8,True
10229,11.3,1.3,Viwe JINGQI,2005-02-17,RSA,1f1,"Michael-Hoffmann-Stadion, Mannheim (GER)",2022-07-02,1135,2022,women_100m,Women 100m,17.4,True
10229,11.3,1.0,Nathacha KOUNI,2001-02-18,SUI,1f3,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2022-07-03,1135,2022,women_100m,Women 100m,21.4,True
10229,11.3,0.8,Géraldine FREY,1997-06-19,SUI,5h4,"Hayward Field, Eugene, OR (USA)",2022-07-16,1135,2022,women_100m,Women 100m,25.1,True
10229,11.3,0.1,Khamica BINGHAM,1994-06-15,CAN,4h6,"Hayward Field, Eugene, OR (USA)",2022-07-16,1135,2022,women_100m,Women 100m,28.1,True
10229,11.3,-0.1,Maria Isabel PÉREZ,1993-03-01,ESP,5h7,"Hayward Field, Eugene, OR (USA)",2022-07-16,1135,2022,women_100m,Women 100m,29.4,True
10229,11.3,1.9,Alisha REES,1999-04-16,GBR,1f1,"Stratford Community Track, London (GBR)",2022-07-17,1135,2022,women_100m,Women 100m,23.3,True
10229,11.3,1.9,Kristal AWUAH,1999-08-07,GBR,2f1,"Stratford Community Track, London (GBR)",2022-07-17,1135,2022,women_100m,Women 100m,22.9,True
10229,11.3,1.2,Kristina MAKARENKO,1997-02-28,ANA,1h2,"Salyut Geraklion Stadion, Moskva (RUS)",2022-07-23,1135,2022,women_100m,Women 100m,25.4,True
10229,11.3,0.5,Lisa NIPPGEN,1997-04-02,GER,2h1,"Stade Jean Jacoby, Schifflange (LUX)",2022-07-31,1135,2022,women_100m,Women 100m,25.3,True
10229,11.3,0.6,Maximila IMALI,1996-02-08,KEN,3h2,"Alexander Stadium, Birmingham (GBR)",2022-08-02,1135,2022,women_100m,Women 100m,26.5,True
10229,11.3,0.4,Ajla DEL PONTE,1996-07-15,SUI,1f1,"Stadion Hard, Langenthal (SUI)",2022-08-10,1135,2022,women_100m,Women 100m,26.1,True
10229,11.3,-0.1,Yunisleydis DE LA C. GARCÍA,1999-08-11,CUB,7,"Grand Bahama Sports Complex, Freeport (BAH)",2022-08-20,1135,2022,women_100m,Women 100m,23.0,True
10229,11.3,-2.0,Elaine THOMPSON-HERAH,1992-06-28,JAM,2f1,"Stadion Allmend, Luzern (SUI)",2022-08-30,1147,2022,women_100m,Women 100m,30.2,True
10229,11.3,0.0,Ashley HENDERSON,1995-12-04,USA,1f2,"Stadio Comunale, Bellinzona (SUI)",2022-09-12,1135,2022,women_100m,Women 100m,26.8,True
10229,11.3,-1.4,Ella CONNOLLY,2000-07-13,AUS,2,"Lakeside Stadium, Melbourne (AUS)",2023-02-23,1143,2023,women_100m,Women 100m,22.6,True
10229,11.3,1.0,Carina HORN,1989-03-09,RSA,1f3,"Pilditch Stadium, Pretoria (RSA)",2023-03-04,1135,2023,women_100m,Women 100m,34.0,True
10229,11.3,0.9,Remona BURCHELL,1991-09-15,JAM,3f1,"National Stadium, Kingston (JAM)",2023-03-25,1135,2023,women_100m,Women 100m,31.5,True
10229,11.3,0.5,Anthonique STRACHAN,1993-08-22,BAH,1h2,"National Stadium, Kingston (JAM)",2023-04-22,1135,2023,women_100m,Women 100m,29.7,True
10229,11.3,1.6,Denisha CARTWRIGHT,1999-12-28,BAH,1h3,"Concordia Sea Foam Stadium, St. Paul, MN (USA)",2023-05-12,1135,2023,women_100m,Women 100m,23.4,True
10229,11.3,1.8,Camryn DICKSON,2004-06-19,USA,3h4,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-05-12,1135,2023,women_100m,Women 100m,18.9,True
10229,11.3,1.8,Dennisha PAGE,,USA,2h3,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2023-05-13,1135,2023,women_100m,Women 100m,,True
10229,11.3,-0.2,Krystsina TSIMANOUSKAYA,1996-11-19,BLR,1h1,"Stadion Zygmunta Szelesta, Warszawa (POL)",2023-05-28,1136,2023,women_100m,Women 100m,26.5,True
10229,11.3,-0.1,Bassant HEMIDA,1996-09-28,EGY,2h2,"Stade des Grands Pêchers, Montreuil (FRA)",2023-05-31,1135,2023,women_100m,Women 100m,26.7,True
10229,11.3,0.7,Briana WILLIAMS,2002-03-21,JAM,3f2,"National Stadium, Kingston (JAM)",2023-06-03,1135,2023,women_100m,Women 100m,21.2,True
10229,11.3,0.2,Ashley HENDERSON,1995-12-04,USA,4h2,"Vanderbilt Track, Nashville, TN (USA)",2023-06-03,1135,2023,women_100m,Women 100m,27.5,True
10229,11.3,-0.1,Maboundou KONÉ,1997-05-16,CIV,6,"FBK Stadium, Hengelo (NED)",2023-06-04,1135,2023,women_100m,Women 100m,26.1,True
10229,11.3,1.4,Kristina MAKARENKO,1997-02-28,RUS,1h1,"Luzhniki, South Arena, Moskva (RUS)",2023-06-08,1135,2023,women_100m,Women 100m,26.3,True
10229,11.3,0.0,Veronica Shanti PEREIRA,1996-09-20,SGP,4f1,"Paul-Greifzu-Stadion, Dessau (GER)",2023-06-17,1135,2023,women_100m,Women 100m,26.7,True
10229,11.3,0.1,Polyniki EMMANOUILIDOU,2003-06-30,GRE,6f1,"Stadion Śląski, Chorzów (POL)",2023-06-23,1135,2023,women_100m,Women 100m,20.0,True
10229,11.3,1.1,Asha PHILIP,1990-10-25,GBR,4h1,"John McDonnell Field, Fayetteville, AR (USA)",2023-06-23,1135,2023,women_100m,Women 100m,32.7,True
10229,11.3,-0.4,Maboundou KONÉ,1997-05-16,CIV,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",2023-06-30,1137,2023,women_100m,Women 100m,26.1,True
10788,11.31,0.0,Nzubechi Grace NWOKOCHA,2001-04-07,NGR,1h2,"FUTA, Akure (NGR)",2021-03-12,1133,2021,women_100m,Women 100m,19.9,True
10788,11.31,0.0,Allyson FELIX,1985-11-18,USA,1f2,"GCU Track & Field, Phoenix, AZ (USA)",2021-04-03,1133,2021,women_100m,Women 100m,35.4,True
10788,11.31,1.9,Cambrea STURGIS,1999-03-27,USA,1h2,"Irwin Belk Track, Greensboro, NC (USA)",2021-04-10,1133,2021,women_100m,Women 100m,22.0,True
10788,11.31,0.7,Khamica BINGHAM,1994-06-15,CAN,6f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2021-04-24,1133,2021,women_100m,Women 100m,26.9,True
10788,11.31,1.9,Aaliyah BIRMINGHAM,1997-09-02,USA,1h2,"John McDonnell Field, Fayetteville, AR (USA)",2021-05-07,1133,2021,women_100m,Women 100m,23.7,True
10788,11.31,-1.2,Veronica CAMPBELL-BROWN,1982-05-15,JAM,5,"Hilmer Lodge Stadium, Walnut, CA (USA)",2021-05-09,1140,2021,women_100m,Women 100m,39.0,True
10788,11.31,1.1,Alexandra BURGHARDT,1994-04-28,GER,1h3,"Michael-Hoffmann-Stadion, Mannheim (GER)",2021-05-15,1133,2021,women_100m,Women 100m,27.0,True
10788,11.31,1.0,Rhasidat ADELEKE,2002-08-29,IRL,2h2,"RV Christian Track, Manhattan, KS (USA)",2021-05-15,1133,2021,women_100m,Women 100m,18.7,True
10788,11.31,0.8,Ackera NUGENT,2002-04-29,JAM,1h4,"RV Christian Track, Manhattan, KS (USA)",2021-05-15,1133,2021,women_100m,Women 100m,19.0,True
10788,11.31,2.0,Rayniah JONES,,USA,4,"USF Track Complex, Tampa, FL (USA)",2021-05-16,1133,2021,women_100m,Women 100m,,True
10788,11.31,1.5,Anna BONGIORNI,1993-09-15,ITA,2f1,"Stadio Guidobaldi, Rieti (ITA)",2021-05-22,1133,2021,women_100m,Women 100m,27.7,True
10788,11.31,1.6,Tamara CLARK,1999-01-09,USA,3pr2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-27,1133,2021,women_100m,Women 100m,22.4,True
10788,11.31,-0.8,Kamaya DUBOSE-EPPS,,USA,3h1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-29,1137,2021,women_100m,Women 100m,,True
10788,11.31,0.0,Tatjana PINTO,1992-07-02,GER,1,"Putbosstadion, Oordegem (BEL)",2021-05-29,1133,2021,women_100m,Women 100m,28.9,True
10788,11.31,1.0,Vitoria Cristina ROSA,1996-01-12,BRA,1,"Estadio Alberto Spencer Herrera, Guayaquil (ECU)",2021-05-29,1133,2021,women_100m,Women 100m,25.4,True
10788,11.31,2.0,Brittany BROWN,1995-04-18,USA,4h2,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",2021-05-31,1133,2021,women_100m,Women 100m,26.1,True
10788,11.31,1.0,Rosalina SANTOS,1998-02-18,POR,4h1,Salamanca (ESP),2021-06-05,1133,2021,women_100m,Women 100m,23.3,True
10788,11.31,1.7,Shannon RAY,1995-12-31,USA,2f1,"Bolles HS Track, Jacksonville, FL (USA)",2021-06-12,1133,2021,women_100m,Women 100m,25.4,True
10788,11.31,1.1,Barbara PIERRE,1987-04-28,USA,1h1,"Bolles HS Track, Jacksonville, FL (USA)",2021-06-12,1133,2021,women_100m,Women 100m,34.1,True
10788,11.31,0.1,Carolle ZAHI,1994-06-12,FRA,1f1,"Stade des Maradas, Cergy-Pontoise (FRA)",2021-06-16,1133,2021,women_100m,Women 100m,27.0,True
10788,11.31,1.4,Kristina MAKARENKO,1997-02-28,RUS,1h3,"Olympic Stadium, Cheboksary (RUS)",2021-06-23,1133,2021,women_100m,Women 100m,24.3,True
10788,11.31,0.8,Klaudia ADAMEK,1999-03-22,POL,2,"Golęcin Stadion, Poznan (POL)",2021-06-24,1133,2021,women_100m,Women 100m,22.3,True
10788,11.31,-0.4,Kayla WHITE,1996-09-24,USA,3f1,"Stadion Allmend, Luzern (SUI)",2021-06-29,1135,2021,women_100m,Women 100m,24.8,True
10788,11.31,-1.3,Salomé KORA,1994-06-08,SUI,2,"Olympiastadion, Stockholm (SWE)",2021-07-04,1140,2021,women_100m,Women 100m,27.1,True
10788,11.31,1.3,Riley DAY,2000-03-30,AUS,1,"Barlow Park, Cairns (AUS)",2021-07-11,1133,2021,women_100m,Women 100m,21.3,True
10788,11.31,-0.3,Lorène Dorcas BAZOLO,1983-05-04,POR,4h4,"National Stadium, Tokyo (JPN)",2021-07-30,1134,2021,women_100m,Women 100m,38.2,True
10788,11.31,-0.1,Asha PHILIP,1990-10-25,GBR,1h6,"National Stadium, Tokyo (JPN)",2021-07-30,1133,2021,women_100m,Women 100m,30.8,True
10788,11.31,0.0,TyNia GAITHER,1993-03-16,BAH,6sf1,"National Stadium, Tokyo (JPN)",2021-07-31,1133,2021,women_100m,Women 100m,28.4,True
10788,11.31,-1.2,Mikiah BRISCO,1996-07-14,USA,2,"Christian Brothers HS, Memphis, TN (USA)",2021-08-15,1140,2021,women_100m,Women 100m,25.1,True
10788,11.31,1.3,Zoe HOBBS,1997-09-11,NZL,1h1,"Mitre10 Sports Park, Hastings (NZL)",2022-02-12,1133,2022,women_100m,Women 100m,24.4,True
10788,11.31,1.0,Kerrica HILL,2005-03-06,JAM,1h2,"National Stadium, Kingston (JAM)",2022-03-11,1133,2022,women_100m,Women 100m,17.0,True
10788,11.31,0.3,Ezinne ABBA,2000-11-01,NGR,1f1,"Aztrack Sports Deck, San Diego, CA (USA)",2022-03-26,1133,2022,women_100m,Women 100m,21.4,True
10788,11.31,1.7,Iyana GRAY,2003-02-27,USA,1f5,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",2022-04-23,1133,2022,women_100m,Women 100m,19.2,True
10788,11.31,1.8,Kamaya DUBOSE-EPPS,,USA,3,"Marcus T. Johnson Track, Greensboro, NC (USA)",2022-04-23,1133,2022,women_100m,Women 100m,,True
10788,11.31,1.4,Tristan EVELYN,1998-01-25,BAR,1f4,"Cushing Stadium, College Station, TX (USA)",2022-04-30,1133,2022,women_100m,Women 100m,24.3,True
10788,11.31,1.7,Micayah HOLLAND,,USA,1f2,"Horizon HS, Winter Garden, FL (USA)",2022-05-05,1133,2022,women_100m,Women 100m,,True
10788,11.31,1.1,Ka'Tia SEYMOUR,1997-10-03,USA,1h3,"Morris Williams T&F Stadium, Durham, NC (USA)",2022-05-13,1133,2022,women_100m,Women 100m,24.6,True
10788,11.31,0.9,Kiara GRANT,2000-10-08,JAM,4,"Morris Williams T&F Stadium, Durham, NC (USA)",2022-05-14,1133,2022,women_100m,Women 100m,21.6,True
10788,11.31,-0.7,Joella LLOYD,2002-04-12,ANT,4,"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-14,1137,2022,women_100m,Women 100m,20.1,True
10788,11.31,0.6,Maria Isabel PÉREZ,1993-03-01,ESP,1,"Complex Esportiu L’Hospitalet Nord, L'Hospitalet (ESP)",2022-05-14,1133,2022,women_100m,Women 100m,29.2,True
10788,11.31,0.9,Géraldine FREY,1997-06-19,SUI,2,"Centro Sportivo Fontanassa, Savona (ITA)",2022-05-18,1133,2022,women_100m,Women 100m,24.9,True
10788,11.31,-0.1,Gabrielle THOMAS,1996-12-07,USA,5,"Alexander Stadium, Birmingham (GBR)",2022-05-21,1133,2022,women_100m,Women 100m,25.5,True
10788,11.31,-1.8,Remona BURCHELL,1991-09-15,JAM,2,"National Stadium, Kingston (JAM)",2022-05-21,1143,2022,women_100m,Women 100m,30.7,True
10788,11.31,0.8,Kayla WHITE,1996-09-24,USA,4,"FBK Stadium, Hengelo (NED)",2022-06-06,1133,2022,women_100m,Women 100m,25.7,True
10788,11.31,0.8,Naa ANANG,1995-03-10,AUS,,"Aquatic and Recreation Centre, Mackay (AUS)",2022-06-07,1133,2022,women_100m,Women 100m,27.2,True
10788,11.31,1.2,Gorete SEMEDO,1996-10-05,STP,2f1,"Estadio Universitario, Lisboa (POR)",2022-06-10,1133,2022,women_100m,Women 100m,25.7,True
10788,11.31,1.0,Jamile SAMUEL,1992-04-24,NED,1f6,"Centre sportif Bout-du-Monde, Genève (SUI)",2022-06-11,1133,2022,women_100m,Women 100m,30.1,True
10788,11.31,1.8,Krystsina TSIMANOUSKAYA,1996-11-19,BLR,1h1,"Stadion Zygmunta Szelesta, Warszawa (POL)",2022-06-11,1133,2022,women_100m,Women 100m,25.6,True
10788,11.31,1.5,Lorène Dorcas BAZOLO,1983-05-04,POR,1f1,Castellón (ESP),2022-06-16,1133,2022,women_100m,Women 100m,39.1,True
10788,11.31,0.4,Jada BAYLARK,1997-10-17,USA,4h3,"Hayward Field, Eugene, OR (USA)",2022-06-23,1133,2022,women_100m,Women 100m,24.7,True
10788,11.31,0.4,Sha'Carri RICHARDSON,2000-03-25,USA,5h3,"Hayward Field, Eugene, OR (USA)",2022-06-23,1133,2022,women_100m,Women 100m,22.2,True
10788,11.31,0.6,Géraldine FREY,1997-06-19,SUI,3,"Letzigrund, Zürich (SUI)",2022-06-24,1133,2022,women_100m,Women 100m,25.0,True
10788,11.31,0.5,Natasha MORRISON,1992-11-17,JAM,4sf2,"National Stadium, Kingston (JAM)",2022-06-24,1133,2022,women_100m,Women 100m,29.6,True
10788,11.31,1.5,Sonia MOLINA-PRADOS,1993-07-14,ESP,2,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2022-06-25,1133,2022,women_100m,Women 100m,28.9,True
10788,11.31,1.0,Sonia MOLINA-PRADOS,1993-07-14,ESP,2sf1,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",2022-06-25,1133,2022,women_100m,Women 100m,28.9,True
10788,11.31,1.2,Patrizia VAN DER WEKEN,1999-11-12,LUX,1h2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",2022-07-03,1133,2022,women_100m,Women 100m,22.6,True
10788,11.31,1.3,Jamile SAMUEL,1992-04-24,NED,2,"Stedelijke Atletiekpiste, Ninove (BEL)",2022-07-16,1133,2022,women_100m,Women 100m,30.2,True
10788,11.31,0.1,Shashalee FORBES,1996-05-10,JAM,1h1,"Stedelijke Atletiekpiste, Ninove (BEL)",2022-07-16,1133,2022,women_100m,Women 100m,26.2,True
10788,11.31,-0.2,Natasha MORRISON,1992-11-17,JAM,2f2,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",2022-07-30,1134,2022,women_100m,Women 100m,29.7,True
10788,11.31,0.0,Natalliah WHYTE,1997-08-09,JAM,1h6,"Alexander Stadium, Birmingham (GBR)",2022-08-02,1133,2022,women_100m,Women 100m,25.0,True
10788,11.31,0.1,Shockoria WALLACE,1993-08-09,JAM,2,"Centro Sportivo Saletti, Nembro (ITA)",2022-08-02,1133,2022,women_100m,Women 100m,29.0,True
10788,11.31,0.3,Javianne OLIVER,1994-12-26,USA,3,"Stadio Quercia, Rovereto (ITA)",2022-08-30,1133,2022,women_100m,Women 100m,27.7,True
10788,11.31,1.3,Boglárka TAKÁCS,2001-08-28,HUN,4,"Sportcentrum, Pápa (HUN)",2022-09-06,1133,2022,women_100m,Women 100m,21.0,True
10788,11.31,0.0,Anna KIEŁBASIŃSKA,1990-06-26,POL,2f2,"Stadio Comunale, Bellinzona (SUI)",2022-09-12,1133,2022,women_100m,Women 100m,32.2,True
10788,11.31,1.9,Anavia BATTLE,1999-03-28,USA,2f1,"Mike A. Myers Stadium, Austin, TX (USA)",2023-03-04,1133,2023,women_100m,Women 100m,23.9,True
10788,11.31,1.5,Lynna IRBY,1998-12-06,USA,3,"Mike A. Myers Stadium, Austin, TX (USA)",2023-04-01,1133,2023,women_100m,Women 100m,24.3,True
10788,11.31,0.9,Jahniya BOWERS,,USA,4f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",2023-04-08,1133,2023,women_100m,Women 100m,,True
10788,11.31,0.2,Kenondra DAVIS,2003-02-15,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",2023-04-14,1133,2023,women_100m,Women 100m,20.2,True
10788,11.31,0.8,Yanique DAYLE,1998-12-31,JAM,4f2,"Percy Beard Track, Gainesville, FL (USA)",2023-04-15,1133,2023,women_100m,Women 100m,24.3,True
10788,11.31,0.6,Ariane LINTON,,USA,3f4,"John McDonnell Field, Fayetteville, AR (USA)",2023-04-21,1133,2023,women_100m,Women 100m,,True
10788,11.31,0.8,Tia CLAYTON,2004-08-17,JAM,2h1,"National Stadium, Kingston (JAM)",2023-04-22,1133,2023,women_100m,Women 100m,18.7,True
10788,11.31,-0.9,Amira YOUNG,2000-06-15,USA,1f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-22,1138,2023,women_100m,Women 100m,22.9,True
10788,11.31,2.0,Amira YOUNG,2000-06-15,USA,1,"Drake Stadium, Des Moines, IA (USA)",2023-04-29,1133,2023,women_100m,Women 100m,22.9,True
10788,11.31,1.5,Jada BAYLARK,1997-10-17,USA,3f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",2023-04-29,1133,2023,women_100m,Women 100m,25.5,True
10788,11.31,1.9,Arialis GANDULLA,1995-06-22,POR,1h5,"Estádio 1o de Maio, Lisboa (POR)",2023-05-01,1133,2023,women_100m,Women 100m,27.9,True
10788,11.31,0.4,Tia CLAYTON,2004-08-17,JAM,3,"Grand Bahama Sports Complex, Freeport (BAH)",2023-05-13,1133,2023,women_100m,Women 100m,18.7,True
10788,11.31,0.8,Nya BUSSEY,,USA,5,"Billy Hayes T& F Complex, Bloomington, IN (USA)",2023-05-14,1133,2023,women_100m,Women 100m,,True
10788,11.31,1.7,Iyana GRAY,2003-02-27,USA,5h2,"Hornet Stadium - Sac St., Sacramento, CA (USA)",2023-05-27,1133,2023,women_100m,Women 100m,20.2,True
10788,11.31,1.8,Maia MCCOY,1996-12-09,USA,1f1,"Tropical Park Track, Miami, FL (USA)",2023-05-29,1133,2023,women_100m,Women 100m,26.5,True
10788,11.31,1.2,Géraldine FREY,1997-06-19,SUI,2h1,"Stade des Grands Pêchers, Montreuil (FRA)",2023-05-31,1133,2023,women_100m,Women 100m,25.9,True
10788,11.31,0.0,Géraldine FREY,1997-06-19,SUI,2f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2023-06-10,1133,2023,women_100m,Women 100m,26.0,True
10788,11.31,0.0,Alyson BELL,2003-11-09,GBR,3f1,"Centre sportif Bout-du-Monde, Genève (SUI)",2023-06-10,1133,2023,women_100m,Women 100m,19.6,True
10788,11.31,1.2,Kiara PARKER,1996-10-28,USA,9,"Icahn Stadium, New York, NY (USA)",2023-06-24,1133,2023,women_100m,Women 100m,26.7,True
11376,11.32,1.4,Zoe HOBBS,1997-09-11,NZL,1,"Hawkes Bay Sports Park, Hastings (NZL)",2021-03-26,1131,2021,women_100m,Women 100m,23.5,True
11376,11.32,1.8,Camille RUTHERFORD,2002-08-31,BAH,5,"Mike A. Myers Stadium, Austin, TX (USA)",2021-03-27,1131,2021,women_100m,Women 100m,18.6,True
11376,11.32,-1.6,Twanisha TERRY,1999-01-24,USA,1f2,"Jack Rose Track, Long Beach, CA (USA)",2021-04-17,1140,2021,women_100m,Women 100m,22.2,True
11376,11.32,0.8,Destiny SMITH-BARNETT,1996-07-26,USA,1f1,"Myron Partridge Stadium & Sheila Tarr-Smith Field, Las Vegas, NV (USA)",2021-04-17,1131,2021,women_100m,Women 100m,24.7,True
11376,11.32,0.8,Jada BAYLARK,1997-10-17,USA,1h2,"Cushing Stadium, College Station, TX (USA)",2021-05-14,1131,2021,women_100m,Women 100m,23.6,True
11376,11.32,0.6,Marybeth SANT-PRICE,1995-04-06,USA,3,"Irvine, CA (USA)",2021-05-15,1131,2021,women_100m,Women 100m,26.1,True
11376,11.32,2.0,Camille RUTHERFORD,2002-08-31,BAH,5,"USF Track Complex, Tampa, FL (USA)",2021-05-16,1131,2021,women_100m,Women 100m,18.7,True
11376,11.32,-0.2,Xiaojing LIANG,1997-04-07,CHN,2,Fuzhou (CHN),2021-05-23,1132,2021,women_100m,Women 100m,24.1,True
11376,11.32,0.3,Rebekka HAASE,1993-01-02,GER,3,"Eintracht-Stadion, Braunschweig (GER)",2021-06-05,1131,2021,women_100m,Women 100m,28.4,True
11376,11.32,-0.6,Xiaojing LIANG,1997-04-07,CHN,2,"Shangyu Stadium, Shaoxing (CHN)",2021-06-11,1134,2021,women_100m,Women 100m,24.2,True
11376,11.32,1.2,Natalliah WHYTE,1997-08-09,JAM,2h1,"Calvary Christian Academy Athletic Fields, Fort Lauderdale, FL (USA)",2021-06-11,1131,2021,women_100m,Women 100m,23.8,True
11376,11.32,1.1,Taylor ANDERSON,1994-12-01,USA,2h1,"Bolles HS Track, Jacksonville, FL (USA)",2021-06-12,1131,2021,women_100m,Women 100m,26.5,True
